,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aspergillus carbonarius,aspergillus carbonarius,medica,epilobium parviflo-rum,,,polygonum aviculare_human breast can-cer,,,polygonum aviculare_cytotoxicity
1,rhamnus fran-gula,rhamnus fran-gula,,teu-crium chamaedrys,,,teucrium chamaedrys_human co-lon carcinoma,,,polygonum aviculare_cytotoxic
2,quercus pedunculata,quercus pedunculata,,epilobi-um parviflorum,,,,,,polygonum aviculare_anticancer
3,capsella bursa-pastoris,capsella bursa-pastoris,,vis-cum album,,,,,,teucrium chamaedrys_cytotoxic
4,hypericum perforatum,hypericum perforatum,,,,,,,,teucrium_anticancer
5,polygonum aviculare,polygonum aviculare,,,,,,,,
6,viscum album,viscum album,,,,,,,,
7,galega officinalis,galega,,,,,,,,
8,rhamnus frangu-la,galega officinalis,,,,,,,,
9,teucrium chamaedrys,rhamnus,,,,,,,,
10,teucrium,teucrium chamaedrys,,,,,,,,
11,,teucrium,,,,,,,,
