,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,b. edulis (bull. : fr,b. edulis (bull. : fr,,p ostreatus(jacq. : fr,,,,,,
1,boletus edulis (bull fr,l. edodes (berk.) sing,,l. edodes(berk.) sing,,,,,,
2,boletus edulis bull,a. bisporus (lge.) sing,,lactarius deliciosus (l.: fr,,,,,,
3,b. edulis (bull. :fr,amanita caesarea (scop.) pers,,pleurotusostreatus,,,,,,
4,l. edodes (berk,agaricus bisporus (lge.)sing,,lentinula,,,,,,
5,l. edodes (berk.) sing,macrolepiota procera(scop. : fr.) sing,,a.verna (bull. : fr.) lam,,,,,,
6,a. bisporus (lge.) sing,boletus edulis bull,,p ostreatus(jacq. :fr) kummer,,,,,,
7,agaricus bisporus (lge. )sing,lactarius deliciosus (l. ex fr.) s.f.gray,,b. edulis (bull.:fr,,,,,,
8,agaricus bisporus,cantharellus cibarius fr,,morchella deliciosa (l.)pers,,,,,,
9,a. bisporus (lge,amanita muscaria (l.:fr.) lam,,,,,,,,
10,agaricus bisporus (lge.) sing,a. pantherina (dc. exfr.) krombh,,,,,,,,
11,amanita caesarea (scop.) pers,a. phalloides (vaill. ex fr.) link,,,,,,,,
12,agaricus,pleurotus ostreatus (jack. :fr,,,,,,,,
13,agaricus bisporus (lge.)sing,agaricus bisporus (lge.) sing,,,,,,,,
14,macrolepiota procera(scop. : fr.) sing,boletus edulis (bull fr,,,,,,,,
15,boletus,morchella delicios (l.)pers,,,,,,,,
16,lactarius,lactarius deliciosus (l.:fr) gray,,,,,,,,
17,lactarius deliciosus (l. ex fr.) s.f.gray s,lentinus edodes (brk) sing,,,,,,,,
18,cantharellus cibarius fr,,,,,,,,,
19,amanita muscaria (l.:fr.) lam,,,,,,,,,
20,a. pantherina (dc. exfr.) krombh,,,,,,,,,
21,a. phalloides (vaill. ex fr.) link,,,,,,,,,
22,pleurotus,,,,,,,,,
23,pleurotus ostreatus (jack. :fr,,,,,,,,,
24,morchella,,,,,,,,,
25,morchella delicios (l.)pers,,,,,,,,,
26,lactarius deliciosus (l.:fr) gray,,,,,,,,,
27,lentinus,,,,,,,,,
28,lentinus edodes (brk) sing,,,,,,,,,
