,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,helminthosporium maydis,helminthosporium maydis,,,,,,,hordeum vulgare_medicinal syrups,
1,claviceps purpurea,claviceps purpurea,,,,,,,,
2,hordeum vulgare,hordeum vulgare,,,,,,,,
3,secale cereale,secale cereale,,,,,,,,
4,sorghum,sorghum bicolor,,,,,,,,
5,sorghum bicolor,avena sativa,,,,,,,,
6,avena sativa,avena brevis,,,,,,,,
7,a. brevis,avena strigosa,,,,,,,,
8,a. strigosa,avena nuda,,,,,,,,
9,a. nuda,avena barbata,,,,,,,,
10,a. barbata,avena abyssinica,,,,,,,,
11,a. abyssinica,tripsacum,,,,,,,,
12,tripsacum spp,euchlaena,,,,,,,,
13,tripsacum,zea,,,,,,,,
14,euchlaena,neurospora,,,,,,,,
15,zea,,,,,,,,,
16,neurospora,,,,,,,,,
