,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ajugalaxmannii (murray) benth,ajuga laxmannii (murray) benth,,c. albicans,ajuga laxmannii (murray) benth_inflammation,,ajuga_pain,ajuga laxmannii (murray) benth_antioxidant,,ajugalaxmannii (murray) benth_inflammatory
1,ajuga laxmannii (murray) benth,,,p. funiculosum,,,ajuga_fever,ajuga laxmannii (murray) benth_anti-inflammatory,,ajuga laxmannii (murray) benth_galactogogue
2,ajuga laxmannii,,,,,,ajuga_diabetes,ajuga laxmannii (murray) benth_antimicrobial,,ajuga laxmannii_galactagogue
3,a. laxmannii,,,,,,ajuga_malaria,ajuga laxmannii (murray) benth_antifungal,,a. laxmannii_anti-oxidative stress
4,ajuga,,,,,,ajuga_high blood pressure,,,a. laxmannii_antiradical
5,a. laxmannii(murray) benth,,,,,,,,,ajuga_antipyretic
6,,,,,,,,,,ajuga_antimalarial
7,,,,,,,,,,ajuga_hepatoprotective
8,,,,,,,,,,ajuga_hypoglycemic
9,,,,,,,,,,ajuga_antihelmintic
10,,,,,,,,,,ajuga_cardiotonic
11,,,,,,,,,,ajuga_antibacterial
12,,,,,,,,,,ajuga_anti-arthritis
13,,,,,,,,,,ajuga_anabolic
14,,,,,,,,,,a. laxmannii(murray) benth_antiprotozoal
