,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,satureja,satureja pilosa,,thymus spp,satureja pilosa_muscle pain,centaurea phyllocephala boiss_diabetes,,alkanna tinctoria_wound healing,thymus boissieri_antimicrobial,thymus spp_antimicrobial
1,satureja pilosa,alkanna tinctoria,,thymbra spp,satureja pilosa_cramps,,,thymbra capitata_antimicrobial,thymus degenii_antimicrobial,thymus spp_antioxidant
2,s. pilosa,thymbra capitata,,centaurea cyanus,satureja pilosa_infectious diseases,,,thymbra capitata_antioxidant,thymus thracicus_antimicrobial,thymbra capitata_antibacterial
3,alkanna tinctoria,thymus boissieri,,centaurea sp,satureja pilosa_gastrointestinal disorders,,,thymus boissieri_antioxidant,thymus sibthorpii_antimicrobial,thymbra spp_antimicrobial
4,a. tinctoria,thymus degenii,,c. cyanus,,,,thymus degenii_antioxidant,thymus striatus_antimicrobial,thymbra spp_antioxidant
5,thymbra capitata,thymus thracicus,,,,,,thymus thracicus_antioxidant,thymus longicaulis_antimicrobial,t. longicaulis subsp. longicaulis_antibacterial
6,thymus boissieri,thymus sibthorpii,,,,,,thymus sibthorpii_antioxidant,thymus holosericeus_antimicrobial,thymus boissieri_antibacterial
7,t. degenii,thymus striatus,,,,,,thymus striatus_antioxidant,thymus holosericeus_antioxidant,t. degenii_antibacterial
8,t. thracicus,thymus longicaulis,,,,,,thymus longicaulis_antioxidant,thymus plasonii_antimicrobial,t. thracicus_antibacterial
9,t. sibthorpii,thymus holosericeus,,,,,,centaurea phyllocephala boiss_anti-inflammatory,thymus plasonii_antioxidant,t. sibthorpii_antibacterial
10,t. striatus,thymus plasonii,,,,,,centaurea phyllocephala boiss_antioxidant,centaurea phyllocephala boiss_anti-pyretic,t. striatus_antibacterial
11,t. longicaulis subsp. longicaulis,centaurea phyllocephala boiss,,,,,,centaurea phyllocephala boiss_antirheumatic,centaurea phyllocephala boiss_hypotensive,
12,t. longicaulis subsp. chaubardii,centaurea cyanoides,,,,,,centaurea phyllocephala boiss_anti-dandruff,centaurea cyanoides_emmenagogue,
13,t. holosericeus,,,,,,,centaurea phyllocephala boiss_antidiabetic,centaurea cyanoides_anti-diarrheic,
14,t. plasonii,,,,,,,centaurea phyllocephala boiss_antibacterial,centaurea cyanoides_diuretic,
15,centaurea,,,,,,,centaurea cyanoides_anti-inflammatory,,
16,centaurea phyllocephala boiss,,,,,,,,,
17,centaurea cyanoides,,,,,,,,,
