,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,apium graveolens,apium graveolens,lantana camara,strychnos spp,,solandra spp_diarrhea,strophanthus_heart attack,strychnos toxifera_muscle relaxant,solandra spp_pupils dilate,strychnos spp_muscle relaxant
1,solandra spp,solandra spp,,aesculus californica,,solandra spp_vomiting,,chondrodendron tomentosum_muscle relaxant,prunus spp_twitching,drimia maritima_emetics
2,prunus spp,prunus spp,,acokantheraschimper,,prunus spp_coma,,,helleborus niger_purging,drimia maritima_expectorants
3,helleborus niger,helleborus niger,,a. deflexa,,prunus spp_difficult breathing,,,helleborus niger_numbing of mouth,drimia maritima_diuretics
4,codiaeum spp,codiaeum spp,,anemone spp,,helleborus niger_upset stomach,,,narcissus pseudonarcissus_trembling,
5,cyclamen spp,cyclamen spp,,anomospermum spp,,codiaeum spp_irritation of mouth and throat,,,narcissus pseudonarcissus_convulsions,
6,narcissus pseudonarcissus,narcissus pseudonarcissus,,capsicum annuum,,narcissus pseudonarcissus_diarrhea,,,daphne mezereum_convulsions,
7,daphne mezereum,daphne mezereum,,cocculus spp,,narcissus pseudonarcissus_vomiting,,,dieffenbachia spp_voice loss,
8,dieffenbachia spp,dieffenbachia spp,,colliguaja odorifera,,daphne mezereum_diarrhea,,,hedera helix_excitement,
9,sambucus spp,sambucus spp,,chondrodendron spp,,daphne mezereum_vomiting,,,digitalis purpurea_irregular heartbeat and pulse,
10,colocasia spp,colocasia spp,,conium maculatum,,daphne mezereum_stupor,,,laburnum anagyroides_incoordination,
11,hedera helix,hedera helix,,cynanchum macrophyllum,,dieffenbachia spp_irritation of mouth and throat,,,laburnum anagyroides_convulsions,
12,ficus spp,ficus spp,,delphinium elatum,,sambucus spp_nausea,,,iris spp_purging,
13,digitalis purpurea,digitalis purpurea,,dieffenbachia seguine,,sambucus spp_digestive upset,,,delphinium spp_depression,
