,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,pulsatilla patens,pulsatilla patens,picea alba,matricariachamomilla,pulsatilla patens_skin disorders,picea alba_osteomyelitis,vinca minor_skindisorders,sorbus arranensis_antimicrobial,,thymus serpyllum_destroy thescurvy impurities
1,centaurea cyanus,centaurea cyanus,levisticum officinale,piceaalba,centaurea cyanus_skin disorders,symphytum officinale_bone fractures,vinca minor_cataracts,,,thymus serpyllum_gum strengthening
2,ruta graveolens,ruta graveolens,stachys palustris,pulsatillavulgaris,ruta graveolens_skin disorders,picea abies_skin disorders,thymus serpyllum_osteomyelitis,,,thymus serpyllum_wound healing
3,vinca minor,vinca minor,pulsatilla vulgaris,schoenusnigricans,vinca minor_skin disorders,pulsatilla vulgaris_plica polonica,artemisia absinthium_osteomyelitis,,,sedum acre_relaxant
4,sorbus aucuparia,sorbus aucuparia,schoenus nigricans,plantagomaior,populus tremula_osteomyelitis,schoenus nigricans_burn wounds,matricariachamomilla_osteomyelitis,,,sedum acre_emetic
5,daphne mezereum,daphne mezereum,plantago maior,levisticumofficinale,allium cepa_abscess,sedum maximum_ulcers,anthemis arvensis_osteomyelitis,,,sedum maximum_ulcers
6,thymus serpyllum,thymus serpyllum,,stachyspalustris,beta vulgaris_ringworm,,populus tremula_skindisorders,,,sedum_wound healing
7,silybum marianum,silybum marianum,,allium sativum,sedum acre_ulcers,,silybum marianum_osteomyelitis,,,achillea millefolium_wound healing
8,anthemis arvensis,anthemis arvensis,,acanthus mollis l,sedum maximum_bruises,,piceaalba_osteomyelitis,,,plantagomaior_wound healing
9,matricaria chamomilla,matricaria chamomilla,,acer pseudoplatanus l,sedum maximum_edema,,picea abies_syphilis,,,salvia officinalis_wound healing
10,artemisia absinthium,artemisia absinthium,,aconitum lycoctonum l,,,pulsatillavulgaris_plica polonica,,,
11,populus tremula,populus tremula,,acorus,,,pulsatillavulgaris_polish plait,,,
12,papaver rhoeas,papaver rhoeas,,acorus calamus l,,,gentiana lutea_cholera,,,
13,ocimum basilicum,ocimum basilicum,,napellus,,,schoenusnigricans_burn wounds,,,
14,alliaria petiolata,alliaria petiolata,,calamus,,,sedum acre_urinary tract diseases,,,
15,symphytum officinale,symphytum officinale,,adiantum capillus-veneris l,,,sedum acre_earache,,,
16,achillea millefolium,achillea millefolium,,agrimonia,,,sedum acre_heel pain,,,
17,achillea millefolium l,viscum album,,agrimonia eupatoria l,,,sedum maximum_wounds,,,
18,viscum album,gentiana lutea,,agrostemma githago l,,,carlina acaulis_colic,,,
19,gentiana lutea,picea abies,,allium ampeloprasum l,,,carlina acaulis_ulcers,,,
20,picea abies,allium cepa,,allium sativum l,,,carlina acaulis_stitching pain,,,
21,allium cepa,beta vulgaris,,althaea,,,carlina acaulis_kidney and bladder disease,,,
22,allium cepa l,viburnum opulus,,althaea officinalis l,,,achillea millefolium_cut wounds,,,
23,allium,sorbus arranensis,,ammi majus l,,,achillea millefolium_wounds,,,
24,beta vulgaris,sedum acre,,cepa,,,plantagomaior_wounds,,,
25,viburnum opulus,sedum maximum,,anagallis arvensis l,,,salvia officinalis_wounds,,,
26,sorbus arranensis,carlina acaulis,,anchusa azurea p.mill,,,symphytum officinale_wounds,,,
27,sedum acre,salvia officinalis,,anchusa,,,,,,
28,sedum,tussilago farfara,,anchusa officinalis l,,,,,,
29,sedum maximum,hypericum perforatum,,anethum graveolens l,,,,,,
30,carlina acaulis,juniperus communis,,anethum,,,,,,
31,salvia officinalis,senna alexandrina,,anthemis cotula l,,,,,,
32,tussilago farfara,castanea sativa,,anthriscus cerefolium hoff,,,,,,
33,hypericum perforatum,frangula alnus,,anthriscus sylvestris hoff,,,,,,
34,juniperus communis,,,,,,,,,
35,senna alexandrina,,,,,,,,,
36,senna,,,,,,,,,
37,castanea sativa,,,,,,,,,
38,frangula alnus,,,,,,,,,
