,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,citrullus colocynthis l,citrullus colocynthis l,,macrotermes bellicosus,citrullus colocynthis l_diabetic neuropathy,,citrullus colocynthis l_nerve originated pain,citrullus colocynthis l_antioxidant,cantharellus cibarius_pro-apoptotic,m. bellicosus_anti-inflammatory
1,citrullus colocynthis,corydalis hendersonii hemsl,,m. bellicosus,citrullus colocynthis l_peripheral neuropathy,,citrullus colocynthis l_diabetic rats,citrullus colocynthis l_hypoglycemic,cantharellus cibarius_antioxidant,m. bellicosus_relaxation of basal tone
2,c. colocynthis,senecio candicans dc,,chios mastic,corydalis hendersonii hemsl_high altitude polycythemia,,citrullus colocynthis_diabetic rats,corydalis hendersonii hemsl_anti-inflammatory,cantharellus cibarius_cytotoxic,m. bellicosus_suppression of induced contractions
3,corydalis hendersonii hemsl,crepis dioscoridis l,,crepis l,corydalis hendersonii hemsl_vasculitis,,c. colocynthis_oxidative stress,senecio candicans dc_gastroprotective,cantharellus cinereus_pro-apoptotic,m. bellicosus_spasmolytic
4,senecio candicans dc,crepis commutata (spreng.) greuter,,phytosia crocifolia (boiss. & heldr.) kamari & greuter,corydalis hendersonii hemsl_acute myocardial ischemia,,macrotermes bellicosus_inflammatory diseases,crepis dioscoridis l_antioxidant,cantharellus cinereus_antioxidant,m. bellicosus_antimicrobial
5,s. candicans,crepis incana sm,,,senecio candicans dc_gastric ulcer,,macrotermes bellicosus_diarrhea,crepis dioscoridis l_anti-inflammatory,cantharellus cinereus_cytotoxic,m. bellicosus_anti-spasmodic
6,crepis,crepis heldreichiana (kuntze) greuter,,,,,macrotermes bellicosus_dysentery,crepis commutata (spreng.) greuter_antioxidant,craterellus cornucopioides_pro-apoptotic,corydalis hendersonii hemsl_lowering blood pressure
7,c. dioscoridis l,crepis crocifolia boiss. & heldr,,,,,macrotermes bellicosus_infectious,crepis commutata (spreng.) greuter_anti-inflammatory,craterellus cornucopioides_antioxidant,corydalis hendersonii hemsl_anti-acute myocardial ischemia
8,c commutata (spreng.) greuter,cantharellus cibarius,,,,,chios mastic_arterial hypertension,crepis incana sm_antioxidant,craterellus cornucopioides_cytotoxic,s. candicans_antioxidant
9,c. incana sm,cantharellus cinereus,,,,,,crepis incana sm_anti-inflammatory,hydnum repandum_pro-apoptotic,cantharellus cibarius_cytotoxicity
10,c. heldreichiana (kuntze) greuter,craterellus cornucopioides,,,,,,crepis heldreichiana (kuntze) greuter_antioxidant,hydnum repandum_antioxidant,cantharellus cibarius_induced apoptotic cell death
11,c. crocifolia boiss. & heldr,hydnum repandum,,,,,,crepis heldreichiana (kuntze) greuter_anti-inflammatory,hydnum repandum_cytotoxic,cantharellus cinereus_cytotoxicity
12,cantharellus cibarius,,,,,,,crepis crocifolia boiss. & heldr_antioxidant,,cantharellus cinereus_induced apoptotic cell death
13,cantharellus cinereus,,,,,,,crepis crocifolia boiss. & heldr_anti-inflammatory,,craterellus cornucopioides_cytotoxicity
14,craterellus cornucopioides,,,,,,,,,craterellus cornucopioides_induced apoptotic cell death
15,hydnum repandum,,,,,,,,,hydnum repandum_cytotoxicity
16,,,,,,,,,,hydnum repandum_induced apoptotic cell death
17,,,,,,,,,,chios mastic_improves blood pressure haemodynamics
