,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aronia melanocarpa (michx.) elliott,aronia melanocarpa (michx.) elliott,,zingiber zerumbet,combretum collinum fresen_musculoskeletal disorders,combretum collinum fresen_pain,combretum collinum fresen_inflammatory disorders,aronia melanocarpa (michx.) elliott_antispasmodic,sideritis_cognitive function,aronia melanocarpa (michx.) elliott_relaxant
1,combretum collinum fresen,combretum collinum fresen,,p. thonningi,piliostigma thonningii (schum.) milne-redh_musculoskeletal disorders,piliostigma thonningii (schum.) milne-redh_pain,piliostigma thonningii (schum.) milne-redh_inflammatory disorders,aronia melanocarpa (michx.) elliott_spasmolytic,sideritis_mood,aronia melanocarpa (michx.) elliott_control of gut motility
2,c. collinum,piliostigma thonningii (schum.) milne-redh,,s. perfoliata subsp. perfoliata,ficus natalensis hoechst_musculoskeletal disorders,ficus natalensis hoechst_pain,ficus natalensis hoechst_inflammatory disorders,combretum collinum fresen_anti-inflammatory,,zingiber zerumbet_skin hydration
3,piliostigma thonningii (schum.) milne-redh,ficus natalensis hoechst,,,fadogia agrestis schweinf. ex hiern_musculoskeletal disorders,fadogia agrestis schweinf. ex hiern_pain,sideritis_cognitive function,piliostigma thonningii (schum.) milne-redh_anti-inflammatory,,
4,p. thonningii,fadogia agrestis schweinf. ex hiern,,,entada africana guill. & perr_musculoskeletal disorders,entada africana guill. & perr_pain,sideritis_mood,ficus natalensis hoechst_anti-inflammatory,,
5,ficus natalensis hoechst,entada africana guill. & perr,,,chasmanthera dependens hoechst_musculoskeletal disorders,chasmanthera dependens hoechst_pain,,fadogia agrestis schweinf. ex hiern_anti-inflammatory,,
6,f. natalensis,chasmanthera dependens hoechst,,,c. collinum_inflammatory diseases,,,entada africana guill. & perr_anti-inflammatory,,
7,fadogia agrestis schweinf. ex hiern,c. collinum,,,p. thonningii_inflammatory diseases,,,chasmanthera dependens hoechst_anti-inflammatory,,
8,entada africana guill. & perr,p. thonningii,,,sideritis l_common cold,,,c. collinum_anti-inflammatory,,
9,chasmanthera dependens hoechst,sideritis l,,,sideritis l_mild gastrointestinal discomfort,,,p. thonningii_anti-inflammatory,,
10,sideritis,sideritis,,,,,,schisandra chinensis (turcz.) baill_antioxidant,,
11,sideritis l,s. euboea heldr,,,,,,schisandra rubriflora rehder & e.h.wilson_antioxidant,,
12,s. euboea heldr,s. perfoliata l. subsp. perfoliata,,,,,,s. rubriflora_antioxidant,,
13,s. euboea,s. cypria post,,,,,,crocus sativus l_wound healing,,
14,s. perfoliata l. subsp. perfoliata,schisandra chinensis (turcz.) baill,,,,,,,,
15,s. cypria post,schisandra rubriflora rehder & e.h.wilson,,,,,,,,
16,s. cypria,s. rubriflora,,,,,,,,
17,schisandra chinensis (turcz.) baill,crocus sativus l,,,,,,,,
18,schisandra rubriflora,,,,,,,,,
19,s. rubriflora,,,,,,,,,
20,schisandra rubriflora rehder & e.h.wilson,,,,,,,,,
21,s. rubriflora extracts,,,,,,,,,
22,crocus sativus l,,,,,,,,,
