,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,castilla elastica,castilla elastica,pinus succinifer,castilla spp,,,,,,
1,h. brasiliensis,hevea brasiliensis,,acacia spp,,,,,,
2,hevea brasiliensis,parthenium argentatum,,,,,,,,
3,hevea,taraxacum koksaghyz,,,,,,,,
4,parthenium argentatum,cryptostegia spp,,,,,,,,
5,taraxacum koksaghyz,landolphia gummifera,,,,,,,,
6,cryptostegia spp,manilkara zapota,,,,,,,,
7,landolphia gummifera,palaquium gutta,,,,,,,,
8,manilkara zapota,ficus elastica,,,,,,,,
9,palaquium gutta,manilkara bidentata,,,,,,,,
10,ficus elastica,willughbeia coriacea,,,,,,,,
11,manilkara bidentata,castilla ulei,,,,,,,,
12,willughbeia coriacea,micrandra spp,,,,,,,,
13,castilla ulei,manihot glaziovii,,,,,,,,
14,micrandra spp,cnidoscolus spp,,,,,,,,
15,manihot glaziovii,chrysothamnus spp,,,,,,,,
16,cnidoscolus spp,brosimum utile,,,,,,,,
17,chrysothamnus spp,funtumia africana,,,,,,,,
18,brosimum utile,sapium spp,,,,,,,,
19,funtumia africana,hunteria corymbosa,,,,,,,,
20,sapium spp,solidago spp,,,,,,,,
21,hunteria corymbosa,alstonia eximea,,,,,,,,
22,solidago spp,couma spp,,,,,,,,
23,alstonia eximea,alstonia grandifolia,,,,,,,,
24,couma spp,ficus platyphylla,,,,,,,,
25,alstonia grandifolia,euphorbia intisy,,,,,,,,
26,ficus platyphylla,dyera costulata,,,,,,,,
27,euphorbia intisy,landolphia kirkii,,,,,,,,
28,dyera costulata,funtumia elastica,,,,,,,,
29,landolphia kirkii,landolphia heudelotii,,,,,,,,
30,funtumia elastica,couma macrocarpa,,,,,,,,
31,landolphia heudelotii,hancornia speciosa,,,,,,,,
32,couma macrocarpa,manihot spp,,,,,,,,
33,hancornia speciosa,asclepias spp,,,,,,,,
34,manihot spp,clitandra orientalis,,,,,,,,
35,asclepias spp,urceola esculenta,,,,,,,,
36,clitandra orientalis,scorzonera tau-saghys,,,,,,,,
37,urceola esculenta,ficus vogelii,,,,,,,,
38,scorzonera tau-saghys,landolphia owariensis,,,,,,,,
39,ficus vogelii,acacia senegal,,,,,,,,
40,landolphia owariensis,astragalus spp,,,,,,,,
41,a. senegal,ceratonia siliqua,,,,,,,,
42,astragalus spp,cyamopsis tetragonoloba,,,,,,,,
43,ceratoniasiliqua,,,,,,,,,
44,cyamopsis tetragonoloba,,,,,,,,,
