,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ficus carica,ficus carica,,ficuscarica,,,,,carica papaya_digestive enzyme,
1,mangifera indica,mangifera indica,,anacardiumoccidentale,,,,,,
2,carica papaya,carica papaya,,mangifera foetida,,,,,,
3,anacardium occidentale,anacardium occidentale,,antidesma bunius,,,,,,
4,blighia sapida,blighia sapida,,averrhoa bilimbi,,,,,,
5,durio zibethinus,durio zibethinus,,oxalis,,,,,,
6,pouteria caimito,pouteria caimito,,,,,,,,
7,malpighia glabra,malpighia glabra,,carissa carandas,,,,,,
8,malpighia,persea americana,,fortunella spp,,,,,,
9,persea americana,spondias cytherea,,philodendron,,,,,,
10,spondias cytherea,euterpe oleracea,,,,,,,,
11,euterpe oleracea,rheedia brasiliensis,,,,,,,,
12,rheedia brasiliensis,platonia insignis,,,,,,,,
13,platonia insignis,musa x paradisiaca,,,,,,,,
14,musa x paradisiaca,rollinia deliciosa,,,,,,,,
15,rollinia deliciosa,borojoa patinoi,,,,,,,,
16,borojoa patinoi,artocarpus altilis,,,,,,,,
17,artocarpus altilis,annona reticulata,,,,,,,,
18,annona reticulata,eugenia tomentosa,,,,,,,,
19,annona,spondias lutea,,,,,,,,
20,eugenia tomentosa,lucuma nervosa,,,,,,,,
21,spondias lutea,physalis peruviana,,,,,,,,
22,lucuma nervosa,muntingia calabura,,,,,,,,
23,physalis peruviana,averrhoa carambola,,,,,,,,
24,muntingia calabura,carissa grandiflora,,,,,,,,
25,averrhoa carambola,monstera deliciosa,,,,,,,,
26,carissa grandiflora,dovyalis hebecarpa,,,,,,,,
27,carissa,artocarpus integer,,,,,,,,
28,monstera deliciosa,annona cherimola,,,,,,,,
29,dovyalis hebecarpa,citrus medica,,,,,,,,
30,artocarpus integer,citrus reticulata,,,,,,,,
31,annona cherimola,cocos nucifera,,,,,,,,
32,citrus medica,chrysobalanus icaco,,,,,,,,
33,citrus,theobroma grandiflora,,,,,,,,
34,citrus reticulata,eugenia javanica,,,,,,,,
35,cocos nucifera,passiflora mollissima,,,,,,,,
36,chrysobalanus icaco,phoenix dactylifera,,,,,,,,
37,theobroma grandiflora,poncirus trifoliata,,,,,,,,
38,eugenia javanica,rhodomyrtus tomentosa,,,,,,,,
39,passiflora mollissima,durio zibenthinus,,,,,,,,
40,phoenix dactylifera,lucuma salicifolia,,,,,,,,
41,poncirus trifoliata,phyllanthus emblica,,,,,,,,
42,rhodomyrtus tomentosa,musa fehi,,,,,,,,
43,durio zibenthinus,feijoa sellowiana,,,,,,,,
44,lucuma salicifolia,melicocca bijugatus,,,,,,,,
45,phyllanthus emblica,genipa americana,,,,,,,,
46,musa fehi,spondias dulcis,,,,,,,,
47,feijoa sellowiana,flacourtia indica,,,,,,,,
48,melicocca bijugatus,bouea macrophylla,,,,,,,,
49,genipa americana,passiflora quadangularis,,,,,,,,
50,spondias dulcis,passiflora edulis,,,,,,,,
51,flacourtia,passiflora ligularis,,,,,,,,
52,flacourtia indica,passiflora laurifolia,,,,,,,,
53,bouea macrophylla,citrus x paradisi,,,,,,,,
54,passiflora quadangularis,phyllanthus distichus,,,,,,,,
55,passiflora edulis,eugenia dombeyi,,,,,,,,
56,passiflora ligularis,abbevillea fenzliana,,,,,,,,
57,passiflora laurifolia,annona muricata,,,,,,,,
58,citrus x paradisi,psidium guajava,,,,,,,,
59,phyllanthus distichus,psidium guineense,,,,,,,,
60,eugenia dombeyi,psidium friedrichstalianum,,,,,,,,
61,abbevillea fenzliana,campomanesia acida,,,,,,,,
62,annona muricata,psidium molle,,,,,,,,
63,psidium guajava,spondias purpurea,,,,,,,,
64,psidium guineense,dillenia indica,,,,,,,,
65,psidium friedrichstalianum,physalis ixocarpa,,,,,,,,
66,campomanesia acida,annona diversifolia,,,,,,,,
67,psidium molle,garcinia livingstonei,,,,,,,,
68,spondias purpurea,spondias tuberosa,,,,,,,,
69,dillenia indica,inga spp,,,,,,,,
70,dillenia,myrciaria cauliflora,,,,,,,,
71,physalis ixocarpa,artocarpus heterophyllus,,,,,,,,
72,annona diversifolia,syzygium cumini,,,,,,,,
73,garcinia,prunus salicifolia,,,,,,,,
74,garcinia livingstonei,eriobotrya japonica,,,,,,,,
75,spondias tuberosa,diospyros kaki,,,,,,,,
76,inga spp,zizyphus jujuba,,,,,,,,
77,myrciaria cauliflora,doryalis caffra,,,,,,,,
78,artocarpus heterophyllus,doryalis hebecarpa,,,,,,,,
79,syzygium cumini,actinidia chinensis,,,,,,,,
80,prunus salicifolia,,,,,,,,,
81,eriobotrya japonica,,,,,,,,,
82,diospyros kaki,,,,,,,,,
83,zizyphus jujuba,,,,,,,,,
84,doryalis caffra,,,,,,,,,
85,doryalis hebecarpa,,,,,,,,,
86,actinidia chinensis,,,,,,,,,
87,actinidia,,,,,,,,,
