,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,,,ramie,gossypium,,,,,ramie_sting,
1,,,,gossypium arboreum,,,,,,
2,,,,g. herbaceum,,,,,,
3,,,,gossypium barbadense,,,,,,
4,,,,g.hirsutum,,,,,,
5,,,,gossypium hirsutum,,,,,,
6,,,,g. barbadense,,,,,,
7,,,,g. longicalyx,,,,,,
8,,,,g. tomentosum,,,,,,
9,,,,g. caicoense,,,,,,
10,,,,agave,,,,,,
11,,,,agave sisalina,,,,,,
12,,,,agave cantala,,,,,,
13,,,,agave fourcroydes,,,,,,
14,,,,agave lecheguilla,,,,,,
15,,,,agave funkiana,,,,,,
16,,,,agave letonae,,,,,,
17,,,,agave lurida,,,,,,
18,,,,furcraea cabuya,,,,,,
19,,,,furcraea hexapetala,,,,,,
20,,,,furcraea foetida,,,,,,
21,,,,furcraea macrophylla,,,,,,
22,,,,samuela carnerosana,,,,,,
23,,,,yucca filamentosa,,,,,,
24,,,,aloe yucca,,,,,,
25,,,,yucca aloifolia,,,,,,
26,,,,yucca whipplei,,,,,,
27,,,,yucca brevifolia,,,,,,
28,,,,yucca schidigera,,,,,,
29,,,,yucca glauca,,,,,,
30,,,,yucca treculeana,,,,,,
31,,,,musa textilis,,,,,,
32,,,,broussonetia papyrifera,,,,,,
33,,,,ceiba pentandra,,,,,,
34,,,,boehmeria nivea,,,,,,
35,,,,corchorus capsularis,,,,,,
36,,,,c. olitorius,,,,,,
37,,,,hibiscus cannabinus,,,,,,
38,,,,hibiscus,,,,,,
39,,,,g. hirsutum,,,,,,
40,,,,waste,,,,,,
41,,,,yucca,,,,,,
