,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,phellodendron amurense,"phellodendron amurense, p",,zanthoxylum monophyllumtul,,,zanthoxylum monophyllumtul_eye infections,,,
1,tinospora cordifolia,tinospora cordifolia,,p. chinense,,,zanthoxylum monophyllumtul_dark vomitus,,,
2,tinospora cordifolia) (willd.) miers,berberis aristata,,xanthorhizasimplicissima,,,,,,
3,tinospora,b. aquifolium,,chelidoniummajus,,,,,,
4,berberis aristata,b. asiatica,,b. croatica,,,,,,
5,berberis,b. thunbergii,,enantia chlorantha oliv,,,,,,
6,b. aristata,b. vulgaris,,annickia pilosa (exell) setten & maas,,,,,,
7,berberis aristata dc,berberis,,enantia pilosa exell,,,,,,
8,b. aquifolium,b. lycium,,annickia polycarpa (dc.) setten &maas ex i. m. turner,,,,,,
9,berberis aquifolium pursh,b. aristata,,enantiapolycarpa (dc.) engl. & diels,,,,,,
10,b. asiatica,b. pseudumbellata,,coelocline polycarpa a.dc,,,,,,
11,berberis asiatica roxb. ex dc,c. fenestratum,,xylopia macrocarpa a.chev,,,,,,
12,b. thunbergii,annickia chlorantha (oliv.) setten,,rollinia mucosa (jacq.) baill,,,,,,
13,berberis thunbergii dc,berberis aetnensis c.presl,,xylopia polycarpa (dc.) oliv,,,,,,
14,b. vulgaris,berberis buxifolia lam,,berberisglauca benth,,,,,,
15,berberis vulgaris l,mahonia wood,,mahonia leschenaultii (wall.ex wight & arn.) takeda,,,,,,
16,berberis aetnensis c.presl,tinospora sinensis (lour.) merr,,mahonia acanthifolia wall. exg.don,,,,,,
17,berberis amurensis rupr,tinospora,,caulophyllum thalictroides (l.)michaux,,,,,,
18,berberis barandana vidal,argemone albiflora hornem,,leontice thalictroides l,,,,,,
19,berberis beaniana c. k. schneid,,,jeffersonia diphylla (l.) pers,,,,,,
20,berberis chitria buch.-ham. ex lindl,,,mahonia borealis takeda,,,,,,
21,berberis concinna hook.f,,,mahonia fortunei (lindl.) fedde,,,,,,
22,berberis congestiflora gay,,,mahonia napaulensis dc,,,,,,
23,berberis coriaria royle ex lindl,,,mahonia griffithii,,,,,,
24,berberis croatica mart. ex schult. &schult.f,,,mahoniamanipurensis takeda,,,,,,
25,berberis darwinii hook,,,mahoniasikkimensis takeda,,,,,,
26,berberis densiflora raf,,,mahonia simonsii takeda,,,,,,
27,berberis floribunda wall. ex g.don,,,nandina domestica thunb,,,,,,
28,berberis fortunei lindl,,,nandina,,,,,,
29,berberis guimpelii k. koch & c. d.bouche,,,sinopodophyllum hexandrum (royle)t.s.ying,,,,,,
30,berberis heteropoda schrank,,,argemone alba f.lestib,,,,,,
31,berberis himalaica ahrendt,,,,,,,,,
32,berberis horrida gay,,,,,,,,,
33,berberis iliensis popov,,,,,,,,,
34,berberis integerrima bunge,,,,,,,,,
35,berberis jaeschkeana c. k. schneid,,,,,,,,,
36,berberis jamesonii lindl,,,,,,,,,
37,berberis japonica r.br,,,,,,,,,
38,berberis kawakamii hayata,,,,,,,,,
39,berberis koreana palib,,,,,,,,,
40,berberis lambertii r. parker,,,,,,,,,
41,berberis laurina thunb,,,,,,,,,
42,berberis leschenaultii wall. ex wight& arn,,,,,,,,,
43,berberis libanotica ehrenb. ex c. k.schneid,,,,,,,,,
44,berberis lycium royle,,,,,,,,,
45,berberis microphylla g. forst,,,,,,,,,
46,berberis heterophylla juss. expoir,,,,,,,,,
47,berberis buxifolia lam,,,,,,,,,
48,berberis mingetsensis hayata,,,,,,,,,
49,berberis nummularia bunge,,,,,,,,,
50,berberis morrisonensis hayata,,,,,,,,,
51,berberis nepalensis spreng,,,,,,,,,
52,berberis nervosa pursh,,,,,,,,,
53,berberis oblonga (regel) c. k.schneid,,,,,,,,,
54,berberis petiolaris wall. ex g. don,,,,,,,,,
55,berberis pseudumbellata r. parker,,,,,,,,,
56,berberis repens lindl,,,,,,,,,
57,berberis sargentiana c. k. schneid,,,,,,,,,
58,berberis swaseyi buckley,,,,,,,,,
59,berberis tinctoria lesch,,,,,,,,,
60,berberis trifolia (cham. & schltdl.)schult. & schult.f,,,,,,,,,
61,berberis turcomanica kar. ex ledeb,,,,,,,,,
62,berberis umbellata wall. ex g.don,,,,,,,,,
63,berberis waziristanica hieron,,,,,,,,,
64,b. lycium,,,,,,,,,
65,b. pseudumbellata,,,,,,,,,
66,c. fenestratum,,,,,,,,,
67,annickia chlorantha (oliv.) setten &maas,,,,,,,,,
68,mahonia,,,,,,,,,
69,tinospora sinensis (lour.) merr,,,,,,,,,
70,argemone albiflora hornem,,,,,,,,,
