,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,,,,gmelina arborea,,,ajugadecumbens_arthritis,,,gmelina arborea_antifungal
1,,,,ajuga bracteosa,,,ajugadecumbens_osteoporosis,,,ajuga bracteosa_anticoagulant
2,,,,morus alba,,,,,,ajuga bracteosa_antioxidant
3,,,,ajuga iva,,,,,,ajuga bracteosa_anti-inflammatory
4,,,,ajuga turkestanica,,,,,,ajuga bracteosa_analgesic
5,,,,schisandra chinensis,,,,,,ajuga bracteosa_antidepressant
6,,,,ajuga chamaecistus subsp. scoparia (boiss.) rech.f,,,,,,morus alba_antioxidant
7,,,,ajugadecumbens,,,,,,ajuga iva_antimicrobial
8,,,,allium schoenoprasum,,,,,,ajuga iva_antioxidant
9,,,,ajugareptans,,,,,,ajuga iva_free radicalscavenging
10,,,,ajuga remota,,,,,,ajuga turkestanica_antimicrobial
11,,,,ajuga reptans,,,,,,ajuga turkestanica_antioxidant
12,,,,epilobium,,,,,,ajuga turkestanica_antiproliferative
13,,,,harpagophytum procumbens,,,,,,schisandra chinensis_antimicrobial
14,,,,opuntia ficus-indica,,,,,,schisandra chinensis_antioxidant
15,,,,rumexscutatus,,,,,,ajuga chamaecistus subsp. scoparia (boiss.) rech.f_neuroprotective
16,,,,pseudosempervivum sempervivum,,,,,,ajuga chamaecistus subsp. scoparia (boiss.) rech.f_antidiabetic
17,,,,ajuga laxmannii,,,,,,ajuga chamaecistus subsp. scoparia (boiss.) rech.f_skin-care
18,,,,allium,,,,,,allium schoenoprasum_anti-inflammatory
19,,,,cotoneaster nummularia fisch. et mey,,,,,,ajugareptans_antioxidant
20,,,,,,,,,,ajugareptans_antibacterial
