,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ocimum tenuiflorum,ocimum tenuiflorum,,ocimum vaalae,zingiber officinale_arthritis,zingiber officinale_digestion,sapindus saponaria_excessive mucus,linum usitatissimum_strength,olea europaea_general health,zingiber officinale_digestion
1,zingiber officinale,zingiber officinale,,roas sp,zingiber officinale_pain,cinnamomum verum_digestion,sapindus saponaria_phlegm,linum usitatissimum_energy,curcuma longa_general health,cinnamomum verum_induce menstrual flow
2,sapindus saponaria,sapindus saponaria,,rosa sp,zingiber officinale_colds,olea europaea_arthritis,curcuma longa_skin problems,trachyspermum ammi_digestive aid,curcuma zedoria_tonic,cinnamomum verum_digestion
3,linum usitatissimum,linum usitatissimum,,,zingiber officinale_inflammation,curcuma longa_pain,juglans regia_sore throat,emblica officinalic_stamina,anacardium occidentale_essential fats,curcuma longa_wound healing
4,trachyspermum ammi,trachyspermum ammi,,,sapindus saponaria_cough,curcuma longa_immune boosting effects,momordica charantia_blood purifier,emblica officinalic_strength,juglans regia_essential fatty oil,curcuma longa_immune boosting effects
5,emblica officinalic,emblica officinalic,,,linum usitatissimum_arthritis,curcuma longa_wound healing,allium sativum_painful joints,emblica officinalic_healthy hair,momordica charantia_blood purifier,curcuma longa_pain relief
6,ficus carica,ficus carica,,,linum usitatissimum_pain,terminalia chebula_liver protection,allium sativum_ear infections,emblica officinalic_digestion,momordica charantia_vitamins,terminalia chebula_liver protection
7,prunus dulcis,prunus dulcis,,,linum usitatissimum_diabetes,terminalia chebula_digestion,syzygium aromaticum_painful tooth,prunus dulcis_skin and hair vitality,moringa oleifera_vitamins,terminalia chebula_digestion
8,terminalia bellirica,terminalia bellirica,,,linum usitatissimum_constipation,cucurbita maxima_eye health,citrus limon_spots & pimples,prunus dulcis_memory,moringa oleifera_minerals,cucurbita maxima_eye health
9,eleusine coracana,eleusine coracana,,,linum usitatissimum_cholesterol,piper nigrum_digestion,citrus limon_scars,prunus dulcis_mental stamina,citrus limon_spots and pimples,piper nigrum_digestion
