,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mangifera odorata,mangifera odorata,,carissa grandiflora,,,,,,
1,artocarpus hupargyrea,artocarpus hupargyrea,,eugenia malaccensis,,,,,,
2,lansium domesticum,lansium domesticum,,olea europaea,,,,,,
3,citrus limon,citrus limon,,citrus x nobilis,,,,,,
4,citrus,citrus aurantiifolia,,citrus aurantium,,,,,,
5,citrus aurantiifolia,citrus limonia,,citrus sinensis,,,,,,
6,citrus limonia,elaeagnus philippensis,,spondias cytherea,,,,,,
7,elaeagnus philippensis,litchi chinensis,,phyllanthus distichus,,,,,,
8,litchi chinensis,dimocarpus longan,,oxalis,,,,,,
9,dimocarpus longan,eriobotrya japonica,,passiflora maliformis,,,,,,
10,eriobotrya japonica,flacourtia inermis,,stellaria media,,,,,,
11,flacourtia inermis,lucuma obovata,,verbena,,,,,,
12,flacourtia,solanum quitoense,,,,,,,,
13,lucuma obovata,diospyros discolor,,,,,,,,
14,solanum quitoense,eugenia dombeyi,,,,,,,,
15,diospyros discolor,syzygium malaccensis,,,,,,,,
16,eugenia dombeyi,carica papaya,,,,,,,,
17,syzygium malaccensis,mammea americana,,,,,,,,
18,carica papaya,melicocca bijugatus,,,,,,,,
19,mammea americana,citrus reticulata,,,,,,,,
20,melicocca bijugatus,hancornia speciosa,,,,,,,,
21,citrus reticulata,mangifera indica,,,,,,,,
22,hancornia speciosa,mangifera foetida,,,,,,,,
23,mangifera indica,garcinia mangostana,,,,,,,,
24,mangifera foetida,crataegus spp,,,,,,,,
25,garcinia mangostana,passiflora spp,,,,,,,,
26,garcinia,artocarpus odoratissima,,,,,,,,
27,crataegus spp,citrus hystrix,,,,,,,,
28,passiflora spp,spondias purpurea,,,,,,,,
29,artocarpus odoratissima,carica pubescens,,,,,,,,
30,citrus hystrix,passiflora edulis,,,,,,,,
31,spondias purpurea,bactris gasipaes,,,,,,,,
32,carica pubescens,guilielma utilis,,,,,,,,
33,passiflora edulis,eugenia klotzschiana,,,,,,,,
34,bactris gasipaes,ananas comosus,,,,,,,,
35,guilielma utilis,feijoa sellowiana,,,,,,,,
36,eugenia klotzschiana,annona squamosa,,,,,,,,
37,ananas comosus,eugenia uniflora,,,,,,,,
38,feijoa sellowiana,hylocereus spp. & others,,,,,,,,
39,annona squamosa,eugenia luschnathiana,,,,,,,,
40,annona,musa x paradisiaca,,,,,,,,
41,eugenia uniflora,punica granatum,,,,,,,,
42,hylocereus spp,annona glabra,,,,,,,,
43,eugenia luschnathiana,annona scleroderma,,,,,,,,
44,musa x paradisiaca,nephelium mutabile,,,,,,,,
45,punica granatum,citrus grandis,,,,,,,,
46,annona glabra,macadamia ternifolia,,,,,,,,
47,annona scleroderma,nephelium lappaceum,,,,,,,,
48,nephelium mutabile,flacourtia indica,,,,,,,,
49,citrus grandis,syzgium jambos,,,,,,,,
50,macadamia ternifolia,flacourtia rukam,,,,,,,,
51,nephelium lappaceum,manilkara zapota,,,,,,,,
52,flacourtia indica,zalacca edulis,,,,,,,,
53,syzgium jambos,sandoricum koetjape,,,,,,,,
54,flacourtia rukam,pouteria sapota,,,,,,,,
55,manilkara zapota,diospyros digyna,,,,,,,,
56,zalacca edulis,calocarpum viride,,,,,,,,
57,sandoricum koetjape,casimiroa edulis,,,,,,,,
58,pouteria sapota,lucuma salicifolia,,,,,,,,
59,diospyros digyna,syzgium javanicum,,,,,,,,
60,calocarpum viride,annona purpurea,,,,,,,,
61,casimiroa edulis,annona spp,,,,,,,,
62,lucuma salicifolia,chrysophyllum cainito,,,,,,,,
63,syzgium javanicum,averrhoa carambola,,,,,,,,
64,annona purpurea,tamarindus indica,,,,,,,,
65,annona spp,physalis ixocarpa,,,,,,,,
66,chrysophyllum cainito,cyphomandra betacea,,,,,,,,
67,averrhoa carambola,poncirus trifoliata,,,,,,,,
68,tamarindus indica,opuntia spp,,,,,,,,
69,physalis ixocarpa,doryalis caffra,,,,,,,,
70,cyphomandra betacea,eugenia uvalha,,,,,,,,
71,poncirus trifoliata,spondias dulcis,,,,,,,,
72,opuntia spp,clausena lansium,,,,,,,,
73,doryalis caffra,syzygium aqueum,,,,,,,,
74,eugenia uvalha,syzygium samarangense,,,,,,,,
75,spondias dulcis,malpighia punicifolia,,,,,,,,
76,clausena lansium,manilkara zapote,,,,,,,,
77,syzygium aqueum,chlorogalum pomeridianum,,,,,,,,
78,syzygium samarangense,sagittaria latifolia,,,,,,,,
79,malpighia punicifolia,balsamorhiza spp,,,,,,,,
80,malpighia,xerophyllum tenax,,,,,,,,
81,manilkara zapote,lomatium spp,,,,,,,,
82,chlorogalum pomeridianum,polygonum bistortoides,,,,,,,,
83,sagittaria latifolia,lewisia rediviva,,,,,,,,
