,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,viburnum opulus l,viburnum opulus l,,hoodiagordonii (masson) sweet ex decne,crataegus_cardiovascular problems,,,viburnum opulus l_diaphoretic,,hoodiagordonii (masson) sweet ex decne_regulate the appetite
1,crataegus,crataegus,,malpighia glabra l,,,,viburnum opulus l_anti-inflammatory,,malpighia glabra l_vitamin c
2,origanum vulgare l,origanum vulgare l,,l.cardiaca l,,,,viburnum opulus l_diuretic,,l.cardiaca l_antistress
3,thymusserpyllum l,thymusserpyllum l,,cyclopia sp,,,,,,
4,leonurus cardiaca l,leonurus cardiaca l,,aspalathus linearis (burm.f.) r.dahlgren,,,,,,
5,quercus robur l,quercus robur l,,,,,,,,
6,q. petraea(matt.) liebl,q. petraea(matt.) liebl,,,,,,,,
7,acorus calamus l,acorus calamus l,,,,,,,,
8,taraxacum campylodes g.e.haglund,taraxacum campylodes g.e.haglund,,,,,,,,
9,taraxacum officinale l,taraxacum officinale l,,,,,,,,
10,aralia elata (miq.) seem,aralia elata (miq.) seem,,,,,,,,
11,equisetum arvense l,equisetum arvense l,,,,,,,,
12,calendula officinalis l,calendula officinalis l,,,,,,,,
13,eucalyptus viminalis labill,eucalyptus viminalis labill,,,,,,,,
14,pimpinellaanisum l,pimpinellaanisum l,,,,,,,,
15,zea mays l,zea mays l,,,,,,,,
16,atropa belladonnal,atropa belladonnal,,,,,,,,
17,datura stramonium l,datura stramonium l,,,,,,,,
18,hyoscyamus niger l,hyoscyamus niger l,,,,,,,,
19,convallaria majalis l,convallaria majalis l,,,,,,,,
20,convallaria keiskei miq,convallaria keiskei miq,,,,,,,,
21,frangula alnus mill,frangula alnus mill,,,,,,,,
22,rhamnus cathartica l,rhamnus cathartica l,,,,,,,,
23,adonis vernalis l,adonis vernalis l,,,,,,,,
24,chelidonium majus l,chelidonium majus l,,,,,,,,
25,digitalis purpurea l,digitalis purpurea l,,,,,,,,
26,digitalis grandifloramill,digitalis grandifloramill,,,,,,,,
27,polemonium caeruleum l,polemonium caeruleum l,,,,,,,,
28,rubia tinctorum l,rubia tinctorum l,,,,,,,,
29,alnus incana (l.) moench,alnus incana (l.) moench,,,,,,,,
30,alnus glutinosa (l.) gaertn,alnus glutinosa (l.) gaertn,,,,,,,,
31,gnaphalium uliginosum l,gnaphalium uliginosum l,,,,,,,,
32,bidens tripartita l,bidens tripartita l,,,,,,,,
