,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,berberis buxifolia lam,berberis buxifolia lam,,berberis heterophyllajuss. ex poir,berberis buxifolia lam_infections,berberis chitria buch.-ham.ex lindl_enlarged spleen,berberis chitria buch.-ham.ex lindl_skin diseases,berberis darwinii hook_anti-inflammatory,berberis pseudumbellata r. parker_oxytocic,berberis chitria buch.-ham.ex lindl_ophthalmic
1,berberis chitria buch.-ham.ex lindl,berberis chitria buch.-ham.ex lindl,,tinospora cordifolia(willd.) miers,berberis chitria buch.-ham.ex lindl_skin disease,berberis libanotica ehrenb. ex c. k. schneid_rheumatic diseases,berberis chitria buch.-ham.ex lindl_affection of eyes,berberis darwinii hook_antipyrectic,caulophyllum thalictroides (l.) michaux_uterine stimulant,berberis heterophyllajuss. ex poir_febrifuge
2,berberis darwinii hook,berberis darwinii hook,,argemone alba f. lestib,berberis chitria buch.-ham.ex lindl_rheumatism,berberis vulgaris l_internal injuries,berberis leschenaultia wall. exwight & arn_complications duringpost-natal period,berberis integerrima bunge_antipyretic,nandina domestica thunb_antirheumatic,berberis heterophyllajuss. ex poir_anti-inflammatory
3,berberis empetrifolia lam,berberis empetrifolia lam,,corydalis solida subsp.slivenensis (velen.) hayek,berberis chitria buch.-ham.ex lindl_enlarged liver,berberis vulgaris l_cancer,berberis heterophyllajuss. ex poir_diarrhea,berberis koreana palib_antipyretic,tinospora sinensis (lour.) merr_anti-malarial,berberis oblonga (regel) c. k.schneid_heart tonic
4,berberis integerrima bunge,berberis integerrima bunge,,corydalis slivenensisvelen,berberis chitria buch.-ham.ex lindl_bleeding piles,mahonia fortunei (lindl.) fedde_cancer,berberis tinctoria lesch_affection of eyes,berberis leschenaultia wall. ex wight & arn_antipyretic,corydalis solida subsp. brachylova_hallucinogenic,berberis petiolaris wall. ex g.don_oxytocic
5,berberis jaeschkeana c. k.schneid,berberis jaeschkeana c. k. schneid,,corydalis solida subsp. tauricola,berberis chitria buch.-ham.ex lindl_ulcers,mahonia fortunei (lindl.) fedde_testicular swelling,berberis vulgaris l_healinternal injuries,berberis libanotica ehrenb. ex c. k. schneid_anti-inflammatory,papaver rhoeas l. var. chelidonioides_emmenagogue,berberis vulgaris l_anticancer
6,berberis koreana palib,berberis koreana palib,,papaver dubium var. lecoquii,berberis chitria buch.-ham.ex lindl_jaundice,sinopodophyllum hexandrum (royle) t. s. ying_retention of dead fetus,caulophyllum thalictroides (l.)michaux_uterine stimulant,berberis lycium royle_febrifuge,papaver rhoeas l. var. chelidonioides_narcotic,caulophyllum thalictroides (l.)michaux_inducerof menstruation
7,berberis leschenaultia wall. exwight & arn,berberis leschenaultia wall. ex wight & arn,,phellodendron chinense c.k. schneid,berberis chitria buch.-ham.ex lindl_conjunctivitis,sinopodophyllum hexandrum (royle) t. s. ying_retention of placenta,mahonia fortunei (lindl. )fedde_treattesticular swelling,berberis microphylla g. forst_anti-inflammatory,papaver rhoeas l. var. chelidonioides_emollient,caulophyllum thalictroides (l.)michaux_promote prompt delivery
8,berberis libanotica ehrenb. exc. k. schneid,berberis libanotica ehrenb. ex c. k. schneid,,phellodendron chinensevar. glabriusculum c. k.schneid,berberis darwinii hook_colitis,tinospora sinensis (lour.) merr_leprosy,nandina domestica thunb_antirheumatic,berberis microphylla g. forst_febrifuge,papaver rhoeas l. var. chelidonioides_expectorant,mahonia fortunei (lindl. )fedde_anticancer
9,berberis lycium royle,berberis lycium royle,,corydalis ternata(nakai) nakai,berberis darwinii hook_indigestion,bocconia frutescens l_bronchitis,argemone mexicana l_antidote,berberis oblonga (regel) c. k. schneid_antipyretic,papaver rhoeas l. var. chelidonioides_sedative,sinopodophyllum hexandrum(royle) t. s. ying_promote the circulationof blood
10,berberis microphylla g. forst,berberis microphylla g. forst,,phellodendron wilsoniihayata & kaneh,berberis darwinii hook_stomach pains,chelidonium majus l_gallbladder pains,argemone platyceras l_respiratory ailment,berberis oblonga (regel) c. k. schneid_antidiarrheal,papaver rhoeas l. var. chelidonioides_hypnotic,sinopodophyllum hexandrum(royle) t. s. ying_regulate menstruation
11,berberis oblonga (regel) c. k.schneid,berberis oblonga (regel) c. k. schneid,,,berberis empetrifolia lam_mountain sickness,chelidonium majus l_cancer,bocconia frutescens l_skin conditions,berberis pseudumbellata r. parker_diuretic,papaver rhoeas l. var. chelidonioides_anodyne,tinospora sinensis (lour. )merr_anti-malarialactivities
12,berberis petiolaris wall. ex g.don,berberis petiolaris wall. ex g. don,,,berberis integerrima bunge_diabetes,corydalis turtschaninovii besser_gastric ulcer,bocconia frutescens l_respiratory tract infections,berberis thunbergii dc_anti-inflammatory,coptis chinensis franch_bitter,tinospora sinensis (lour. )merr_improve the immune system
13,berberis pseudumbellata r.parker,berberis pseudumbellata r. parker,,,berberis integerrima bunge_stomach aches,corydalis turtschaninovii besser_duodenal ulcer,bocconia frutescens l_bronchistis,berberis tinctoria lesch_antimicrobial,coptis chinensis franch_anaesthetic,tinospora cordifolia(willd.) miers_anti-inflammatory
14,berberis thunbergii dc,berberis thunbergii dc,,,berberis integerrima bunge_tuberculosis,macleaya microcarpa (maxim.) fedde_inflammation,corydalis solida subsp.slivenensis (velen.) hayek_rheumatism,berberis umbellata wall. ex g. don_tonic,hydrastis canadensis l_tonic,tinospora cordifolia(willd.) miers_antistress
15,berberis tinctoria lesch,berberis tinctoria lesch,,,berberis integerrima bunge_rheumatism,papaver rhoeas l. var. chelidonioides_minor painful conditions,corydalis solida subsp.slivenensis (velen.) hayek_cardiac arrhythmia disease,berberis vulgaris l_sedative,,tinospora cordifolia(willd.) miers_antiarthritic
16,berberis umbellata wall. ex g.don,berberis umbellata wall. ex g. don,,,berberis integerrima bunge_kidney stones,papaver rhoeas l. var. chelidonioides_coughs,corydalis solida subsp.slivenensis (velen.) hayek_dysmenorrhea,berberis vulgaris l_antiarrhythmic,,tinospora cordifolia(willd.) miers_anti-spasmodic
17,berberis vulgaris l,berberis vulgaris l,,,berberis integerrima bunge_heart pain,papaver rhoeas l. var. chelidonioides_fevers,"corydalis solida subsp.slivenensis (velen.) hayek_gastric,duodenal ulcer",caulophyllum thalictroides (l.) michaux_antispasmodic,,tinospora cordifolia(willd.) miers_anti-malarialactivities
18,caulophyllum thalictroides (l.)michaux,caulophyllum thalictroides (l.) michaux,,,berberis integerrima bunge_bone fractures,papaver rhoeas l. var. chelidonioides_insomnia,corydalis solida subsp.slivenensis (velen.) hayek_memory dysfunction,jeffersonia diphylla (l.) pers_diuretic,,tinospora cordifolia(willd.) miers_tonic
19,jeffersonia diphylla (l.) pers,jeffersonia diphylla (l.) pers,,,berberis integerrima bunge_headaches,papaver rhoeas l. var. chelidonioides_cancer,corydalis slivenensisvelen_rheumatism,jeffersonia diphylla (l.) pers_antispasmodic,,tinospora cordifolia(willd.) miers_anti-allergic
20,mahonia fortunei (lindl. )fedde,mahonia fortunei (lindl.) fedde,,,berberis integerrima bunge_constipation,papaver rhoeas l. var. chelidonioides_irritable coughs,corydalis slivenensisvelen_cardiac arrhythmia disease,jeffersonia diphylla (l.) pers_emetic,,tinospora cordifolia(willd.) miers_anti-diabetic
21,mahonia napaulensis dc,mahonia napaulensis dc,,,berberis integerrima bunge_wound,papaver rhoeas l. var. chelidonioides_jaundice,corydalis slivenensisvelen_dysmenorrhea,jeffersonia diphylla (l.) pers_expectorant,,tinospora cordifolia(willd.) miers_improve the immune system
22,nandina domestica thunb,nandina domestica thunb,,,berberis integerrima bunge_chest pain,papaver rhoeas l. var. chelidonioides_bronchial complaints,"corydalis slivenensisvelen_gastric,duodenal ulcer",mahonia fortunei (lindl.) fedde_antiodontalgic,,tinospora cordifolia(willd.) miers_anti-leprotic
23,sinopodophyllum hexandrum(royle) t. s. ying,sinopodophyllum hexandrum (royle) t. s. ying,,,berberis integerrima bunge_radiculitis,papaver rhoeas l. var. chelidonioides_nervous over-activity,corydalis slivenensisvelen_memory dysfunction,mahonia fortunei (lindl.) fedde_febrifuge,,tinospora cordifolia(willd.) miers_antiperiodic
24,tinospora sinensis (lour. )merr,tinospora sinensis (lour.) merr,,,berberis jaeschkeana c. k. schneid_eye diseases,papaver rhoeas l. var. chelidonioides_poor digestion,corydalis solida subsp. tauricola_memory dysfunction,mahonia napaulensis dc_diuretic,,argemone alba f. lestib_diuretic
25,argemone albiflora hornem,argemone albiflora hornem,,,berberis koreana palib_gastroenteritis,papaver rhoeas l. var. chelidonioides_nervous digestive disorders,corydalis solida subsp. tauricola_dysmenorrhea,mahonia napaulensis dc_demulcent,,argemone alba f. lestib_anthydropic
26,argemone mexicana l,argemone mexicana l,,,berberis koreana palib_conjunctivitis,coptis chinensis franch_high fever,"corydalis solida subsp. tauricola_gastric,duodenal ulcer",nandina domestica thunb_astringent,,argemone alba f. lestib_purgative
27,argemone platyceras l,argemone platyceras l,,,berberis koreana palib_sore throats,coptis chinensis franch_tongue ulcers,corydalis solida subsp. tauricola_cardiac arrhythmia disease,nandina domestica thunb_tonic,,argemone alba f. lestib_diaphoretic
28,bocconia frutescens l,bocconia frutescens l,,,berberis leschenaultia wall. ex wight & arn_cold,coptis chinensis franch_bacterial infections,"corydalis turtschaninoviibesser_gastric,duodenal ulcer",nandina domestica thunb_febrifuge,,argemone alba f. lestib_emetic
29,chelidonium majus l,chelidonium majus l,,,berberis libanotica ehrenb. ex c. k. schneid_arthritis,coptis chinensis franch_mouth ulcers,eschscholzia californicacham_incontinence(especially in children,nandina domestica thunb_stomachic,,argemone alba f. lestib_demulcent
30,corydalis solida subsp.brachylova,corydalis solida subsp. brachylova,,,berberis libanotica ehrenb. ex c. k. schneid_muscular pain,coptis japonica (thunb.) makino_dysentery,papaver dubium var. lecoquii_nervousdigestive disorders,nandina domestica thunb_antitussive,,argemone alba f. lestib_cathartic
31,corydalis turtschaninoviibesser,corydalis turtschaninovii besser,,,berberis libanotica ehrenb. ex c. k. schneid_neuralgic diseases,coptis japonica (thunb.) makino_inflamed tongue,papaver dubium var. lecoquii_fevers,tinospora sinensis (lour.) merr_anti-leprotic,,chelidonium majus l_remove films fromthe cornea of the eye
32,eschscholzia californicacham,eschscholzia californica cham,,,berberis lycium royle_boils,coptis japonica (thunb.) makino_bacterial infections,papaver dubium var. lecoquii_poor digestion,tinospora sinensis (lour.) merr_antistress,,chelidonium majus l_anticancer
33,glaucium corniculatum (l.)rud. subsp. corniculatum,glaucium corniculatum (l.) rud. subsp. corniculatum,,,berberis lycium royle_wound,coptis teeta wall_ophthalmic diseases,papaver dubium var. lecoquii_ailments in the elderly and children,tinospora sinensis (lour.) merr_antiperiodic,,chelidonium majus l_relaxing the muscles of thebronchial tubes and intestines
34,macleaya cordata (willd. )r.br,macleaya cordata (willd.) r. br,,,berberis lycium royle_intestinal colic,coptis teeta wall_bacterial infections,papaver dubium var. lecoquii_minor painfulconditions,tinospora sinensis (lour.) merr_tonic,,corydalis solida subsp.brachylova_calm the nerves
35,macleaya microcarpa(maxim.) fedde,macleaya microcarpa (maxim.) fedde,,,berberis lycium royle_menorrhagia,hydrastis canadensis l_disorders affecting the vagina,papaver dubium var. lecoquii_irritable coughs,tinospora sinensis (lour.) merr_antiarthritic,,corydalis solida subsp.brachylova_lowering the blood pressure
