,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,liriodendron tulipifera,liriodendron tulipifera,,eperua falcata,,,,,,
1,tectona grandis,tectona grandis,,,,,,,,
2,swietenia mahogani,swietenia mahogani,,,,,,,,
3,swietenia,dalbergia,,,,,,,,
4,dalbergia,pterocarpus,,,,,,,,
5,dalbergia frutescens,d. nigra,,,,,,,,
6,dalbergia retusa,diospyros spp,,,,,,,,
7,dalbergia cearensis,terminalia superba,,,,,,,,
8,dalbergia nigra,afzelia spp,,,,,,,,
9,dalbergia latifolia,pericopsis elata,,,,,,,,
10,dalbergia stevensonii,fraxinus americana,,,,,,,,
11,dalbergia sissoides,fraxinus excelsior,,,,,,,,
12,dalbergia cochinchinensis,fraxinus mandschurica,,,,,,,,
13,pterocarpus,fraxinus pensylvanica,,,,,,,,
14,pterocarpus angolensis,populus tremuloides,,,,,,,,
15,pterocarpus dalbergidides,turraeanthus africanus,,,,,,,,
16,pterocarpus macrocarpum,taxodium distichum,,,,,,,,
17,pterocarpus soyauxii,ochroma pyramidale,,,,,,,,
18,d. nigra,tilia americana,,,,,,,,
19,diospyros spp,fagus grandifolia,,,,,,,,
20,terminalia superba,fagus sylvatica,,,,,,,,
21,afzelia,fagus crenata,,,,,,,,
22,afzelia spp,fagus orientalis,,,,,,,,
23,pericopsis elata,betula pendula,,,,,,,,
24,fraxinus americana,betula lenta,,,,,,,,
25,fraxinus excelsior,betula pubescens,,,,,,,,
26,fraxinus mandschurica,betula alleghaniensis,,,,,,,,
27,fraxinus pensylvanica,nyssa sylvatica,,,,,,,,
28,populus tremuloides,acacia melanoxylon,,,,,,,,
29,turraeanthus africanus,gossypiospermum praecox,,,,,,,,
30,taxodium distichum,dalbergia frutescens,,,,,,,,
31,ochroma pyramidale,caesalpinia echinata,,,,,,,,
32,tilia americana,calocedrus decurrens,,,,,,,,
