,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,o. tenuiflorum l,o. tenuiflorum l,echin,echinacea,o. tenuiflorum l_diabetes,echin_diabetes,o. tenuiflorum l_skin ailments,,,
1,o. tenuiflorum,zingiber,kava,gingko,o. tenuiflorum l_asthma,echin_cough,,,,
2,zingiber officinale roscoe,curcuma longa l,holy basil,,,echin_indigestion,,,,
3,curcuma longa l,o. tenuiflorum,roscoe,,,echin_arthritis,,,,
4,o. gratissimum l,o. gratissimum l,,,,holy basil_diabetes,,,,
5,,,,,,holy basil_asthma,,,,
6,,,,,,zingiber_diabetes,,,,
7,,,,,,zingiber_asthma,,,,
8,,,,,,roscoe_asthma,,,,
9,,,,,,curcuma longa l_diabetes,,,,
10,,,,,,curcuma longa l_asthma,,,,
