,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,castanea dentata,castanea dentata,hyptis suaveole,hesperis matronali,,,,,,
1,vaccinium macrocarpon,vaccinium macrocarpon,hesperis matronalis,itex angus-caste,,,,,,
2,proboscidea parviflora,proboscidea parviflora,vitex angus-caste,pyrethrum,,,,,,
3,apios tuberosa,apios tuberosa,,psyllium,,,,,,
4,helianthus tuberosus,helianthus tuberosus,,,,,,,,
5,simmondsia chinensis,simmondsia chinensis,,,,,,,,
6,morus rubra,morus rubra,,,,,,,,
7,carya illinoensis,carya illinoensis,,,,,,,,
8,diospyros virginiana,diospyros virginiana,,,,,,,,
9,phytolacca americana,phytolacca americana,,,,,,,,
10,fragaria virginiana,fragaria virginiana,,,,,,,,
11,iva axillaris,iva axillaris,,,,,,,,
12,helianthus annuus,helianthus annuus,,,,,,,,
13,juglans nigra,juglans nigra,,,,,,,,
14,zizania aquatica,zizania aquatica,,,,,,,,
15,persea spp,persea spp,,,,,,,,
16,amaranthus hypochondriacus,amaranthus hypochondriacus,,,,,,,,
17,maranta arundinacea,maranta arundinacea,,,,,,,,
18,persea americana,persea americana,,,,,,,,
19,phaseolus vulgaris,phaseolus vulgaris,,,,,,,,
20,phaseolus coccineus,phaseolus coccineus,,,,,,,,
21,canavalia ensiformis,canavalia ensiformis,,,,,,,,
22,phaseolus acutifolius,phaseolus acutifolius,,,,,,,,
23,crescentia cujete,crescentia cujete,,,,,,,,
24,prunus serotina,prunus serotina,,,,,,,,
25,manihot esculenta,manihot esculenta,,,,,,,,
26,castilla elastica,castilla elastica,,,,,,,,
27,agave spp,agave spp,,,,,,,,
28,monstera deliciosa,monstera deliciosa,,,,,,,,
29,hyptis suaveolens,hyptis suaveolens,,,,,,,,
30,sechium edule,sechium edule,,,,,,,,
31,salvia spp,salvia spp,,,,,,,,
32,manilkara zapota,manilkara zapota,,,,,,,,
33,gossypium hirsutum,gossypium hirsutum,,,,,,,,
34,annona squamosa,annona squamosa,,,,,,,,
35,psidium guajava,psidium guajava,,,,,,,,
36,parthenium argentatum,parthenium argentatum,,,,,,,,
37,agave fourcroyes,agave fourcroyes,,,,,,,,
38,opuntia ficus-indica,opuntia ficus-indica,,,,,,,,
39,pachyrrhizus erosus,pachyrrhizus erosus,,,,,,,,
40,ceiba pentandra,ceiba pentandra,,,,,,,,
41,agave atrovirens,agave atrovirens,,,,,,,,
42,zea mays,zea mays,,,,,,,,
43,tagetes patula,tagetes patula,,,,,,,,
44,agave tequilina,agave tequilina,,,,,,,,
45,sophora secundiflora,sophora secundiflora,,,,,,,,
46,byrsonima crassifolia,byrsonima crassifolia,,,,,,,,
47,panicum sonorum,panicum sonorum,,,,,,,,
48,carica papaya,carica papaya,,,,,,,,
49,capsicum frutescens,capsicum frutescens,,,,,,,,
50,capsicum annuum,capsicum annuum,,,,,,,,
51,pimento dioica,pimento dioica,,,,,,,,
52,opuntia spp,opuntia spp,,,,,,,,
53,argemone mexicana,argemone mexicana,,,,,,,,
54,cucurbita pepo,cucurbita pepo,,,,,,,,
55,brosimum alicastrum,brosimum alicastrum,,,,,,,,
56,diospyros ebenaster,diospyros ebenaster,,,,,,,,
57,casimiroa edulis,casimiroa edulis,,,,,,,,
58,coccoloba uvifera,coccoloba uvifera,,,,,,,,
59,agave sisalana,agave sisalana,,,,,,,,
60,annona muricata,annona muricata,,,,,,,,
61,cucurbita spp,cucurbita spp,,,,,,,,
62,ipomoea batatas,ipomoea batatas,,,,,,,,
63,zea spp,zea spp,,,,,,,,
64,physalis ixocarpa,physalis ixocarpa,,,,,,,,
65,opuntia megacanthos,opuntia megacanthos,,,,,,,,
66,vanilla planifolia,vanilla planifolia,,,,,,,,
67,dioscorea floribunda,dioscorea floribunda,,,,,,,,
68,bixa orellana,bixa orellana,,,,,,,,
69,canna edulis,canna edulis,,,,,,,,
70,amaranthus caudatus,amaranthus caudatus,,,,,,,,
71,indigofera suffruticosa,indigofera suffruticosa,,,,,,,,
72,tropaeolum tuberosum,tropaeolum tuberosum,,,,,,,,
73,arracacia xanthorrhiza,arracacia xanthorrhiza,,,,,,,,
74,passiflora mollissima,passiflora mollissima,,,,,,,,
75,phaseolus lunatus,phaseolus lunatus,,,,,,,,
76,lagenaria siceraria,lagenaria siceraria,,,,,,,,
77,bertholletia excelsa,bertholletia excelsa,,,,,,,,
78,schinus molle,schinus molle,,,,,,,,
79,banisteriopsis caapi,banisteriopsis caapi,,,,,,,,
80,theobroma cacao,theobroma cacao,,,,,,,,
81,chenopodium pallidicaule,chenopodium pallidicaule,,,,,,,,
82,anacardium occidentale,anacardium occidentale,,,,,,,,
83,annona cherimola,annona cherimola,,,,,,,,
84,erythroxylum coca,erythroxylum coca,,,,,,,,
85,gossypium barbadense,gossypium barbadense,,,,,,,,
86,paullinia cupana,paullinia cupana,,,,,,,,
87,cephaelis ipecachuana,cephaelis ipecachuana,,,,,,,,
88,pachyrrhizus spp,pachyrrhizus spp,,,,,,,,
89,solanum quitoense,solanum quitoense,,,,,,,,
90,lepidium meyenii,lepidium meyenii,,,,,,,,
91,ilex paraguariensis,ilex paraguariensis,,,,,,,,
92,prosopis juliflora,prosopis juliflora,,,,,,,,
93,tropaeolum majus,tropaeolum majus,,,,,,,,
94,oxalis tuberosa,oxalis tuberosa,,,,,,,,
95,hevea brasiliensis,hevea brasiliensis,,,,,,,,
96,arachis hypogaea,arachis hypogaea,,,,,,,,
97,ananas comosus,ananas comosus,,,,,,,,
98,solanum tuberosum,solanum tuberosum,,,,,,,,
99,chenopodium quinoa,chenopodium quinoa,,,,,,,,
100,echinopsis pachanoi,echinopsis pachanoi,,,,,,,,
101,cucurbita maxima,cucurbita maxima,,,,,,,,
102,xanthosoma sagittifolium,xanthosoma sagittifolium,,,,,,,,
103,nicotniana tabacum,nicotniana tabacum,,,,,,,,
104,nicotiana rustica,nicotiana rustica,,,,,,,,
105,lycopersicon esculentum,lycopersicon esculentum,,,,,,,,
106,cyphomandra betacea,cyphomandra betacea,,,,,,,,
107,ullucus tuberosus,ullucus tuberosus,,,,,,,,
108,polymnia sonchifolia,polymnia sonchifolia,,,,,,,,
109,dioscorea trifida,dioscorea trifida,,,,,,,,
110,ilex vomitoria,ilex vomitoria,,,,,,,,
111,paullinia yoco,paullinia yoco,,,,,,,,
112,asparagus,asparagus officinalis,,,,,,,,
113,asparagus officinalis,berberis vulgaris,,,,,,,,
114,berberis vulgaris,ammophila arenaria,,,,,,,,
115,ammophila arenaria,brassica oleracea,,,,,,,,
116,brassica oleracea,rhamnus catharticus,,,,,,,,
117,rhamnus catharticus,arctium lappa,,,,,,,,
118,arctium lappa,carum carvi,,,,,,,,
119,carum carvi,anthemis nobilis,,,,,,,,
120,anthemis nobilis,cichorium intybus,,,,,,,,
121,cichorium intybus,agropyron cristatum,,,,,,,,
122,agropyron cristatum,taraxacum officinale,,,,,,,,
123,taraxacum officinale,festuca pratensis,,,,,,,,
124,festuca pratensis,festuca ovina,,,,,,,,
125,festuca ovina,festuca arundinacea,,,,,,,,
126,festuca arundinacea,digitalis purpurea,,,,,,,,
127,digitalis purpurea,chenopodium bonus-henricus,,,,,,,,
128,chenopodium bonus-henricus,ulex europaeus,,,,,,,,
129,ulex europaeus,lithospermum officinale,,,,,,,,
130,lithospermum officinale,sempervivum tectorum,,,,,,,,
131,sempervivum tectorum,humulus lupulus,,,,,,,,
132,humulus lupulus,armoracia rusticana,,,,,,,,
133,armoracia rusticana,chenopodium album,,,,,,,,
134,chenopodium album,rubia tinctoria,,,,,,,,
135,rubia tinctoria,alopecurus pratensis,,,,,,,,
136,alopecurus pratensis,aconitum napellus,,,,,,,,
137,aconitum napellus,atriplex hortensis,,,,,,,,
138,atriplex hortensis,dactylis glomerata,,,,,,,,
139,dactylis glomerata,pastinaca sativa,,,,,,,,
140,pastinaca sativa,pyrus communis,,,,,,,,
141,pyrus communis,portulaca oleracea,,,,,,,,
142,portulaca oleracea,phalaris arundinacea,,,,,,,,
143,phalaris arundinacea,lolium perenne,,,,,,,,
144,lolium perenne,crambe maritima,,,,,,,,
145,crambe maritima,saponaria officinalis,,,,,,,,
146,saponaria officinalis,acorus calamus,,,,,,,,
147,acorus calamus,anthoxanthum odoratum,,,,,,,,
148,anthoxanthum odoratum,valeriana officinalis,,,,,,,,
149,valeriana officinalis,holcus lanatus,,,,,,,,
150,holcus lanatus,nasturtium officinale,,,,,,,,
151,nasturtium,aloe vera,,,,,,,,
