,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,amanita caesarea (scop.) pers,amanita caesarea (scop.) pers,cop. : fr.) sing,morchella,,,,,,
1,agaricus bisporus (lge.) sing,agaricus bisporus (lge.) sing,sfgray s,,,,,,,
2,agaricus,macrolepiotaprocera,oletus,,,,,,,
3,macrolepiotaprocera (scop. : fr.) sing,boletus edulis bull,boletuswas,,,,,,,
4,boletus edulis bull,lactarius deliciosus (l. ex fr,,,,,,,,
5,boletus,cantharellus cibarius fr,,,,,,,,
6,lactarius deliciosus (l. ex fr.) sfgray s,amanita muscaria (l.: fr.) lam,,,,,,,,
7,lactarius,a. pantherina(dc. ex fr.) krombh,,,,,,,,
8,cantharellus cibarius fr,a. phalloides (vaill. ex fr.) link,,,,,,,,
9,amanita muscaria (l.: fr.) lam,a.verna (bull. : fr.) lam,,,,,,,,
10,a. pantherina(dc. ex fr.) krombh,agaricus,,,,,,,,
11,a. phalloides (vaill. ex fr.) link,lactarius,,,,,,,,
12,a.verna (bull. : fr.) lam,pleurotus,,,,,,,,
13,pleurotus,lentinus,,,,,,,,
14,lentinus,lactar-ius,,,,,,,,
15,lactar-ius,boletus,,,,,,,,
