,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,gaultheria procumbens,gaultheria procumbens,horehound,amaranthus spp,,,gaultheria procumbens_corns,,,gaultheria procumbens_reduce joint/muscle
1,hamamelis virginiana,hamamelis virginiana,ivy,elettaria cardamomum,,,gaultheria procumbens_inflammation,,,gaultheria procumbens_pain-reliever
2,salix alba,salix alba,knotgrass,serenoa repens,,,hamamelis virginiana_bruises,,,hamamelis virginiana_reduce blood flow
3,dioscorea villosa,dioscorea villosa,primrose,bertholettia excelsa,,,dioscorea villosa_diverticulitis,,,hamamelis virginiana_eye wash
4,pausinystalia yohimbe,pausinystalia yohimbe,soapwort,nasturtium officinale,,,pausinystalia yohimbe_dry mouth,,,salix alba_pain-killer
5,echinacea,echinacea,grape,linum usititissimum,,,pausinystalia yohimbe_erectile dysfunction,,,dioscorea villosa_breast enlargement
6,echinacea spp,echinacea spp,potato,eleutherococcus senticosus,,,echinacea_scrapes,,,dioscorea villosa_birth control
7,oenothera biennis,oenothera biennis,st. john's wort,gentiana officinalis,,,echinacea_earache,,,echinacea_breast feeding (lactation
8,matricaria recutita,matricaria recutita,witch hazel,lonicera japonica,,,echinacea_bursitis,,,echinacea spp_breast feeding (lactation
9,ginkgo,ginkgo biloba,bunionscalendula,myrciaria dubia,,,echinacea_flu,,,allium sativum_breast feeding (lactation
10,ginkgo biloba,allium sativum,sundew,ocimum basilicum,,,echinacea_bladder infections,,,vitex agnus-castus_reduction in menstrual flow
11,allium sativum,panax spp,gotu kola,inula helenium,,,echinacea_burns,,,vitex agnus-castus_breast feeding (lactation
12,panax spp,centella asiatica,lavender,vicia faba,,,echinacea_cuts,,,cimifuga racemosa_reduction in menstrual flow
13,centella asiatica,equisetum arvense,plantain plantago,mucuna spp,,,echinacea_abscesses,,,caulophyllum thalictroides_reduction in menstrual flow
14,equisetum arvense,silybum marianum,bursitis/tendinitiswillow,ptychopetalum spp,,,echinacea_dry mouth,,,daucus carota_reduction in menstrual flow
15,silybum marianum,mentha piperita,horsetail,avena sativa,,,echinacea_cold sores,,,apium graveolens_reduction in menstrual flow
16,mentha piperita,portulaca oleracea,turmeric,aspidosperma quebracho-blanco,,,echinacea_athlete's foot,,,anethum graveolens_reduction in menstrual flow
17,portulaca oleracea,thymus vulgaris,myrrh,lycium chinense,,,echinacea_tendinitis,,,althaea officinalis_reduction in menstrual flow
18,thymus vulgaris,salix spp,tea,withania somnifera,,,echinacea_genital herpes,,,curcuma longa_reduction in menstrual flow
19,salix spp,allium cepa,canker root,sida cordifolia,,,echinacea_colds,,,pimpinella anisum_breast feeding (lactation
20,allium cepa,urtica dioica,goldenseal,paullinia cupana,,,echinacea_aging,,,foeniculum vulgare_breast feeding (lactation
21,urtica dioica,tanacetum parthenium,sage,sida rhombifolia,,,echinacea spp_scrapes,,,petroselinum crispum_breast feeding (lactation
22,tanacetum parthenium,armoracia rusticana,wild geranium,annona muricata,,,echinacea spp_earache,,,serenoa repens_breast enlargement
23,armoracia rusticana,syzygium aromaticum,hawthorn,filipendula ulmaria,,,echinacea spp_bursitis,,,sesamum indicum_breast feeding (lactation
24,syzygium aromaticum,monarda spp,canola,juglans nigra,,,echinacea spp_flu,,,taraxacum officinale_breast feeding (lactation
25,monarda spp,ganoderma lucidum,khella,lawsonia inermis,,,echinacea spp_bladder infections,,,cuminum cyminum_breast enlargement
26,ganoderma lucidum,lycopodium spp,barberry,tabebuia spp,,,echinacea spp_burns,,,trigonella foenum-graecum_breast feeding (lactation
27,lycopodium spp,rosmarinus officinalis,motherwort,desmodium styracifolium,,,echinacea spp_cuts,,,arachis hypogaea_breast feeding (lactation
28,rosmarinus officinalis,salvia officinalis,reishi,mentha spicata,,,echinacea spp_abscesses,,,medicago sativa_breast feeding (lactation
