,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,antiaris toxicaria,antiaris toxicaria,ual,citrus,,,,,,
1,artocarpus spp,artocarpus spp,nsete,datura,,,,,,
2,brosimum spp,brosimum spp,anachene,protea,,,,,,
3,broussonetia papyrifera,broussonetia papyrifera,uncaria gambir,olealaurifolia,,,,,,
4,castilla elastica,castilla elastica,aschizocarp,yuccawhipplei,,,,,,
5,ficus spp,ficus spp,orbunga,philodendron,,,,,,
6,maclura pomifera,maclura pomifera,ma,wolffiaangusta,,,,,,
7,morus spp,morus spp,orb,echinacea,,,,,,
8,ensete ventricosum,ensete ventricosum,,galanga,,,,,,
9,musa spp,musa spp,,yucca,,,,,,
10,eucalyptus spp,eucalyptus spp,,bromeliad,,,,,,
11,eugeniauniflora,eugeniauniflora,,,,,,,,
12,feijoa sellowiana,feijoa sellowiana,,,,,,,,
13,melaleuca spp,melaleuca spp,,,,,,,,
14,pimenta spp,pimenta spp,,,,,,,,
15,psidium guajava,psidium guajava,,,,,,,,
16,syzygium spp,syzygium spp,,,,,,,,
17,areca catechu,areca catechu,,,,,,,,
18,arenga pinnata,arenga pinnata,,,,,,,,
19,bactris gasipaes,bactris gasipaes,,,,,,,,
20,borassusflabellifer,borassusflabellifer,,,,,,,,
21,calamus spp,calamus spp,,,,,,,,
22,caryota urens,caryota urens,,,,,,,,
23,cocos nucifera,cocos nucifera,,,,,,,,
24,copernicia spp,copernicia spp,,,,,,,,
25,elaeis guineensis,elaeis guineensis,,,,,,,,
26,metroxylon spp,metroxylon spp,,,,,,,,
27,phoenix dactylifera,phoenix dactylifera,,,,,,,,
28,raphia spp,raphia spp,,,,,,,,
29,sabal spp,sabal spp,,,,,,,,
30,serenoa repens,serenoa repens,,,,,,,,
31,cydonia oblonga,cydonia oblonga,,,,,,,,
32,eriobotrya japonica,eriobotrya japonica,,,,,,,,
33,fragaria spp,fragaria spp,,,,,,,,
34,mespilus germanica,mespilus germanica,,,,,,,,
35,malus domestica,malus domestica,,,,,,,,
36,prunus spp,prunus spp,,,,,,,,
37,pyrus communis,pyrus communis,,,,,,,,
38,quillaja saponaria,quillaja saponaria,,,,,,,,
39,rubus spp,rubus spp,,,,,,,,
40,cephaelis ipecacuanha,cephaelis ipecacuanha,,,,,,,,
41,cinchona spp,cinchona spp,,,,,,,,
42,coffea spp,coffea spp,,,,,,,,
43,morindacitrifolia,morindacitrifolia,,,,,,,,
44,rubia tinctorum,rubia tinctorum,,,,,,,,
45,casimiroa edulis,casimiroa edulis,,,,,,,,
46,citrusspp,citrusspp,,,,,,,,
47,dictamnus albus,dictamnus albus,,,,,,,,
48,fortunella spp,fortunella spp,,,,,,,,
49,galipea officinalis,galipea officinalis,,,,,,,,
50,pilocarpus jaborandi,pilocarpus jaborandi,,,,,,,,
51,poncirus trifoliata,poncirus trifoliata,,,,,,,,
52,ruta graveolens,ruta graveolens,,,,,,,,
53,atropa belladonna,atropa belladonna,,,,,,,,
54,brugmansia spp,brugmansia spp,,,,,,,,
55,brunfelsia uniflora,brunfelsia uniflora,,,,,,,,
56,capsicumspp,capsicumspp,,,,,,,,
57,cyphomandra betacea,cyphomandra betacea,,,,,,,,
58,daturaspp,daturaspp,,,,,,,,
59,duboisia spp,duboisia spp,,,,,,,,
60,hyoscyamus spp,hyoscyamus spp,,,,,,,,
61,lycium spp,lycium spp,,,,,,,,
62,lycopersicon esculentum,lycopersicon esculentum,,,,,,,,
63,mandragora spp,mandragora spp,,,,,,,,
64,nicotiana spp,nicotiana spp,,,,,,,,
65,physalis spp,physalis spp,,,,,,,,
66,solanum spp,solanum spp,,,,,,,,
67,withania spp,withania spp,,,,,,,,
68,anethum graveolens,anethum graveolens,,,,,,,,
69,angelica archangelica,angelica archangelica,,,,,,,,
70,angelica,apium graveolens,,,,,,,,
71,apium graveolens,carum carvi,,,,,,,,
72,carum carvi,coriandrumsativum,,,,,,,,
73,coriandrumsativum,cuminum cyminum,,,,,,,,
74,cuminum cyminum,daucus carota,,,,,,,,
75,daucus carota,ferulaassafoetida,,,,,,,,
76,ferulaassafoetida,foeniculum vulgare,,,,,,,,
77,foeniculum vulgare,levisticum officinale,,,,,,,,
78,levisticum officinale,pastinaca sativa,,,,,,,,
79,pastinaca sativa,petroselinum crispum,,,,,,,,
80,petroselinum crispum,pimpinellaanisum,,,,,,,,
81,pimpinellaanisum,aframomum melegueta,,,,,,,,
82,aframomum melegueta,alpinia spp,,,,,,,,
83,alpinia spp,curcuma spp,,,,,,,,
84,curcuma spp,elettaria cardamomum,,,,,,,,
85,elettaria cardamomum,kaempferia spp,,,,,,,,
86,kaempferia spp,zingiber spp,,,,,,,,
87,zingiber spp,lomatia tasmanica,,,,,,,,
88,lomatia tasmanica,pinus longaeva,,,,,,,,
89,pinus longaeva,sequoia sempervirens,,,,,,,,
90,sequoia sempervirens,eucalyptus regnans,,,,,,,,
