,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mentha,mentha longifolia,,,mentha longifolia_stomach pain,trigonella foenum graecum_diabetes,,trigonella foenum graecum_antidepressant,mentha longifolia_carvone,rosa canina_antioxidant
1,mentha longifolia,mentha spicata,,,mentha spicata_stomach pain,trigonella foenum graecum_high blood pressure,,trigonella foenum graecum_hypoglycemic,mentha longifolia_dihydrocarvone,
2,m. spicata,mentha x villoso-nervata,,,mentha x villoso-nervata_stomach pain,trigonella foenum graecum_inflammation,,trigonella foenum graecum_psychotonic,mentha spicata_carvone,
3,m. x villoso-nervata,trigonella foenum graecum,,,,rosa pendulina l_urinary diseases,,trigonella foenum graecum_antihyperlipidemic,mentha spicata_dihydrocarvone,
4,trigonella foenum graecum,origanum vulgare l. ssp. hirtum (link) letsw,,,,rosa pendulina l_arthritis,,origanum vulgare l. ssp. hirtum (link) letsw_antioxidant,mentha x villoso-nervata_carvone,
5,t. foenum graecum,micromeria hispida,,,,rosa pendulina l_infectious diseases,,rosa pendulina l_antioxidant,mentha x villoso-nervata_dihydrocarvone,
6,origanum vulgare l. ssp. hirtum (link) letsw,teucrium alpestre,,,,rosa pendulina l_rheumatism,,,micromeria hispida_carvacrol,
7,micromeria hispida,thymbra calostachya,,,,,,,micromeria hispida_hinesol,
8,m. hispida,rosa pendulina l,,,,,,,micromeria hispida_borneol,
9,teucrium alpestre,rosa canina l,,,,,,,micromeria hispida_caryophyllene oxide,
10,t. alpestre,,,,,,,,teucrium alpestre_carvacrol,
11,thymbra calostachya,,,,,,,,teucrium alpestre_hinesol,
12,t. calostachya,,,,,,,,thymbra calostachya_thymol acetate,
13,rosa pendulina l,,,,,,,,thymbra calostachya_p-cymene,
14,r. pendulina,,,,,,,,thymbra calostachya_carvacrol,
15,rosa canina,,,,,,,,thymbra calostachya_g-terpinene,
16,rosa canina l,,,,,,,,rosa canina l_ascorbic acid,
17,,,,,,,,,rosa canina l_polyphenols,
