,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,allium canadense,allium canadense,,allium cepa,allium sativum_high blood pressure,allium canadense_high blood pressure,,,allium canadense_diuretic,allium sativum_aphrodisiac
1,allium sativum,allium sativum,,allium chinense,allium sativum_athlete's foot,allium canadense_athlete's foot,,,allium canadense_anti-inflammatory,brassica nigra_stimulating
2,zingiber officinalis,zingiber officinalis,,allium odorum,allium sativum_tuberculosis,allium canadense_tuberculosis,,,allium canadense_antibiotic,
3,curcuma longa,curcuma longa,,allium schoenoprasum,allium sativum_cancer,allium canadense_cancer,,,allium canadense_stimulant,
4,armoracia rusticana,armoracia rusticana,,allium ampeloprasum,allium sativum_hemorrhoids,allium canadense_hemorrhoids,,,allium sativum_diuretic,
5,wasabia japonica,wasabia japonica,,allium scorodoprasum,,,,,allium sativum_anti-inflammatory,
6,smilax spp,smilax spp,,allium cernuum,,,,,allium sativum_antibiotic,
7,cinnamomum zeylanicum,cinnamomum zeylanicum,,allium tricoccum,,,,,allium sativum_stimulant,
8,cinnamomum cassia,cinnamomum cassia,,allium fistulosum,,,,,,
9,sassafras albidum,sassafras albidum,,gaultheria procumbens,,,,,,
10,sassafras,ocimum basilicum,,c. baccatum var. pendulum,,,,,,
11,ocimum basilicum,mentha piperita,,c. chinense,,,,,,
12,menthapiperita,mentha spicata,,c. annuum var. a,,,,,,
13,mentha spicata,salvia officinalis,,c. annuum var. glabriusculum,,,,,,
14,salvia officinalis,betula lenta,,c. frutescens,,,,,,
15,betula lenta,artemisia dracunculus,,c. baccatum var. baccatum,,,,,,
16,artemisia dracunculus,capparis spinosa,,c. pubescens,,,,,,
17,capparisspinosa,eugenia caryophyllata,,,,,,,,
18,eugenia caryophyllata,crocus sativus,,,,,,,,
19,crocussativus,pimenta dioica,,,,,,,,
20,crocus,capsicum spp,,,,,,,,
21,pimenta dioica,piper nigrum,,,,,,,,
22,capsicum,vanilla planifolia,,,,,,,,
23,piper nigrum,pimpinella anisum,,,,,,,,
24,vanilla planifolia,carum carvi,,,,,,,,
25,pimpinella anisum,anethum graveolens,,,,,,,,
26,carum carvi,foeniculum vulgare,,,,,,,,
27,anethum graveolens,sinapis alba,,,,,,,,
28,foeniculum vulgare,brassica nigra,,,,,,,,
29,sinapis alba,myristica fragrans,,,,,,,,
30,brassica nigra,,,,,,,,,
31,myristica fragrans,,,,,,,,,
