,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,erythrox-ylumcoca,erythrox-ylumcoca,coca,,,,,,,
1,e. novogranatense,e. novogranatense,coca plant,,,,,,,
2,erythroxylon,erythroxylon,cocaleaf,,,,,,,
3,lophophora williamsii,lophophora williamsii,coquero,,,,,,,
4,,,chuspa,,,,,,,
5,,,thealkaloid,,,,,,,
6,,,iscupuru,,,,,,,
7,,,calledllipta,,,,,,,
8,,,cocada,,,,,,,
9,,,historycoca,,,,,,,
10,,,vin mariani,,,,,,,
11,,,ofcocaine,,,,,,,
12,,,morphine,,,,,,,
13,,,himcocaine,,,,,,,
14,,,belladonna,,,,,,,
15,,,crack,,,,,,,
16,,,native tunas,,,,,,,
17,,,prickly-pear cactus,,,,,,,
18,,,peyotl,,,,,,,
19,,,echinocactus williamsii1847,,,,,,,
20,,,lophophora williamsii1897,,,,,,,
21,,,peyotl cactus,,,,,,,
22,,,peyote,,,,,,,
23,,,becometexas,,,,,,,
24,,,kiowa,,,,,,,
25,,,peyotesociety,,,,,,,
26,,,peyoteceremony,,,,,,,
