,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,omphalotus spp,omphalotus spp,onoclea sensibilis,neogyrimitra gigas,,penicillium spp_hemorrhaging,,,omphalotus spp_muscarine,
1,panaeolus subbalteatus,panaeolus subbalteatus,isocoma wrightii,onochlea sensibilis,,verpa bohemica_muscular incoordination,,,panaeolus subbalteatus_indoles,
2,paxillus involutus,paxillus involutus,,annona,,equisetum spp_circulatory failure,,,paxillus involutus_muscarine,
3,penicillium spp,penicillium spp,,schindapsus spp,,cheilanthes cochisensis_nervous disorder,,,penicillium spp_rubratoxin,
4,pholiota squarrosa,pholiota squarrosa,,sygonium spp,,pteridium aquilinum_circulatory,,,psathyrella foenisecii_indoles,
5,psathyrella foenisecii,psathyrella foenisecii,,florensia cernua,,cedrus deodara_dermatitis,,,psilocybe caerulipes_indoles,
6,psilocybe caerulipes,psilocybe caerulipes,,giisocoma wrightii,,cupressus macrocarpa_abortions in cattle,,,russula emetica_muscarine,
7,ramaria formosa,ramaria formosa,,,,ginkgo biloba_dermatitis,,,sarcosphaera crassa_monomethylhydrazine,
8,russula emetica,russula emetica,,,,pinus ponderosa_abortions in cattle,,,stropharia hornemannii_indoles,
9,sarcosphaera crassa,sarcosphaera crassa,,,,pinus ponderosa_teratogenic,,,equisetum spp_thiaminase,
10,scleroderma citrinum,scleroderma citrinum,,,,zamia pumila_cancer,,,dryopteris filix-mas_thiaminase,
11,stropharia hornemannii,stropharia hornemannii,,,,zamia pumila_ataxia,,,pteridium aquilinum_carcinogenic,
12,tricholoma spp,tricholoma spp,,,,agave spp_dermatitis,,,pteridium aquilinum_thiaminase,
13,verpa bohemica,verpa bohemica,,,,allium spp_hemolytic anemia,,,cycas circinalis_cycasin,
14,equisetum spp,equisetum spp,,,,cooperia pedunculata_photosensitization,,,cycas revoluta_glycosides,
15,cheilanthes cochisensis,cheilanthes cochisensis,,,,crinum americanum_respiratory paralysis,,,cycas revoluta_amino acid,
16,dryopteris filix-mas,dryopteris filix-mas,,,,anacardium occidentale_dermatitis,,,ephedra spp_ephedrine,
17,pteridium aquilinum,pteridium aquilinum,,,,cotinus anagyroides_dermatitis,,,ginkgo biloba_phenolic acids,
18,cedrus deodara,cedrus deodara,,,,mangifera indica_dermatitis,,,pinus ponderosa_terpene,
19,cupressus macrocarpa,cupressus macrocarpa,,,,metopium toxiferum_dermatitis,,,taxus spp_taxine,
20,cycas circinalis,cycas circinalis,,,,schinus spp_dermatitis,,,zamia pumila_cycasin,
21,cycas revoluta,cycas revoluta,,,,toxicodendron diversilobum_dermatitis,,,agave spp_volatile oil,
22,ephedra spp,ephedra spp,,,,toxicodendron radicans_dermatitis,,,agave spp_oxalates,
23,ginkgo biloba,ginkgo biloba,,,,toxicodendron toxicarium_dermatitis,,,agave spp_saponin,
24,pinus ponderosa,pinus ponderosa,,,,toxicodendron vernix_dermatitis,,,amaranthus spp_oxalates,
25,podocarpus macrophylla,podocarpus macrophylla,,,,asimina triloba_dermatitis,,,amaranthus spp_nitrates,
26,taxus spp,taxus spp,,,,allamanda cathartica_cv failure,,,allium spp_sulfides,
27,zamia pumila,zamia pumila,,,,apocynum spp_cv failure,,,allium spp_disulfides,
28,acer rubrum,acer rubrum,,,,catharanthus roseus_cv failure,,,amaryllis belladonna_lycorine,
29,agave spp,agave spp,,,,nerium oleander_cv failure,,,clivia spp_lycorine,
30,agave,amaranthus spp,,,,plumeria spp_dermatitis,,,crinum americanum_lycorine,
31,amaranthus spp,allium spp,,,,thevetia peruviana_cv failure,,,galanthus nivalis_lycorine,
32,allium spp,amaryllis belladonna,,,,vinca spp_cv failure,,,hippeastrum spp_lycorine,
33,amaryllis belladonna,clivia spp,,,,hedera helix_dermatitis,,,hymenocallis spp_lycorine,
34,clivia spp,cooperia pedunculata,,,,polyscias spp_dermatitis,,,lycoris spp_lycorine,
35,cooperia pedunculata,crinum americanum,,,,calotropis spp_dermatitis,,,narcissus spp_phenanthridine alkaloids,
36,crinum americanum,galanthus nivalis,,,,campsis radicans_dermatitis,,,zephyranthes atamasco_lycorine,
37,galanthus nivalis,hippeastrum spp,,,,ananas comosus_dermatitis,,,anacardium occidentale_anacardic acid,
38,hippeastrum spp,hymenocallis spp,,,,humulus lupulus_occupational dermatitis,,,cotinus anagyroides_urushiol,
39,hymenocallis spp,lycoris spp,,,,sarcobatus vermiculatus_dermatitis,,,mangifera indica_urushiol,
40,lycoris spp,narcissus spp,,,,tradescantia pallida_eye irritation,,,metopium toxiferum_urushiol,
41,narcissus spp,zephyranthes atamasco,,,,tradescantia pallida_dermatitis,,,schinus spp_triterpenes,
42,zephyranthes atamasco,anacardium occidentale,,,,gutierrezia spp_abortion in cattle,,,toxicodendron diversilobum_urushiol,
43,anacardium occidentale,cotinus anagyroides,,,,tanacetum vulgare_abortions,,,toxicodendron radicans_urushiol,
44,cotinus anagyroides,mangifera indica,,,,xanthium spp_dermatitis,,,toxicodendron toxicarium_urushiol,
45,mangifera indica,metopium toxiferum,,,,,,,toxicodendron vernix_urushiol,
46,metopium toxiferum,schinus spp,,,,,,,acokanthera spp_related glycosides,
47,schinus spp,toxicodendron diversilobum,,,,,,,acokanthera spp_ouabin,
48,toxicodendron diversilobum,toxicodendron radicans,,,,,,,allamanda cathartica_glycosides,
49,toxicodendron radicans,toxicodendron toxicarium,,,,,,,apocynum spp_glycosides,
50,toxicodendron toxicarium,toxicodendron vernix,,,,,,,apocynum spp_apocynamarin,
51,toxicodendron vernix,asimina triloba,,,,,,,catharanthus roseus_glycosides,
52,asimina triloba,acokanthera spp,,,,,,,nerium oleander_oleandrin,
53,acokanthera spp,allamanda cathartica,,,,,,,nerium oleander_glycosides,
54,allamanda cathartica,apocynum spp,,,,,,,thevetia peruviana_thevetin,
55,apocynum spp,catharanthus roseus,,,,,,,thevetia peruviana_glycosides,
56,catharanthus roseus,nerium oleander,,,,,,,urechites lutea_urechitoxin,
57,nerium oleander,plumeria spp,,,,,,,vinca spp_glycosides,
58,plumeria spp,thevetia peruviana,,,,,,,ilex spp_saponin,
59,thevetia peruviana,urechites lutea,,,,,,,ilex spp_ilicin,
60,urechites lutea,vinca spp,,,,,,,alocasia spp_proteolytic enzyme,
61,vinca spp,ilex spp,,,,,,,alocasia spp_calcium oxalate,
62,ilex spp,alocasia spp,,,,,,,anthurium spp_proteolytic enzyme,
63,alocasia spp,anthurium spp,,,,,,,anthurium spp_calcium oxalate,
64,anthurium spp,arisaema triphylla,,,,,,,arisaema triphylla_proteolytic enzyme,
65,arisaema triphylla,arum spp,,,,,,,arisaema triphylla_calcium oxalate,
66,arum spp,caladium spp,,,,,,,arum spp_proteolytic enzyme,
67,caladium spp,calla palustris,,,,,,,arum spp_calcium oxalate,
68,calla palustris,colocasia spp,,,,,,,caladium spp_proteolytic enzyme,
69,colocasia spp,dieffenbachia spp,,,,,,,caladium spp_calcium oxalate,
70,dieffenbachia spp,epipremnum aureum,,,,,,,calla palustris_proteolytic enzyme,
71,epipremnum aureum,monstera deliciosa,,,,,,,calla palustris_calcium oxalate,
72,monstera deliciosa,orontium aquaticum,,,,,,,colocasia spp_proteolytic enzyme,
73,orontium aquaticum,philodendron spp,,,,,,,colocasia spp_calcium oxalate,
74,philodendron,pistia stratiotes,,,,,,,dieffenbachia spp_proteolytic enzyme,
75,philodendron spp,spathiphyllum spp,,,,,,,dieffenbachia spp_calcium oxalate,
76,pistia stratiotes,symplocarpus foetidus,,,,,,,epipremnum aureum_proteolytic enzyme,
77,spathiphyllum spp,xanthosoma spp,,,,,,,epipremnum aureum_calcium oxalate,
78,symplocarpus foetidus,zantedeschia aethiopica,,,,,,,monstera deliciosa_proteolytic enzyme,
79,xanthosoma spp,aralia spp,,,,,,,monstera deliciosa_calcium oxalate,
80,zantedeschia aethiopica,hedera helix,,,,,,,orontium aquaticum_proteolytic enzyme,
81,aralia spp,oplopanax horridum,,,,,,,orontium aquaticum_calcium oxalate,
82,hedera helix,polyscias spp,,,,,,,philodendron spp_proteolytic enzyme,
83,oplopanax horridum,asclepias spp,,,,,,,philodendron spp_calcium oxalate,
84,polyscias spp,calotropis spp,,,,,,,pistia stratiotes_proteolytic enzyme,
85,asclepias spp,cryptostegia spp,,,,,,,pistia stratiotes_calcium oxalate,
86,calotropis spp,berberis spp,,,,,,,spathiphyllum spp_proteolytic enzyme,
87,cryptostegia spp,caulophyllum thalictroides,,,,,,,spathiphyllum spp_calcium oxalate,
88,berberis spp,mahonia spp,,,,,,,symplocarpus foetidus_proteolytic enzyme,
89,caulophyllum thalictroides,podophyllum peltatum,,,,,,,symplocarpus foetidus_calcium oxalate,
90,mahonia spp,campsis radicans,,,,,,,xanthosoma spp_proteolytic enzyme,
91,podophyllum peltatum,amsinckia intermedia,,,,,,,xanthosoma spp_calcium oxalate,
92,campsis radicans,cynoglossum officinale,,,,,,,zantedeschia aethiopica_proteolytic enzyme,
93,amsinckia intermedia,echium spp,,,,,,,zantedeschia aethiopica_calcium oxalate,
94,cynoglossum officinale,heliotropium spp,,,,,,,aralia spp_saponins,
95,echium spp,symphytum spp,,,,,,,hedera helix_hederin,
96,heliotropium spp,ananas comosus,,,,,,,polyscias spp_saponin,
97,symphytum spp,buxus sempervirens,,,,,,,asclepias spp_resinoids,
98,ananas comosus,cereus grandiflorus,,,,,,,calotropis spp_calcium oxalate,
99,buxus sempervirens,lophophora williamsii,,,,,,,calotropis spp_cardiac glycosides,
100,cereus grandiflorus,calycanthus spp,,,,,,,cryptostegia spp_digitalis-like glycoside,
101,lophophora williamsii,lobelia spp,,,,,,,berberis spp_isoquinoline alks,
102,calycanthus spp,cannabis sativa,,,,,,,caulophyllum thalictroides_methylcytisine,
103,lobelia spp,humulus lupulus,,,,,,,caulophyllum thalictroides_saponin,
104,lobelia,lonicera spp,,,,,,,mahonia spp_isoquinoline alks,
105,cannabis sativa,sambucus spp,,,,,,,podophyllum peltatum_lignans,
106,humulus lupulus,symphoricarpos spp,,,,,,,amsinckia intermedia_pyrrolizidine alkaloids,
107,lonicera spp,agrostemma githago,,,,,,,cynoglossum officinale_cynoglossine,
108,sambucus spp,drymaria spp,,,,,,,echium spp_pyrrolizidine alkaloids,
109,symphoricarpos spp,saponaria officinalis,,,,,,,heliotropium spp_pyrrolizidine alkaloids,
110,agrostemma githago,celastrus scandens,,,,,,,symphytum spp_pyrrolizidine alkaloids,
111,drymaria spp,euonymus spp,,,,,,,ananas comosus_bromelain,
112,saponaria officinalis,beta vulgaris,,,,,,,buxus sempervirens_buxine,
113,celastrus scandens,chenopodium spp,,,,,,,lophophora williamsii_mescaline,
114,euonymus spp,halogeton glomeratus,,,,,,,calycanthus spp_calycanthin,
115,beta vulgaris,kochia scoparia,,,,,,,lobelia spp_lobeline,
116,chenopodium spp,salsola iberica,,,,,,,cannabis sativa_resins,
117,halogeton glomeratus,sarcobatus vermiculatus,,,,,,,sambucus spp_alkaloids,
118,kochia scoparia,spinacea oleracea,,,,,,,sambucus spp_hcn glycosides,
119,salsola iberica,suckleya suckleyana,,,,,,,agrostemma githago_saponins,
120,sarcobatus vermiculatus,clusia rosea,,,,,,,drymaria spp_alkaloids,
121,spinacea oleracea,rhoeo spathacea,,,,,,,saponaria officinalis_saponins,
122,suckleya suckleyana,tradescantia pallida,,,,,,,celastrus scandens_alkaloid,
123,clusia,ambrosia discolor,,,,,,,euonymus spp_evomonoside,
124,clusia rosea,arnica spp,,,,,,,beta vulgaris_nitrates,
125,rhoeo spathacea,artemisia spp,,,,,,,chenopodium spp_oxalates,
126,tradescantia pallida,baccharis halimifolia,,,,,,,chenopodium spp_nitrates,
127,ambrosia discolor,baileya spp,,,,,,,halogeton glomeratus_oxalates,
128,arnica spp,centaurea solstitialis,,,,,,,salsola iberica_oxalates,
129,artemisia spp,dugaldia spp,,,,,,,sarcobatus vermiculatus_oxalates,
130,baccharis halimifolia,eupatorium rugosum,,,,,,,spinacea oleracea_oxalates,
131,baileya spp,grindelia spp,,,,,,,suckleya suckleyana_hcn glycosides,
132,centaurea solstitialis,gutierrezia spp,,,,,,,ambrosia discolor_nitrate,
133,dugaldia spp,haplopappus fruticosus,,,,,,,artemisia spp_thujone,
134,eupatorium rugosum,hymenoxys spp,,,,,,,artemisia spp_volatile oils,
135,grindelia spp,lactuca scariola,,,,,,,baccharis halimifolia_cardiac glycosides,
136,gutierrezia spp,osteospermum ecklonis,,,,,,,baileya spp_sesquiterpene lactones,
137,haplopappus fruticosus,oxytenia acerosa,,,,,,,dugaldia spp_hymenovin,
138,hymenoxys spp,psilostrophe spp,,,,,,,eupatorium rugosum_tremetol,
139,lactuca scariola,senecio jacobaea,,,,,,,grindelia spp_selenium,
140,osteospermum ecklonis,silybum marianum,,,,,,,gutierrezia spp_saponins,
141,oxytenia acerosa,tanacetum vulgare,,,,,,,haplopappus fruticosus_tremetol,
142,psilostrophe spp,tetradymia spp,,,,,,,hymenoxys spp_hymenovin,
143,senecio jacobaea,xanthium spp,,,,,,,isocoma wrightii_tremetol,
144,silybum marianum,ipomoea batatus,,,,,,,osteospermum ecklonis_saponin,
145,tanacetum vulgare,ipomoea tricolor,,,,,,,osteospermum ecklonis_hcn glycoside,
146,tetradymia spp,coriaria myrtifolia,,,,,,,psilostrophe spp_psilotropin,
147,xanthium spp,,,,,,,,senecio jacobaea_pyrrolizidine alkaloids,
148,ipomoea batatus,,,,,,,,silybum marianum_nitrate,
149,ipomoea tricolor,,,,,,,,tanacetum vulgare_thujone,
150,coriaria myrtifolia,,,,,,,,tetradymia spp_tetradymol,
151,,,,,,,,,xanthium spp_carboxylatractyloside,
152,,,,,,,,,ipomoea batatus_ipomeamarone,
153,,,,,,,,,ipomoea tricolor_ergot alkaloids,
154,,,,,,,,,coriaria myrtifolia_coriamyrtin,
