,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,castanea dentata,castanea,brosimum alicastrumsapodilla,agave spp,,,,,,
1,vaccinium macrocarpon,vaccinium,tropaeolum tuberosumarracacha,helianthus tuberosus,,,,,,
2,proboscidea parviflora,proboscidea,maranta arundinaceabanana,iva axillaris,,,,,,
3,apios tuberosa,apios,anacardium occidentalecassava,helianthus annuus,,,,,,
4,simmondsia chinensis,simmondsia,gossypium barbadenseguarana,castilla elastica,,,,,,
5,morus rubra,morus,prosopis julifloranasturtium,salvia spp,,,,,,
6,carya illinoensis,carya,vitex,agave fourcroyes,,,,,,
7,diospyros virginiana,diospyros,papaver somniferumpapyrus,opuntia ficus-indica,,,,,,
8,diospyros ebenaster,phytolacca,petroselinum crispumpsyllium,ceiba pentandra,,,,,,
9,phytolacca americana,fragaria,plantago psylliumpyrethrum,agave atrovirens,,,,,,
10,fragaria virginiana,juglans,,zea mays,,,,,,
11,juglans nigra,zizania,,agave tequilina,,,,,,
12,zizania aquatica,persea,,capsicum frutescens,,,,,,
13,persea spp,amaranthus,,capsicum annuum,,,,,,
14,persea americana,maranta,,pimento dioica,,,,,,
15,amaranthus hypochondriacus,phaseolus,,opuntia spp,,,,,,
16,amaranthus caudatus,canavalia,,brosimum alicastrum,,,,,,
17,maranta arundinacea,crescentia,,agave sisalana,,,,,,
18,phaseolus vulgaris,prunus,,zea spp,,,,,,
19,phaseolus coccineus,manihot,,opuntia megacanthos,,,,,,
20,phaseolus acutifolius,monstera,,vanilla planifolia,,,,,,
21,phaseolus lunatus,hyptis,,dioscorea floribunda,,,,,,
22,canavalia ensiformis,sechium,,bixa orellana,,,,,,
23,crescentia cujete,manilkara,,canna edulis,,,,,,
24,prunus serotina,gossypium,,schinus molle,,,,,,
25,manihot esculenta,annona,,anacardium occidentale,,,,,,
26,monstera deliciosa,psidium,,solanum quitoense,,,,,,
27,hyptis suaveolens,parthenium,,ilex paraguariensis,,,,,,
28,sechium edule,pachyrrhizus,,prosopis juliflora,,,,,,
29,manilkara zapota,tagetes,,nasturtium,,,,,,
30,gossypium hirsutum,sophora,,oxalis tuberosa,,,,,,
31,gossypium barbadense,byrsonima,,hevea brasiliensis,,,,,,
32,annona squamosa,panicum,,arachis hypogaea,,,,,,
33,annona muricata,carica,,ananas comosus,,,,,,
34,annona cherimola,argemone,,solanum tuberosum,,,,,,
35,psidium guajava,cucurbita,,nicotniana tabacum,,,,,,
36,parthenium argentatum,casimiroa,,nicotiana rustica,,,,,,
37,pachyrrhizus erosus,coccoloba,,dioscorea trifida,,,,,,
38,pachyrrhizus spp,ipomoea,,ilex vomitoria,,,,,,
39,tagetes patula,physalis,,asparagus,,,,,,
40,sophora secundiflora,indigofera,,asparagus officinalis,,,,,,
41,byrsonima crassifolia,arracacia,,brassica oleracea,,,,,,
42,panicum sonorum,passiflora,,taraxacum officinale,,,,,,
43,carica papaya,lagenaria,,digitalis purpurea,,,,,,
44,argemone mexicana,bertholletia,,portulaca oleracea,,,,,,
45,cucurbita spp,banisteriopsis,,phalaris arundinacea,,,,,,
46,cucurbita pepo,theobroma,,nasturtium officinale,,,,,,
47,cucurbita maxima,chenopodium,,aloe vera,,,,,,
48,casimiroa edulis,erythroxylum,,aloe,,,,,,
49,coccoloba uvifera,paullinia,,pimpanella anisum,,,,,,
50,ipomoea batatas,cephaelis,,beta vulgaris,,,,,,
51,physalis ixocarpa,lepidium,,hyoscyamus niger,,,,,,
52,indigofera suffruticosa,tropaeolum,,dianthus caryophylleus,,,,,,
53,arracacia xanthorrhiza,echinopsis,,itex angus-caste,,,,,,
54,passiflora mollissima,xanthosoma,,allium sativum,,,,,,
