,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,diospyros kaki,diospyros kaki,andropogon virginicus,manihot glaziovii,calophyllum inophyllum_neuralgia,garcinia livingstonei_skin disease,,cassia fistula_laxative,andropogon virginicus_choactive,aesculus hippocastanum_cardiovascular
1,diospyros marmorata,diospyros marmorata,hordeum vulgare,hydnocarpus kurzii,calophyllum inophyllum_skin disease,galbulimima belgraveana_cho,,,anadenanthera colubrina_p,
2,diospyros mollis,diospyros mollis,triticosecale spp,gomortega keule,,anadenanthera colubrina_choactive,,,anadenanthera peregrina_p,
3,diospyros virginiana,diospyros virginiana,hedeoma pulgioides,andropogon virginicu,,,,,anadenanthera peregrina_choactive,
4,fraxinus quadrangulata,fraxinus quadrangulata,anadenanthera colubrina,hordeum vulgar,,,,,cassia occidentalis_laxative,
5,elaeagnus angustifolia,elaeagnus angustifolia,,x triticosecale spp,,,,,ceratonia siliqua_laxative,
6,elaeagnus pungens,elaeagnus pungens,,liquiambar styraciflua,,,,,,
7,shepherdia argentea,shepherdia argentea,,anadenanthera colubrin,,,,,,
8,elaeocarpus grandis,elaeocarpus grandis,,aspalanthus contaminatus,,,,,,
9,arbutus menziesii,arbutus menziesii,,cardeauxia edulis,,,,,,
10,arbutus unedo,arbutus unedo,,,,,,,,
11,arctostaphylos uva-ursi,arctostaphylos uva-ursi,,,,,,,,
12,erica arborea,erica arborea,,,,,,,,
13,gaultheria hispida,gaultheria hispida,,,,,,,,
14,gaultheria procumbens,gaultheria procumbens,,,,,,,,
15,gaylussacia baccata,gaylussacia baccata,,,,,,,,
16,kalmia latifolia,kalmia latifolia,,,,,,,,
17,ledum glandulosum,ledum glandulosum,,,,,,,,
18,vaccinium macrocarpon,vaccinium macrocarpon,,,,,,,,
19,vaccinium myrtillus,vaccinium myrtillus,,,,,,,,
20,vaccinium spp,vaccinium spp,,,,,,,,
21,erythroxylum coca,erythroxylum coca,,,,,,,,
22,erythroxylum novogranatense,erythroxylum novogranatense,,,,,,,,
23,aleurites fordii,aleurites fordii,,,,,,,,
24,aleurites moluccana,aleurites moluccana,,,,,,,,
25,antidesma bunius,antidesma bunius,,,,,,,,
26,cnidoscolus aconitifolius,cnidoscolus aconitifolius,,,,,,,,
27,cnidoscolus chayamansa,cnidoscolus chayamansa,,,,,,,,
28,cnidoscolus elasticus,cnidoscolus elasticus,,,,,,,,
29,croton tiglium,croton tiglium,,,,,,,,
30,croton,cryptostegia madagascariensis,,,,,,,,
31,cryptostegia madagascariensis,euphorbia antisyphilitica,,,,,,,,
32,euphorbia antisyphilitica,euphorbia intisy,,,,,,,,
33,euphorbia intisy,hevea brasiliensis,,,,,,,,
34,hevea brasiliensis,hippomane mancinella,,,,,,,,
35,hippomane mancinella,hura crepitans,,,,,,,,
36,hura crepitans,jatropha spp,,,,,,,,
37,jatropha spp,manihot esculenta,,,,,,,,
38,manihot esculenta,micrandra spp,,,,,,,,
39,micrandra spp,phyllanthus acidus,,,,,,,,
40,phyllanthus acidus,ricinodendron rautanenii,,,,,,,,
41,ricinodendron rautanenii,ricinus communis,,,,,,,,
42,ricinus communis,sapium sebiferum,,,,,,,,
43,sapium sebiferum,castanea crenata,,,,,,,,
44,castanea crenata,castanea dentata,,,,,,,,
45,castanea dentata,castanea mollissima,,,,,,,,
46,castanea mollissima,castanea pumila,,,,,,,,
47,castanea pumila,castanea sativa,,,,,,,,
48,castanea sativa,chrysolepis spp,,,,,,,,
49,chrysolepis spp,fagus crenata,,,,,,,,
50,fagus crenata,fagus grandifolia,,,,,,,,
51,fagus grandifolia,fagus sylvatica,,,,,,,,
52,fagus sylvatica,lithocarpus densiflorus,,,,,,,,
53,lithocarpus densiflorus,nothofagus spp,,,,,,,,
54,nothofagus spp,quercus suber,,,,,,,,
55,quercus suber,quercus spp,,,,,,,,
56,quercus spp,dovyalis caffra,,,,,,,,
57,dovyalis caffra,dovyalis hebecarpa,,,,,,,,
58,dovyalis hebecarpa,flacourtia indica,,,,,,,,
59,flacourtia indica,flacourtia inermis,,,,,,,,
60,flacourtia inermis,gossypiospermum praecox,,,,,,,,
61,gossypiospermum praecox,gentiana lutea,,,,,,,,
62,gentiana lutea,pelargonium odoratissimum,,,,,,,,
