,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,myroxylonbalsamum,myroxylon balsamum,garcinia hanburyi,asafetida,myroxylon balsamum_persistent sores,,,,,
1,myroxylon balsamum,rhus vernicifera,angelica archangelica,ascophyllum spp,,,,,,
2,rhus vernicifera,boswellia carteri,michelia campaca,furcellaran fastigiata,,,,,,
3,rhus,boswellia fiereana,,dipterocarp,,,,,,
4,boswellia carteri,commiphora spp,,triticum spp,,,,,,
5,b. fiereana,ferula assafoetida,,dioscorea spp,,,,,,
6,commiphora spp,gelidium spp,,angelica archangelic,,,,,,
7,ferula assafoetida,acacia senegal,,philodendron rhizomecamphor,,,,,,
8,gelidium spp,ceratonia siliqua,,michelia campac,,,,,,
9,acacia senegal,chondrus crispus,,annona,,,,,,
10,ceratonia siliqua,acacia catechu,,,,,,,,
11,chondrus crispus,anogeissus latifolia,,,,,,,,
12,acacia catechu,cyamopsis tetragonolobus,,,,,,,,
13,anogeissus latifolia,sterculia urens,,,,,,,,
14,cyamopsis tetragonolobus,larix occidentalis,,,,,,,,
15,sterculia urens,astragalus gummifer,,,,,,,,
16,larix occidentalis,opopanax chironium,,,,,,,,
17,astragalus gummifer,pinus australis,,,,,,,,
18,opopanax chironium,abies balsamea,,,,,,,,
19,pinus australis,pistacia lentiscus,,,,,,,,
20,abies balsamea,pinus succinifer,,,,,,,,
21,pistacia lentiscus,hymenaea,,,,,,,,
22,pinus succinifer,hopea,,,,,,,,
23,hymenaea,dracaena draco,,,,,,,,
24,hopea,styrax benzoin,,,,,,,,
25,dracaena draco,dioscorea bulbifera,,,,,,,,
26,styrax benzoin,roystonea oleracea,,,,,,,,
27,dioscorea bulbifera,maranta arundinacea,,,,,,,,
28,roystonea oleracea,encephalartos altensteinii,,,,,,,,
29,maranta arundinacea,manihot esculenta,,,,,,,,
30,encephalartos altensteinii,xanthosoma atrovirens,,,,,,,,
31,manihot esculenta,zea mays,,,,,,,,
32,xanthosoma atrovirens,dioscorea trifida,,,,,,,,
33,zea mays,colocasia esculenta,,,,,,,,
34,dioscorea trifida,curcuma angustifolia,,,,,,,,
35,colocasia esculenta,tacca leontopetaloides,,,,,,,,
36,curcuma angustifolia,cyrtosperma chamissonis,,,,,,,,
37,tacca leontopetaloides,alocasia macrorhiza,,,,,,,,
38,tacca,arenga pinnata,,,,,,,,
39,cyrtosperma chamissonis,dioscorea alata,,,,,,,,
40,alocasia macrorhiza,cycas revoluta,,,,,,,,
41,arenga pinnata,encephalartos caffer,,,,,,,,
42,dioscorea alata,solanum tuberosum,,,,,,,,
43,cycas revoluta,canna edulis,,,,,,,,
44,encephalartos caffer,oryza sativa,,,,,,,,
45,solanum tuberosum,caryota urens,,,,,,,,
46,canna edulis,cycas circinalis,,,,,,,,
47,oryza sativa,metroxylon sagu,,,,,,,,
48,caryota urens,dioscorea rotundata,,,,,,,,
49,cycas circinalis,dioscorea cayenensis,,,,,,,,
50,metroxylon sagu,robinia pseudoacacia,,,,,,,,
51,dioscorea rotundata,hibiscus abelomoschus,,,,,,,,
52,dioscorea cayenensis,pimpinella anisum,,,,,,,,
53,robinia pseudoacacia,amyris balsamifera,,,,,,,,
54,hibiscus abelomoschus,ocimum basilicum,,,,,,,,
55,pimpinella anisum,pimenta racemosa,,,,,,,,
56,amyris balsamifera,citrus aurantium,,,,,,,,
57,ocimum basilicum,prunus amygdalus,,,,,,,,
58,pimenta racemosa,aniba rosqedora,,,,,,,,
59,citrus,cytisus scoparius,,,,,,,,
60,citrus aurantium,barosma betulina,,,,,,,,
