,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,arum maculatum l,arum maculatum l,marrubium vulgare l,mar-rubium vulgare l,,,,,,
1,cerasus mahaleb (l.) miller var. alpina browicz,cerasus mahaleb (l.) miller var. alpina browicz,fontanesia philliraeoides labill. subsp philliraeoides,fontanesia philli-raeoides labill. subsp philliraeoides,,,,,,
2,crataegus aronia (l.) bosc. ex dc. var. aronia,crataegus aronia (l.) bosc. ex dc. var. aronia,,punicagranatum,,,,,,
3,myrtus communis l.subsp. communis,myrtus communis l. subsp. communis,,geranium,,,,,,
4,pistacia terebinthus l. subsp. palaestina (boiss. )engler,pistacia terebinthus l. subsp. palaestina (boiss. ) engler,,rumex,,,,,,
5,punica granatum l,punica granatum l,,rhodendronponticum l. subsp. ponticum,,,,,,
6,laser trilobum (l.) borkh,laser trilobum (l.) borkh,,,,,,,,
7,rhus coriaria l,rhus coriaria l,,,,,,,,
8,ocimum basilicum l,ocimum basilicum l,,,,,,,,
9,origanum syriacum l. var. be-vanii (holmes) letswaart,origanum syriacum l. var. be-vanii (holmes) letswaart,,,,,,,,
10,rosmarinus officinalis l,rosmarinus officinalis l,,,,,,,,
11,satureja hortensis l,satureja hortensis l,,,,,,,,
12,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,,,,,,,,
13,crataegus aronia var. aronia,crataegus aronia var. aronia,,,,,,,,
14,myrtus communis subsp. communis,myrtus communis subsp. communis,,,,,,,,
15,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,,,,,,,,
16,fraxinus ornus l. subsp. cilicica(lingelsh.) yalt,juglans regia l,,,,,,,,
17,juglans regia l,quercus cerris l. var. cerris,,,,,,,,
18,quercus cerris l. var. cerris,quercus coccifera l,,,,,,,,
19,quercus cerris l. var.cerris,juniperus drupacea ant. & kotschy,,,,,,,,
20,quercus coccifera l,artemisia absinthium l,,,,,,,,
21,juniperus drupacea ant. &kotschy,buxus sempervirens l,,,,,,,,
22,artemisia absinthium l,clematis vi-talba l,,,,,,,,
23,buxus sempervirens l,cornus mas l,,,,,,,,
24,clematis vi-talba l,eremurus spectabilis bieb,,,,,,,,
25,cornus mas l,morus nigra l,,,,,,,,
26,eremurus spectabilis bieb,pinus brutia ten,,,,,,,,
27,morus nigra l,quercus cerris l. var.cerris,,,,,,,,
28,pinus brutia ten,sorghum halepense (l.) pers. var. hale-pense,,,,,,,,
29,sorghum halepense (l.) pers. var. hale-pense,spartium junceum l,,,,,,,,
30,spartium junceum l,styrax officinalis l,,,,,,,,
31,styrax officinalis l,arum italicum miller,,,,,,,,
32,arum italicum miller,malva nicaeensis wallr,,,,,,,,
33,malva,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,,,,,,,,
34,malva nicaeensis wallr,mentha spicata l. subsp.spicata,,,,,,,,
35,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,origanum vulgare l. subsp. hirtum (link) ietswaart,,,,,,,,
36,mentha,thymus longicaulis c. presl subsp. longicaulis var. subisophyllus (borbas) jalas,,,,,,,,
37,mentha spicata l. subsp.spicata,arbutus unedo l,,,,,,,,
38,origanum vulgare l. subsp. hirtum (link) ietswaart,laurocerasus officinalis roemer,,,,,,,,
39,origanum vulgare l. subsp. hirtum (link)ietswaart,prunus spinosa l. subsp. dasyhylla (schur) domin,,,,,,,,
40,thymuslongicaulis c. presl subsp. longicaulis var. subisophyllus (borbas) jalas,rosa canina l,,,,,,,,
41,arbutus unedo l,rubus canescens dc. var. canescens,,,,,,,,
42,laurocerasus officinalis roemer,rubus sanctus schreber,,,,,,,,
43,prunusspinosa l. subsp. dasyhylla (schur) domin,ruscus hypoglossum l,,,,,,,,
44,rosa canina l,solanum nigrum l. subsp. nigrum,,,,,,,,
45,rubus,chaerophyllum byzantinum boiss,,,,,,,,
46,rubuscanescens dc. var. canescens,raphanus raphanis-trum l,,,,,,,,
47,rubus sanctus schreber,heracleum platytaenium boiss,,,,,,,,
48,ruscushypoglossum l,oenanthe pimpinelloides l,,,,,,,,
49,solanum nigrum l. subsp. nigrum,ornithogalum sigmoideum freyn&sint,,,,,,,,
50,chaerophyllum byzantinum boiss,papaver rhoeas l,,,,,,,,
51,raphanus raphanis-trum l,urtica dioica l,,,,,,,,
52,heracleum platytaenium boiss,lamium purpureum l. var. purpureum,,,,,,,,
53,oenanthe pimpinelloides l,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,,,
54,ornithogalum sigmoideumfreyn&sint,,,,,,,,,
55,papaver rhoeas l,,,,,,,,,
56,urtica dioica l,,,,,,,,,
57,lamium purpureuml. var. purpureum,,,,,,,,,
58,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,,,,
