,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mentha,mentha,chenopodium quinoa willd,,,,mentha_stomach pain,,,trigonella foenum graecum_antidepressant
1,mentha longifolia,mentha longifolia,greecemicromeria hispida,,,,,,,trigonella foenum graecum_hypoglycemic
2,m. spicata,m. spicata,,,,,,,,trigonella foenum graecum_antihyperlipidemic
3,m. x villoso-nervata,m. x villoso-nervata,,,,,,,,trigonella foenum graecum_psychotonic
4,trigonella foenum graecum,trigonella foenum graecum,,,,,,,,origanum vulgare l. ssp. hirtum (link) letsw_antioxidant
5,t. foenum graecum,t. foenum graecum,,,,,,,,rosa pendulina l_antioxidant
6,origanum vulgare l. ssp. hirtum (link) letsw,origanum vulgare l,,,,,,,,r. pendulina_antioxidant
7,micromeria hispida,micromeria hispida,,,,,,,,rosa canina_antioxidant
8,m. hispida,teucrium alpestre,,,,,,,,
9,teucrium alpestre,thymbra calostachya,,,,,,,,
10,t. alpestre,m. hispida,,,,,,,,
11,thymbra calostachya,t. alpestre,,,,,,,,
12,t. calostachya,t. calostachya,,,,,,,,
13,rosa pendulina l,rosa pendulina l,,,,,,,,
14,r. pendulina,rosa pendulina,,,,,,,,
15,rosa canina,r. pendulina,,,,,,,,
16,rosa canina l,rosa canina l,,,,,,,,
17,,rosa canina pseudo,,,,,,,,
