,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,zanthoxylum monophyllumtul,zanthoxylum monophyllumtul,sinopodophyllum hexandrum (royle)t.s,xanthorhizasimplicissima,zanthoxylum monophyllumtul_eye infections,,,,,
1,phellodendron amurense,phellodendron amurense,argemone alba f,chelidoniummajus,zanthoxylum monophyllumtul_dark vomitus,,,,,
2,p. chinense,p. chinense,,enantiapolycarpa (dc.) engl. & diels,,,,,,
3,tinospora cordifolia,tinospora cordifolia,,berberisglauca benth,,,,,,
4,tinospora cordifolia) (willd.) miers,berberis aristata,,mahoniamanipurensis takeda,,,,,,
5,tinospora,b. aquifolium,,mahoniasikkimensis takeda,,,,,,
6,berberis aristata,b. asiatica,,sinopodophyllum hexandrum (royle)t.s.ying,,,,,,
7,berberis,b. croatica,,argemone alba f.lestib,,,,,,
8,b. aristata,b. thunbergii,,,,,,,,
9,berberis aristata dc,b. vulgaris,,,,,,,,
10,b. aquifolium,berberis,,,,,,,,
11,berberis aquifolium pursh,b. lycium,,,,,,,,
12,b. asiatica,b. aristata,,,,,,,,
13,berberis asiatica roxb. ex dc,b. pseudumbellata,,,,,,,,
14,b. croatica,c. fenestratum,,,,,,,,
15,berberis croatica mart. ex schult. &schult.f,annickia chlorantha (oliv,,,,,,,,
16,b. thunbergii,enantia chlorantha oliv,,,,,,,,
17,berberis thunbergii dc,annickia pilosa,,,,,,,,
18,b. vulgaris,enantia pilosa exell,,,,,,,,
19,berberis vulgaris l,annickia polycarpa (dc.) setten &maas ex i. m,,,,,,,,
20,berberis aetnensis c.presl,coelocline polycarpa a.dc,,,,,,,,
21,berberis amurensis rupr,rollinia mucosa (jacq.) baill,,,,,,,,
22,berberis barandana vidal,xylopia macrocarpa a.chev,,,,,,,,
23,berberis beaniana c. k. schneid,rollinia mucosa (jacq.) baill. biriba,,,,,,,,
24,berberis chitria buch.-ham. ex lindl,xylopia polycarpa (dc.) oliv,,,,,,,,
25,berberis concinna hook.f,berberis aetnensis c.presl,,,,,,,,
26,berberis congestiflora gay,berberis amurensis rupr,,,,,,,,
27,berberis coriaria royle ex lindl,berberis aquifolium,,,,,,,,
28,berberis darwinii hook,berberis aristata dc,,,,,,,,
29,berberis densiflora raf,berberis asiatica roxb. ex dc,,,,,,,,
30,berberis floribunda wall. ex g.don,berberis barandana vidal,,,,,,,,
31,berberis fortunei lindl,berberis barandana vidal. - nd,,,,,,,,
32,berberis guimpelii k. koch & c. d.bouche,berberis beaniana c. k. schneid,,,,,,,,
33,berberis heteropoda schrank,berberis chitria buch.-ham. ex lindl,,,,,,,,
34,berberis himalaica ahrendt,berberis concinna hook.f,,,,,,,,
35,berberis horrida gay,berberis congestiflora,,,,,,,,
36,berberis iliensis popov,berberis coriaria royle ex lindl,,,,,,,,
37,berberis integerrima bunge,berberis congestiflora gay,,,,,,,,
38,berberis jaeschkeana c. k. schneid,berberis croatica mart. ex schult. &schult.f,,,,,,,,
39,berberis jamesonii lindl,berberis darwinii hook. michai,,,,,,,,
40,berberis japonica r.br,berberis densiflora raf,,,,,,,,
41,berberis kawakamii hayata,berberis floribunda wall. ex g.don,,,,,,,,
42,berberis koreana palib,berberis fortunei lindl,,,,,,,,
43,berberis lambertii r. parker,berberis guimpelii k. koch & c. d,,,,,,,,
44,berberis laurina thunb,berberis heteropoda,,,,,,,,
45,berberis leschenaultii wall. ex wight& arn,berberis himalaica a,,,,,,,,
46,berberis libanotica ehrenb. ex c. k.schneid,berberis guimpelii k. koch & c. d.bouche,,,,,,,,
47,berberis lycium royle,berberis himalaica,,,,,,,,
48,berberis microphylla g. forst,berberis horrida,,,,,,,,
49,berberis heterophylla juss. expoir,berberis iliensis popov,,,,,,,,
50,berberis buxifolia lam,berberis integerrima bunge,,,,,,,,
51,berberis mingetsensis hayata,berberis jaeschkeana c. k. schneid,,,,,,,,
52,berberis nummularia bunge,berberis iliensis popo,,,,,,,,
53,berberis morrisonensis hayata,berberis jamesonii,,,,,,,,
54,berberis nepalensis spreng,berberis japonica r,,,,,,,,
55,berberis nervosa pursh,berberis kawakamii,,,,,,,,
56,berberis oblonga (regel) c. k.schneid,berberis koreana palib,,,,,,,,
57,berberis petiolaris wall. ex g. don,berberis iliensis,,,,,,,,
58,berberis pseudumbellata r. parker,berberis jamesonii lindl,,,,,,,,
59,berberis repens lindl,berberis kawakamii hayata,,,,,,,,
60,berberis sargentiana c. k. schneid,berberis lambertii r,,,,,,,,
61,berberis swaseyi buckley,berberis laurina thu,,,,,,,,
62,berberis tinctoria lesch,berberis leschenaultii wall. ex wight,,,,,,,,
63,berberis trifolia (cham. & schltdl.)schult. & schult.f,mahonia leschenaultii (wall.ex wight & arn.) takeda,,,,,,,,
64,berberis turcomanica kar. ex ledeb,berberis libanotica ehrenb,,,,,,,,
65,berberis umbellata wall. ex g.don,berberis jamesonii lind,,,,,,,,
66,berberis waziristanica hieron,berberis laurina,,,,,,,,
67,b. lycium,berberis leschenaultii wall. ex,,,,,,,,
68,b. pseudumbellata,berberis libanotica ehrenb. ex c. k.schneid,,,,,,,,
69,c. fenestratum,berberis lycium,,,,,,,,
70,annickia chlorantha (oliv.) setten &maas,berberis microphylla g. forst,,,,,,,,
71,enantia chlorantha oliv,berberis heterophylla juss. expoir. berberis buxifolia lam,,,,,,,,
72,annickia pilosa (exell) setten & maas,berberis mingetsensis,,,,,,,,
73,enantia pilosa exell,berberis nummularia,,,,,,,,
74,annickia polycarpa (dc.) setten &maas ex i. m. turner,berberis morrisonensis,,,,,,,,
75,coelocline polycarpa a.dc,berberis nepalensis spreng,,,,,,,,
76,rollinia mucosa (jacq.) baill,mahonia acanthifolia wall,,,,,,,,
77,xylopia macrocarpa a.chev,berberis nummularia bunge nummul,,,,,,,,
78,xylopia polycarpa (dc.) oliv,mahonia acanthifolia wall. exg.don,,,,,,,,
79,mahonia leschenaultii (wall.ex wight & arn.) takeda,berberis nervosa pursh,,,,,,,,
80,mahonia,berberis oblonga (regel) c. k,,,,,,,,
81,mahonia acanthifolia wall. exg.don,berberis petiolaris wall. ex g,,,,,,,,
82,caulophyllum thalictroides (l.)michaux,berberis pseudumbellata r,,,,,,,,
83,leontice thalictroides l,berberis repens lindl,,,,,,,,
84,jeffersonia diphylla (l.) pers,berberis sargentiana c. k. schneid,,,,,,,,
85,mahonia borealis takeda,berberis swaseyi buckley,,,,,,,,
86,mahonia fortunei (lindl.) fedde,berberis thunbergii dc,,,,,,,,
87,mahonia napaulensis dc,berberis tinctoria lesch,,,,,,,,
88,mahonia griffithii,berberis tinctoria lesch. nilgiri,,,,,,,,
89,mahonia simonsii takeda,berberis trifolia (cham. & schltdl.)schult. & schult.f,,,,,,,,
90,nandina domestica thunb,berberis turcomanica kar. ex ledeb,,,,,,,,
91,nandina,berberis umbellata wall. ex g,,,,,,,,
92,tinospora sinensis (lour.) merr,berberis vulgaris l,,,,,,,,
93,argemone albiflora hornem,berberis waziristanica hieron,,,,,,,,
94,,caulophyllum thalictroides (l.)michaux,,,,,,,,
95,,leontice thalictroides l,,,,,,,,
96,,jeffersonia diphylla (l.) pers,,,,,,,,
97,,mahonia borealis takeda,,,,,,,,
98,,mahonia fortunei (lindl,,,,,,,,
99,,mahonia napaulensis dc,,,,,,,,
100,,mahonia griffithii,,,,,,,,
101,,mahonia simonsii takeda,,,,,,,,
102,,nandina domestica,,,,,,,,
103,,nandina,,,,,,,,
104,,tinospora sinensis (lour.) merr,,,,,,,,
105,,tinospora cordifolia) (willd,,,,,,,,
106,,argemone albiflora hornem,,,,,,,,
