,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ocimum tenuiflorum,ocimum tenuiflorum,,zingiber officinale,,,zingiber officinale_arthritis,,,zingiber officinale_digestion
1,,,,sapindus saponaria,,,zingiber officinale_colds,,,linum usitatissimum_strength/ energy
2,,,,linum usitatissimum,,,zingiber officinale_pain,,,trachyspermum ammi_digestive aid
3,,,,trachyspermum ammi,,,zingiber officinale_inflammation,,,emblica officinalic_healthy hair
4,,,,emblica officinalic,,,sapindus saponaria_cough,,,emblica officinalic_strength/ stamina
5,,,,ficus carica,,,sapindus saponaria_excessive mucus,,,emblica officinalic_digestion
6,,,,cicer arietinum,,,sapindus saponaria_phlegm,,,cicer arietinum_skin cleanser
7,,,,viola odorata,,,linum usitatissimum_arthritis,,,cinnamomum verum_induce menstrual flow
8,,,,abelmoschus esculentus,,,linum usitatissimum_constipation,,,cinnamomum verum_digestion
9,,,,cinnamomum verum,,,linum usitatissimum_cholesterol,,,elettaria cadamomum_reduces phlegm and mucus
10,,,,elettaria cadamomum,,,linum usitatissimum_pain,,,elettaria cadamomum_digestion
11,,,,curcuma longa,,,linum usitatissimum_diabetes,,,curcuma longa_wound healing
12,,,,terminalia chebula,,,trachyspermum ammi_constipation,,,curcuma longa_immune boosting effects
13,,,,ferula assa-foetida,,,trachyspermum ammi_headache,,,curcuma longa_pain relief
14,,,,syzygium cumini,,,trachyspermum ammi_indigestion,,,terminalia chebula_liver protection
15,,,,cuminum cyminum,,,ficus carica_constipation,,,terminalia chebula_digestion
16,,,,curcuma zedoria,,,ficus carica_diabetes,,,ferula assa-foetida_reduces gas
17,,,,cucurbita maxima,,,viola odorata_colds,,,ferula assa-foetida_digestion
18,,,,bunium persicum,,,viola odorata_coughs,,,syzygium cumini_blood circulation and purification
19,,,,piper nigrum,,,abelmoschus esculentus_diabetes,,,curcuma zedoria_blood purification
20,,,,juglans regia,,,cinnamomum verum_arthritis,,,cucurbita maxima_eye health
21,,,,momordica charantia,,,cinnamomum verum_cough,,,bunium persicum_digestive aid
22,,,,papaver somniferum,,,cinnamomum verum_colds,,,piper nigrum_digestion
23,,,,crocus sativus,,,cinnamomum verum_cholesterol,,,momordica charantia_anti-diabetic
24,,,,acacia karoo,,,elettaria cadamomum_nausea,,,papaver somniferum_digestion
25,,,,aloe vera,,,elettaria cadamomum_indigestion,,,crocus sativus_enriches blood
26,,,,allium sativum,,,curcuma longa_arthritis,,,crocus sativus_digestion
27,,,,lagenaria siceraria,,,curcuma longa_cough,,,acacia karoo_oral hygiene
28,,,,murraya koenigii,,,curcuma longa_inflammation,,,acacia karoo_clean teeth
29,,,,syzygium aromaticum,,,curcuma longa_sore throats,,,allium sativum_improves circulation
30,,,,glycyrrhiza glabra,,,curcuma longa_skin problems,,,allium sativum_thins the blood
