,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum perforatum l,hypericum perforatum l,levisticum officinale w.d.j. koch,levisticum officinalew.d.j. koch,,hypericum perforatum l_depression,brassica oleracea_fever,,hypericum perforatum l_antidepressant,
1,artemisia absinthium l,artemisia absinthium l,carlina acaulis l,carlina acaulisl,,artemisia absinthium l_parasitic infections,brassica oleracea_pain,,artemisia absinthium l_antiparasitic,
2,artemisia absinthium,allium sativum l,cabbage,,,allium sativum l_high blood pressure,beta vulgaris_fever,,allium sativum l_antihypertensive,
3,allium sativum,gentiana lutea l,beet,,,gentiana lutea l_digestive issues,beta vulgaris_pain,,gentiana lutea l_digestive aid,
4,allium sativum l,vinca minor l,onion,,,levisticum officinale w.d.j. koch_respiratory issues,allium cepa_infection diseases,,levisticum officinale w.d.j. koch_expectorant,
5,gentiana lutea l,viburnum opulus l,garlic,,,vinca minor l_cancer,allium sativum_infection diseases,,vinca minor l_anticancer,
6,vinca minor l,achillea millefolium l,,,,viburnum opulus l_menstrual cramps,,,viburnum opulus l_antispasmodic,
7,viburnum opulus l,angelica archangelica l,,,,achillea millefolium l_wound healing,,,achillea millefolium l_antiseptic,
8,achillea millefolium l,hyoscyamus niger,,,,angelica archangelica l_anxiety,,,angelica archangelica l_anxiolytic,
9,angelica archangelica l,conium maculatum,,,,carlina acaulis l_fever,,,carlina acaulis l_antipyretic,
10,angelica,brassica oleracea,,,,hyoscyamus niger_pain,,,hyoscyamus niger_analgesic,
11,hyoscyamus niger,beta vulgaris,,,,conium maculatum_muscle spasms,,,conium maculatum_antispasmodic,
12,conium maculatum,allium cepa,,,,brassica oleracea_inflammation,,,brassica oleracea_anti-inflammatory,
13,brassica oleracea,,,,,beta vulgaris_anemia,,,beta vulgaris_iron supplement,
14,beta vulgaris,,,,,allium cepa_cough,,,allium cepa_expectorant,
15,allium cepa,,,,,cabbage_inflammation,,,cabbage_anti-inflammatory,
16,,,,,,beet_anemia,,,beet_iron supplement,
17,,,,,,onion_cough,,,onion_expectorant,
18,,,,,,garlic_high blood pressure,,,garlic_antihypertensive,
