,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,centaurea ragusina l,centaurea ragusina l,,ajuga laxmannii (murray) benth,,,syringa vulgaris_inflammation,,,punica granatum l_vasculoprotective
1,commiphora,commiphora,,,,,commiphora_chronic diseases,,,hypericum hircinum subsp. majus_antifungal
2,boswellia,boswellia,,,,,boswellia_chronic diseases,,,ajuga laxmannii (murray) benth_antioxidant
3,rhodiola rosea l,rhodiola rosea l,,,,,scrophularia lucida_tumor,,,ajuga laxmannii (murray) benth_antimicrobial
4,punica granatum l,punica granatum l,,,,,,,,ajuga laxmannii (murray) benth_anti-inflammatory
5,hypericum hircinum subsp. majus,hypericum hircinum subsp. majus,,,,,,,,lavandula angustifolia_central nervous system
6,syringa vulgaris,syringa vulgaris,,,,,,,,
7,chelidonium majus,chelidonium majus,,,,,,,,
8,scrophularia lucida,scrophularia lucida,,,,,,,,
9,prunus spinosa l,prunus spinosa l,,,,,,,,
10,ononis natrix subsp. hispanica,ononis natrix subsp. hispanica,,,,,,,,
11,veronica officinalis,veronica officinalis,,,,,,,,
12,veronica chamaedrys,veronica chamaedrys,,,,,,,,
13,lavandula angustifolia,lavandula angustifolia,,,,,,,,
14,,hypericum,,,,,,,,
