,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,cannabis sativa l. ssp. indica(lamarck) e. small & cronquist,cannabis sativa l. ssp. indica (lamarck) e. small & cronquist,fagus,xtriticale,,,,,sanguinaria_having a red sap,
1,zea mays l. ssp.mays,zea mays l. ssp. mays,,penstemon,,,,,,
2,pelargonium hortense cv. 'marthawashington,pelargonium hortense,,xanthium,,,,,,
3,triticum,triticum,,cepa,,,,,,
4,secale,secale,,,,,,,,
5,musa x paradisiaca,musa x paradisiaca,,,,,,,,
6,musa acuminata,musa acuminata,,,,,,,,
7,m. balbisiana,musa balbisiana,,,,,,,,
8,elymus smithii,elymus smithii,,,,,,,,
9,acernegundo,acer negundo,,,,,,,,
10,blighia,blighia,,,,,,,,
11,carnegia,carnegia,,,,,,,,
12,agrostis,agrostis,,,,,,,,
13,ribes,ribes,,,,,,,,
14,sanguinaria,sanguinaria,,,,,,,,
