,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum hircinumsubsp. majus,hypericum hircinum subsp. majus,,hypericum spp,hypericum hircinum subsp. majus_respiratory tract infections,hypericum maculatum crantz subsp. maculatum_burns,hypericum_fungi,hypericum hircinum subsp. majus_antifungal,,hypericum_antimycotic
1,hypericum,hypericum perforatum l,,aspergillus glaucus,hypericum perforatum l_diarrhea,hypericum maculatum crantz subsp. maculatum_wounds,h. hircinum_respiratory tract disorders,hypericum perforatum l_antiseptic,,h. hircinum subsp. majus_antifungals
2,h. hircinum,hypericum maculatum crantz subsp. maculatum,,penicillium,hypericum perforatum l_hemorrhoids,hypericum hircinum l. s. lat_burns,h. hircinum_fungi,hypericum carinatum_antifungal,,h. perforatum l_antimycotic
3,h. hircinum subsp. majus,hypericum hircinum l. s. lat,,aspergillus,hypericum perforatum l_dyspeptic complaints,hypericum hircinum l. s. lat_wounds,h. montanuml_infections of therespiratory,hypericum myrianthum_antifungal,,h. perforatum l_antifungal
4,h. hircinumsubsp. majus,hypericum hirsutum l,,candida,hypericum perforatum l_cuts,hypericum hirsutum l_burns,,hypericum linoides_antifungal,,h. perforatum_antifungal
5,h. hircinum subsp.majus,hypericum montanum l,,candida spp,hypericum perforatum l_acute and contused injuries,hypericum hirsutum l_wounds,,hypericum garciae_antifungal,,h. maculatumcrantz subsp. maculatum_antimycotic
6,h. hircinum subsp,hypericum carinatum,,candidaspp,hypericum perforatum l_neurological disorders,,,,,h. maculatumcrantz subsp. maculatum_antifungal
7,h. perforatum l,hypericum myrianthum,,cryptococcus neoformans,hypericum perforatum l_first-degree burns,,,,,h. hircinum l. s.lat_antimycotic
8,h. perforatum,hypericum linoides,,rhodotorula mucilaginosa,hypericum perforatum l_burns,,,,,h. hircinum l. s.lat_antifungal
9,h. maculatumcrantz subsp. maculatum,hypericum garciae,,h. hirsutum subsp. hirsutum,hypericum perforatum l_gastric ulcers,,,,,h. hirsutum l_antimycotic
10,h. maculatum crantz subsp. maculatum,,,hypericumperforatum,hypericum perforatum l_wounds,,,,,h. hirsutum l_antifungal
11,h. maculatum,,,c. albicans,hypericum perforatum l_liver and stomach complaints,,,,,h. montanum l_antimycotic
12,h. hircinum l. s.lat,,,c. parapsilosis,hypericum perforatum l_infections,,,,,h. montanum l_antifungal
13,h. hircinum l. s. lat,,,c. lusitaniae,hypericum perforatum l_myalgia,,,,,hypericum spp_antifungal
14,h. hirsutum l,,,penicilliumpaneum,hypericum perforatum l_inflammations,,,,,
15,h. hirsutum,,,c. glabrata,hypericum maculatum crantz subsp. maculatum_respiratory infections,,,,,
16,h. montanuml,,,c. tropicalis,hypericum maculatum crantz subsp. maculatum_skin inflammations,,,,,
17,h. montanum l,,,,hypericum maculatum crantz subsp. maculatum_urinary tract infections,,,,,
18,h. montanum,,,,hypericum hircinum l. s. lat_respiratory infections,,,,,
19,h. carinatum,,,,hypericum hircinum l. s. lat_skin inflammations,,,,,
20,h. myrianthum,,,,hypericum hircinum l. s. lat_urinary tract infections,,,,,
21,h.linoides,,,,hypericum hirsutum l_respiratory infections,,,,,
22,h. garciae,,,,hypericum hirsutum l_skin inflammations,,,,,
23,,,,,hypericum hirsutum l_urinary tract infections,,,,,
24,,,,,hypericum montanum l_respiratory infections,,,,,
25,,,,,hypericum montanum l_skin inflammations,,,,,
26,,,,,hypericum montanum l_urinary tract infections,,,,,
27,,,,,hypericum montanum l_burns,,,,,
28,,,,,hypericum montanum l_wounds,,,,,
