,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,arum maculatum l,arum maculatum l,myrtus communis l. subsp. communis,mar-rubium vulgare l,,,,,,
1,cerasus mahaleb (l.) miller var. alpina browicz,cerasus mahaleb (l.) miller var. alpina browicz,marrubium vulgare l,origanum syriacum l. var. be-vanii (holmes) letswaart,,,,,,
2,crataegus aronia (l.) bosc. ex dc. var. aronia,crataegus aronia (l.) bosc. ex dc. var. aronia,origanum syriacum l. var. bevanii (holmes) letswaart,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,,,,,,
3,pistacia terebinthus l. subsp. palaestina (boiss. )engler,pistacia terebinthus l. subsp. palaestina (boiss.) engler,thymus sipyleus boiss. subsp. rosulans (borbas) j.jalas,clematis vi-talba l,,,,,,
4,punica granatum l,punica granatum l,clematis vitalba l,fontanesia philli-raeoides labill. subsp philliraeoides,,,,,,
5,laser trilobum (l.) borkh,laser trilobum (l.) borkh,fontanesia philliraeoides labill. subsp philliraeoides,sorghum halepense (l.) pers. var. hale-pense,,,,,,
6,rhus coriaria l,rhus coriaria l,sorghum halepense (l.) pers. var. halepense,myrtus communis l.subsp. communis,,,,,,
7,ocimum basilicum l,ocimum basilicum l,,crataegus aronia var. aronia,,,,,,
8,rosmarinus officinalis l,rosmarinus officinalis l,,myrtus communis subsp. communis,,,,,,
9,satureja hortensis l,satureja hortensis l,,punicagranatum,,,,,,
10,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,,fraxinus ornus l. subsp. cilicica(lingelsh.) yalt,,,,,,
11,juglans regia l,juglans regia l,,quercus cerris l. var.cerris,,,,,,
12,quercus cerris l. var. cerris,quercus cerris l. var. cerris,,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,,,,,,
13,quercus coccifera l,quercus coccifera l,,geranium,,,,,,
14,juniperus drupacea ant. &kotschy,juniperus drupacea ant. & kotschy,,malva,,,,,,
15,artemisia absinthium l,artemisia absinthium l,,mentha,,,,,,
16,buxus sempervirens l,buxus sempervirens l,,rubus,,,,,,
17,cornus mas l,cornus mas l,,rumex,,,,,,
18,eremurus spectabilis bieb,eremurus spectabilis bieb,,arum italicum miller,,,,,,
19,morus nigra l,morus nigra l,,malva nicaeensis wallr,,,,,,
20,pinus brutia ten,pinus brutia ten,,mentha spicata l. subsp.spicata,,,,,,
21,spartium junceum l,spartium junceum l,,origanum vulgare l. subsp. hirtum (link) ietswaart,,,,,,
22,styrax officinalis l,styrax officinalis l,,thymuslongicaulis c. presl subsp. longicaulis var. subisophyllus (borbas) jalas,,,,,,
23,,,,arbutus unedo l,,,,,,
24,,,,laurocerasus officinalis roemer,,,,,,
25,,,,prunusspinosa l. subsp. dasyhylla (schur) domin,,,,,,
26,,,,rosa canina l,,,,,,
27,,,,rubuscanescens dc. var. canescens,,,,,,
28,,,,rubus sanctus schreber,,,,,,
29,,,,ruscushypoglossum l,,,,,,
30,,,,solanum nigrum l. subsp. nigrum,,,,,,
31,,,,chaerophyllum byzantinum boiss,,,,,,
32,,,,raphanus raphanis-trum l,,,,,,
33,,,,heracleum platytaenium boiss,,,,,,
34,,,,oenanthe pimpinelloides l,,,,,,
35,,,,ornithogalum sigmoideumfreyn&sint,,,,,,
36,,,,rhodendronponticum l. subsp. ponticum,,,,,,
37,,,,papaver rhoeas l,,,,,,
38,,,,urtica dioica l,,,,,,
39,,,,lamium purpureuml. var. purpureum,,,,,,
40,,,,origanum vulgare l. subsp. hirtum (link)ietswaart,,,,,,
41,,,,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,
