,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,h. hircinum,hypericum hircinum subsp. majus,,h. hircinumsubsp. majus,hypericum hircinum subsp. majus_chronic catarrhal affections,hypericum hircinum subsp. majus_sore throats,h. hircinum_fungal pathogens of the respiratory tract,hypericum hircinum subsp. majus_antifungal,,h. hircinumsubsp. majus_antifungal
1,h. hircinum subsp. majus,hypericum perforatum,,aspergillus glaucus,hypericum hircinum subsp. majus_cough,hypericum perforatum_candida infections,h. hircinum_sorethroats,hypericum hircinum subsp. majus_antiseptic,,h. montanum_anticancer
2,hypericum,hypericum maculatum,,penicillium paneum,hypericum hircinum subsp. majus_asthma,hypericum maculatum_candida infections,h. hircinum subsp. majus_fungal-associated pathologies,hypericum perforatum_antifungal,,h. montanum_anti-inflammatory
3,h. perforatum,hypericum hirsutum,,candida,,hypericum hirsutum_candida infections,h. hircinum subsp. majus_respiratory tract affections,hypericum maculatum_antifungal,,h. hircinum subsp. majus_anticancer
4,h. maculatum,hypericum montanum,,c. parapsilosis,,hypericum montanum_candida infections,,hypericum hirsutum_antifungal,,h. hircinum subsp. majus_antimicrobial
5,h. hirsutum,,,c. tropicalis,,,,hypericum montanum_antifungal,,h. hircinum subsp. majus_anti-inflammatory
6,h. montanum,,,h. hircinum subsp.majus,,,,,,h. hircinum subsp. majus_fungal growth inhibition
7,,,,h. hircinumsusbps. majus,,,,,,hypericum_antimycotic
8,,,,punicagranatum,,,,,,
9,,,,candida glabrata,,,,,,
10,,,,cryptococcusneoformans,,,,,,
11,,,,candida spp,,,,,,
12,,,,c. albicans,,,,,,
13,,,,c. lusitaniae,,,,,,
14,,,,c. glabrata,,,,,,
15,,,,c. albica,,,,,,
16,,,,c. krusei,,,,,,
17,,,,bjerkandera,,,,,,
18,,,,aspergillus,,,,,,
19,,,,saccharomyces,,,,,,
20,,,,penicillium,,,,,,
