,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,pinus,pinus peuce griseb,,pinuspeuce,pinus peuce griseb_urinary system disorders,,,pinus peuce griseb_antitumorial,pinus peuce griseb_expectorant,pinus_analgesics
1,pinus peuce,pinus sylvestris,,pinus l,pinus peuce griseb_wounds,,,pinus peuce griseb_cholesterol lowering,pinus peuce griseb_tonic,pinus_tonics
2,pinus peucegriseb,pinus nigra,,,pinus peuce griseb_common cold,,,pinus peuce griseb_antioxidant,pinus peuce griseb_analgesic,pinus_antimicrobial
3,pinus sylvestris,pinus mugo,,,pinus peuce griseb_skin diseases,,,pinus peuce griseb_antibacterial,pinus sylvestris_expectorant,pinus_expectorants
4,pinus nigra,,,,pinus peuce griseb_bronchitis,,,pinus peuce griseb_antiseptic,pinus sylvestris_tonic,pinus_antisep-tics
5,pinus mugo,,,,pinus peuce griseb_respiratory system disorders,,,pinus sylvestris_antitumorial,pinus sylvestris_analgesic,
6,,,,,pinus peuce griseb_asthma,,,pinus sylvestris_cholesterol lowering,pinus nigra_expectorant,
7,,,,,pinus peuce griseb_digestive system diseases,,,pinus sylvestris_antioxidant,pinus nigra_tonic,
8,,,,,pinus sylvestris_urinary system disorders,,,pinus sylvestris_antibacterial,pinus nigra_analgesic,
9,,,,,pinus sylvestris_wounds,,,pinus sylvestris_antiseptic,pinus mugo_expectorant,
10,,,,,pinus sylvestris_common cold,,,pinus nigra_antitumorial,pinus mugo_tonic,
11,,,,,pinus sylvestris_skin diseases,,,pinus nigra_cholesterol lowering,pinus mugo_analgesic,
12,,,,,pinus sylvestris_bronchitis,,,pinus nigra_antioxidant,,
13,,,,,pinus sylvestris_respiratory system disorders,,,pinus nigra_antibacterial,,
14,,,,,pinus sylvestris_asthma,,,pinus nigra_antiseptic,,
15,,,,,pinus sylvestris_digestive system diseases,,,pinus mugo_antitumorial,,
16,,,,,pinus nigra_urinary system disorders,,,pinus mugo_cholesterol lowering,,
17,,,,,pinus nigra_wounds,,,pinus mugo_antioxidant,,
18,,,,,pinus nigra_common cold,,,pinus mugo_antibacterial,,
19,,,,,pinus nigra_skin diseases,,,pinus mugo_antiseptic,,
20,,,,,pinus nigra_bronchitis,,,,,
21,,,,,pinus nigra_respiratory system disorders,,,,,
22,,,,,pinus nigra_asthma,,,,,
23,,,,,pinus nigra_digestive system diseases,,,,,
24,,,,,pinus mugo_urinary system disorders,,,,,
25,,,,,pinus mugo_wounds,,,,,
26,,,,,pinus mugo_common cold,,,,,
27,,,,,pinus mugo_skin diseases,,,,,
28,,,,,pinus mugo_bronchitis,,,,,
29,,,,,pinus mugo_respiratory system disorders,,,,,
30,,,,,pinus mugo_asthma,,,,,
31,,,,,pinus mugo_digestive system diseases,,,,,
