,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,sophora secundiflora,sophora secundiflora,peyote cactus,,,,datura_inflammation,,,datura_anesthetic
1,stropharia,stropharia,ofthese,,,,datura_wounds,,,datura_aphrodisiac
2,conocybe,conocybe,ofpeyote,,,,datura_asthma,,,d. inoxia_anaesthetic
3,panaeolus,panaeolus,mescal bean,,,,datura_bruises,,,d. meteloides_anaesthetic
4,psilocybe mexicana,psilocybe mexicana,red bean,,,,d. inoxia_wounds,,,
5,psilocybe,datura,thebean,,,,d. inoxia_bruises,,,
6,datura,datura stramonium,thebeans,,,,d. meteloides_wounds,,,
7,datura stramonium,d. inoxia,peyoteceremonies,,,,d. meteloides_bruises,,,
8,d. inoxia,d. meteloides,peyotl cactus,,,,,,,
9,d. meteloides,virola calophylla,comanche,,,,,,,
10,virola calophylla,v. calophylloidea,oto,,,,,,,
11,virola,v. theiodora,tonkawa,,,,,,,
12,v. calophylloidea,virola snuffs,peyote,,,,,,,
13,v. theiodora,virola,andmescal beans,,,,,,,
14,anadenanthera peregrina,anadenanthera peregrina,ingestedpsilocybe mexicana,,,,,,,
15,,,teonanacatl,,,,,,,
16,,,sacredmushrooms,,,,,,,
17,,,sacred mushrooms,,,,,,,
18,,,ofmushrooms,,,,,,,
19,,,ofpsilocybe,,,,,,,
20,,,sacred mush-rooms,,,,,,,
21,,,psilocybine,,,,,,,
22,,,causesnymphomania,,,,,,,
23,,,belladonna,,,,,,,
24,,,thornyapple,,,,,,,
25,,,salad,,,,,,,
26,,,anoyther,,,,,,,
27,,,monkey,,,,,,,
28,,,nightshade,,,,,,,
29,,,dhatura,,,,,,,
30,,,thedhatureas,,,,,,,
31,,,algonquins,,,,,,,
32,,,thejimson weed,,,,,,,
33,,,sacred datura,,,,,,,
34,,,thezunis,,,,,,,
35,,,toloatzin,,,,,,,
36,,,brugmansia(once,,,,,,,
37,,,brugmansiabefore,,,,,,,
38,,,wysoccan,,,,,,,
39,,,wysocccan,,,,,,,
40,,,oftheir tongues,,,,,,,
41,,,paralysishallucinogenic snuffstobacco,,,,,,,
42,,,epena,,,,,,,
43,,,yakee,,,,,,,
44,,,parica,,,,,,,
45,,,nyakwana,,,,,,,
46,,,myristicaceae,,,,,,,
47,,,nutmeg,,,,,,,
48,,,nyakwana snuff,,,,,,,
49,,,yopo,,,,,,,
