,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,arum maculatum l,arum maculatum l,thymus sipyleus boiss. subsp. rosulans (bor-bas) j,mar-rubium vulgare l,,,,,,
1,cerasus mahaleb (l.) miller var. alpina browicz,cerasus mahaleb (l.) miller var. alpina browicz,sorghum halepense (l.) pers. var. hale,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,,,,,,
2,crataegus aronia (l.) bosc. ex dc. var. aronia,crataegus aronia (l.) bosc. ex dc. var. aronia,,sorghum halepense (l.) pers. var. hale-pense,,,,,,
3,myrtus communis l.subsp. communis,myrtus communis l.subsp. communis,,punicagranatum,,,,,,
4,pistacia terebinthus l. subsp. palaestina (boiss. )engler,pistacia terebinthus l. subsp. palaestina (boiss. )engler,,thymuslongicaulis c. presl subsp. longicaulis var. subisophyllus (borbas) jalas,,,,,,
5,punica granatum l,punica granatum l,,prunusspinosa l. subsp. dasyhylla (schur) domin,,,,,,
6,laser trilobum (l.) borkh,laser trilobum (l.) borkh,,rubuscanescens dc. var. canescens,,,,,,
7,rhus coriaria l,rhus coriaria l,,ruscushypoglossum l,,,,,,
8,ocimum basilicum l,ocimum basilicum l,,rhodendronponticum l. subsp. ponticum,,,,,,
9,origanum syriacum l. var. be-vanii (holmes) letswaart,origanum syriacum l. var,,,,,,,,
10,rosmarinus officinalis l,origanum syriacum l. var. be-vanii (holmes,,,,,,,,
11,satureja hortensis l,rosmarinus officinalis l,,,,,,,,
12,crataegus aronia var. aronia,satureja hortensis l,,,,,,,,
13,myrtus communis subsp. communis,crataegus aronia var. aronia,,,,,,,,
14,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,myrtus communis subsp. communis,,,,,,,,
15,fraxinus ornus l. subsp. cilicica(lingelsh.) yalt,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,,,,,,,,
16,juglans regia l,juglans regia l,,,,,,,,
17,quercus cerris l. var. cerris,quercus cerris l. var. cerris,,,,,,,,
18,quercus cerris l. var.cerris,quercus coccifera l,,,,,,,,
19,quercus coccifera l,juniperus drupacea ant. &kotschy,,,,,,,,
20,juniperus drupacea ant. &kotschy,artemisia absinthium l,,,,,,,,
21,artemisia absinthium l,buxus sempervirens l,,,,,,,,
22,buxus sempervirens l,clematis vi-talba l,,,,,,,,
23,clematis vi-talba l,cornus mas l,,,,,,,,
24,cornus mas l,eremurus spectabilis bieb,,,,,,,,
25,eremurus spectabilis bieb,fontanesia philli-raeoides labill. subsp philliraeoides,,,,,,,,
26,fontanesia philli-raeoides labill. subsp philliraeoides,fraxinus ornus l. subsp. cilicica(lingelsh.) yalt,,,,,,,,
27,morus nigra l,morus nigra l,,,,,,,,
28,pinus brutia ten,pinus brutia ten,,,,,,,,
29,spartium junceum l,quercus cerris l. var.cerris,,,,,,,,
30,styrax officinalis l,spartium junceum l,,,,,,,,
31,malva,styrax officinalis l,,,,,,,,
32,malva nicaeensis wallr,malva,,,,,,,,
33,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,mentha,,,,,,,,
34,mentha,rubus,,,,,,,,
35,mentha spicata l. subsp.spicata,geranium,,,,,,,,
36,rubus,rumex,,,,,,,,
37,rubus sanctus schreber,arum italicum miller,,,,,,,,
38,geranium,malva nicaeensis wallr,,,,,,,,
39,rumex,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var,,,,,,,,
40,arum italicum miller,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,,,,,,,,
41,origanum vulgare l. subsp. hirtum (link) ietswaart,mentha spicata l. subsp.spicata,,,,,,,,
42,origanum vulgare l. subsp. hirtum (link)ietswaart,origanum vulgare l. subsp. hirtum,,,,,,,,
43,arbutus unedo l,arbutus unedo l,,,,,,,,
44,laurocerasus officinalis roemer,laurocerasus officinalis,,,,,,,,
45,rosa canina l,rosa canina l,,,,,,,,
46,solanum nigrum l. subsp. nigrum,rubus sanctus schreber,,,,,,,,
47,chaerophyllum byzantinum boiss,solanum nigrum l. subsp. nigrum,,,,,,,,
48,raphanus raphanis-trum l,chaerophyllum byzantinum boiss,,,,,,,,
49,heracleum platytaenium boiss,raphanus raphanis-trum l,,,,,,,,
50,oenanthe pimpinelloides l,heracleum platytaenium boiss,,,,,,,,
51,ornithogalum sigmoideumfreyn&sint,oenanthe pimpinelloides l,,,,,,,,
52,papaver rhoeas l,ornithogalum sigmoideumfreyn&sint,,,,,,,,
53,urtica dioica l,papaver rhoeas l,,,,,,,,
54,lamium purpureuml. var. purpureum,urtica dioica l,,,,,,,,
55,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,lamium purpureuml. var. purpureum,,,,,,,,
56,,origanum vulgare l. subsp. hirtum (link)ietswaart,,,,,,,,
57,,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,,,
