,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aloe capensis,aloe capensis,ononidis radix,thy-mus,aloe capensis_diseases of the oral cavity,ononidis radix_toothache,,,caryophylli flos_reduce local pain,
1,thymus spp,thymus,plantaginis radix,thy-mus moesiacus,,plantaginis radix_toothache,,,myrrha_strengthen the teeth,
2,thymus,t. balcanus,tormentillae rhizome,,,tormentillae rhizome_oral inflammations,,,salviae folium_disinfection of the mouth,
3,thymus tosevii,t. jankae,rubi fruticosi folium,,,tormentillae rhizome_toothache,,,,
4,thymus jankae,,solidaginis virgaureae herba,,,solidaginis virgaureae herba_inflammation of the oral mucosa,,,,
5,thymus longicaulis,,benzoe tinkinensis,,,caryophylli flos_inflammation of the oral mucosa,,,,
6,thymus pulegioides,,symphyti radix,,,caryophylli flos_toothache,,,,
7,thymus to-sevii ssp. substriatus,,caryophylli flos,,,verbasci flos_toothache,,,,
8,thymus balcanus,,verbasci flos,,,caricae_ulcers,,,,
9,thymus pannonicus,,zingiberis rhizome,,,frangulae cortex_purulent processes teeth,,,,
10,t. balcanus,,caricae,,,millefolii herba_toothache,,,,
11,t. jankae,,anisi fructus,,,capsici fructus_inflammation of the mouth and pharynx,,,,
12,,,frangulae cortex,,,myrrha_halitosis,,,,
13,,,millefolii herba,,,melissae folium_deposits in the mouth,,,,
14,,,althaeae radix,,,melissae folium_toothache,,,,
15,,,capsici fructus,,,aetheroleum melaleucae_inflammatory processes,,,,
16,,,myrrha,,,,,,,
17,,,melissae folium,,,,,,,
18,,,menthae piperitae folium,,,,,,,
19,,,chamomillae flos,,,,,,,
20,,,iridis rhizome,,,,,,,
21,,,basilici herba,,,,,,,
22,,,salviae folium,,,,,,,
23,,,aetheroleum melaleucae,,,,,,,
