,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,asparagus officinalis,asparagus officinalis,,apium graveolens,,spinacia oleracea_poisoning,,asparagus officinalis_diuretic,,
1,asparagus,spinacia oleracea,,beta vulgaris var. cicla,,,,,,
2,spinacia oleracea,tetragonia tetragonioides,,anthriscus cerefolium,,,,,,
3,tetragonia tetragonioides,cynara scolymus,,amaranthus tricolor,,,,,,
4,cynara scolymus,cynara cardunculus,,allium schoenoprasum,,,,,,
5,cynara cardunculus,brassica oleracea var. botrytis,,lepidium sativum,,,,,,
6,brassica oleracea,triticum aestivum,,barbarea verna,,,,,,
7,brassica oleracea var. botrytis,,,nasturtium officinale,,,,,,
8,triticum aestivum,,,taraxacum officinale,,,,,,
9,triticum,,,cichorium endivia,,,,,,
10,t. aestivum,,,lactuca sativa,,,,,,
11,,,,brassica juncea,,,,,,
12,,,,brassica pekinensis,,,,,,
13,,,,petroselinum crispum,,,,,,
14,,,,brassica rapa,,,,,,
15,,,,phytolacca americana,,,,,,
16,,,,cichorium intybus,,,,,,
17,,,,rheum rhabarbarum,,,,,,
18,,,,salicornia spp,,,,,,
19,,,,crambe maritima,,,,,,
20,,,,chrysanthemum coronarium,,,,,,
21,,,,aralia cordata,,,,,,
22,,,,ipomoea aquatica,,,,,,
23,,,,tetragonia tetra-gonioides,,,,,,
24,,,,eruca vesicaria,,,,,,
25,,,,bambusa,,,,,,
26,,,,t. boeoticum,,,,,,
27,,,,t. monococcum,,,,,,
28,,,,t. dicoccon,,,,,,
29,,,,t. durum,,,,,,
30,,,,t. turgidum,,,,,,
31,,,,t. polonicum,,,,,,
32,,,,t. carthlicum,,,,,,
33,,,,t. timopheevii,,,,,,
34,,,,t. araraticum,,,,,,
35,,,,t. spelta,,,,,,
36,,,,t. macha,,,,,,
37,,,,t. vavilovii,,,,,,
38,,,,t. compactum,,,,,,
39,,,,t. sphaerococcum,,,,,,
40,,,,aegilops speltoides,,,,,,
41,,,,aegilops squarrosa,,,,,,
42,,,,triticum dicoccoides,,,,,,
43,,,,triticum boeoticum,,,,,,
44,,,,t. dicoccoides,,,,,,
