,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,erythroxylum coca,erythroxylum coca,,gelidium cartilagineum,ephedra sinica_bronchial asthma,hypericum perforatum_herpes simplex virus 1 & 2,ephedra sinica_low blood pressure,erythroxylum coca_local anesthetic,claviceps purpurea_blood vessel constriction,erythroxylum coca_heart/respiratory stimulant
1,ephedra sinica,ephedra sinica,,aloe vera,ephedra sinica_drug poisoning,taxus brevifolia_breast cancer,ephedra sinica_tumor,ephedra sinica_spinal anesthetic,panax quinquefolia_tonic,ephedra sinica_stimulant
2,claviceps purpurea,claviceps purpurea,,colchicum autumnale,claviceps purpurea_post-partum bleeding,,ginkgo_cardiovascular disorders,hypericum perforatum_antidepressant,ginkgo biloba_free radical scavenger,claviceps purpurea_constricting dilated cranial bloodvessels
3,panax quinquefolia,panax quinquefolia,,areca catechu,claviceps purpurea_migraine headaches,,hypericum perforatum_herpessimplex virus,hypericum perforatum_sedative,echinacea purpurea_immune stimulant,claviceps purpurea_stimulate the smooth muscle ofthe uterus
4,ginkgo,ginkgo biloba,,piper nigrum,panax quinquefolia_diabetes,,rauvolfia serpentina_high blood pressure,valeriana officinalis_sedative,valeriana officinalis_tranquilizing,claviceps purpurea_uterine contractions
5,ginkgo biloba,hypericum perforatum,,caulophyllum thalictroides,panax quinquefolia_anemia,,tanacetum parthenium_headache,,catharanthus roseus_tumor growth inhibition,panax quinquefolia_cns stimulant
6,hypericum perforatum,rauvolfia serpentina,,menyanthes trifoliata,panax quinquefolia_impotency,,catharanthus roseus_cancer of the lymphatic system,,,hypericum perforatum_depressant
7,rauvolfia serpentina,echinacea purpurea,,physostigma venenosum,panax quinquefolia_insomnia,,catharanthus roseus_tumor,,,rauvolfia serpentina_decreases blood pressureand pulse rate
8,rauvolfia,tanacetum parthenium,,cinnamomum camphora,panax quinquefolia_gastritis,,taxus brevifolia_ovarian and breastcancers,,,echinacea purpurea_blood purifier
9,echinacea purpurea,valeriana officinalis,,rhamnus purshiana,ginkgo biloba_strokes,,aloe vera_burn,,,gelidium cartilagineum_laxative
10,echinacea,catharanthus roseus,,hydnocarpus wightiana,ginkgo biloba_reduced blood flow to the brain,,colchicum autumnale_gout,,,aloe vera_skin-softening
11,tanacetum parthenium,taxus brevifolia,,rheum palmatum,ginkgo biloba_alzheimer's disease,,areca catechu_urinary tract problems,,,piper nigrum_stimulates heart
12,valerianaofficinalis,,,syzygium aromaticum,hypericum perforatum_wounds,,areca catechu_tapeworms,,,caulophyllum thalictroides_promotes menstruation
13,valeriana officinalis,,,symphytum officinale,hypericum perforatum_depression,,piper nigrum_gases,,,menyanthes trifoliata_lowers blood pressure
14,catharanthus roseus,,,duboisia myoporoides,hypericum perforatum_hiv,,caulophyllum thalictroides_rheumatism,,,menyanthes trifoliata_pain-killer
15,taxus brevifolia,,,vaccinium macrocarpum,hypericum perforatum_bruises,,physostigma venenosum_glaucoma,,,physostigma venenosum_stimulates heart
16,,,,echinacea spp,hypericum perforatum_warts,,cinnamomum camphora_itching,,,rhamnus purshiana_laxative
17,,,,inula helenium,hypericum perforatum_seasonal affective syndrome,,cinnamomum camphora_asthma,,,syzygium aromaticum_antiseptic
18,,,,eucalyptus,hypericum perforatum_bacterial infections,,cinnamomum camphora_pain,,,duboisia myoporoides_anesthetic
19,,,,eucalyptus globulus,hypericum perforatum_hemorrhoids,,hydnocarpus wightiana_leprosy,,,inula helenium_antibiotic
20,,,,digitalis purpurea,hypericum perforatum_influenza a & b,,rheum palmatum_constipation,,,eucalyptus_antiseptic
21,,,,allium sativum,hypericum perforatum_psoriasis,,rheum palmatum_diarrhea,,,eucalyptus globulus_antiseptic
22,,,,zingiber officinale,rauvolfia serpentina_insect bites,,syzygium aromaticum_pain,,,digitalis purpurea_regulates heart beat/contractions
23,,,,hydrastis canadensis,rauvolfia serpentina_intestinal worms,,symphytum officinale_skin problems,,,allium sativum_antispasmodic
24,,,,acacia senegal,rauvolfia serpentina_mental illness,,symphytum officinale_psoriasis,,,allium sativum_antiseptic
