,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,vinca,vinca,digitalis lanata1930,digitalis lanata,,,vinca_leukemia,,,
1,anacardium occidentale,anacardium occidentale,chondrodendron tomentosum1939,chondrodendron tomentosum,,,,,,
2,mangifera indica,mangifera indica,pincus,sorghum,,,,,,
3,schinopsis spp,schinopsis,agency investigates triticale,pistacia vera,,,,,,
4,spondias spp,spondias,administration bans ephedra,rhus spp,,,,,,
5,toxicodendron spp,toxicodendron,gramineae,schinus spp,,,,,,
6,landolphia spp,landolphia,leguminosae,apocynumcannabinum,,,,,,
7,catharanthus roseus,catharanthus,rosaceae,carissagrandiflora,,,,,,
8,funtumia elastica,funtumia elastica,solanaceae,rauvolfia spp,,,,,,
9,nerium spp,nerium,compositae,strophanthus spp,,,,,,
10,,,myrtaceae,thevetia spp,,,,,,
11,,,malvaceae,,,,,,,
12,,,labiatae,,,,,,,
13,,,cucurbitaceae,,,,,,,
14,,,cruciferae,,,,,,,
15,,,rutaceae,,,,,,,
16,,,umbelliferae,,,,,,,
17,,,zingiberaceae,,,,,,,
18,,,palmae,,,,,,,
19,,,chenopodiaceae,,,,,,,
20,,,dioscoreaceae,,,,,,,
21,,,agavaceae,,,,,,,
