,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,dioscoreophyllum cumminsii,dioscoreophyllum cumminsii,thaumatococcus daniellii,thaumatococcusdaniellii,,,,,,
1,stevia rebaudiana,stevia rebaudiana,,verbena,,,,,,
2,lippia dulcis,lippia dulcis,,thea sinensis,,,,,,
3,theobroma cacao,theobroma cacao,,coffeaarabica,,,,,,
4,coffea arabica,coffea arabica,,c. excelsa,,,,,,
5,coffea canephora,coffea canephora,,,,,,,,
6,c. canephora,coffea liberica,,,,,,,,
7,coffea liberica,paullinia cupana,,,,,,,,
8,c. liberica,catha edulis,,,,,,,,
9,paullinia cupana,cola nitida,,,,,,,,
10,catha edulis,ilex paraguariensis,,,,,,,,
11,cola nitida,camellia sinensis,,,,,,,,
12,ilex paraguariensis,ilex vomitoria,,,,,,,,
13,camellia sinensis,paullinia yoco,,,,,,,,
14,ilex vomitoria,,,,,,,,,
15,paullinia yoco,,,,,,,,,
