,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,phellodendron lavallei,phellodendron lavallei,echeverria,berberiscroatica horvat,,,commiphora and boswellia_chronic diseases,,,berberis vulgaris l_antioxidant
1,berberis aristata,berberis aristata,,commiphoraand boswellia,,,commiphoraand boswellia_chronic diseases,,,berberiscroatica horvat_antioxidant
2,berberis koreana,berberis koreana,,commiphoragileadensis,,,commiphora_sinus,,,commiphora_anti-inflammatory
3,coptis teeta,coptis teeta,,boswelliaovalifoliolata,,,commiphora_inflammatory bowel disease (ibd,,,commiphora_inhibit pro-inflammatory
4,berberis vulgaris l,berberis vulgaris l,,,,,commiphora_ulcers,,,commiphora_antiarthritic
5,boswellia,boswellia,,,,,commiphora_arthritis,,,boswellia_anti-inflammatory
6,boswellia serata,commiphora,,,,,commiphora_leucoderma,,,boswellia_inhibit pro-inflammatory
7,boswellia serrata,boswellia serata,,,,,commiphora_edema,,,boswellia_antiarthritic
8,boswellia carterii,commiphora mukul,,,,,commiphora_intestinal worms,,,boswellia serata_analgesic
9,boswellia sacra,boswellia serrata,,,,,commiphora_obesity,,,commiphora wightii_anti-inflammatory
10,boswellia dalzielii,boswellia carterii,,,,,commiphora_tumors,,,commiphora mukul_anti-inflammatory
11,boswellia frerean,boswellia sacra,,,,,commiphora_diabetes,,,commiphoragileadensis_anti-inflammatory
12,commiphora and boswellia,boswellia dalzielii,,,,,commiphora_liver dysfunction,,,boswellia serrata_anti-inflammatory
13,commiphora,boswellia frerean,,,,,commiphora_cardiovascular diseases (cvds,,,boswellia carterii_anti-inflammatory
14,commiphora wightii,c. mukul,,,,,commiphora_malignantsores,,,boswellia sacra_anti-inflammatory
15,commiphora mukul,,,,,,boswellia_sinus,,,boswelliaovalifoliolata_anti-inflammatory
16,c. mukul,,,,,,boswellia_inflammatory bowel disease (ibd,,,boswellia dalzielii_anti-inflammatory
17,,,,,,,boswellia_ulcers,,,boswellia frerean_anti-inflammatory
18,,,,,,,boswellia_arthritis,,,
19,,,,,,,boswellia_leucoderma,,,
20,,,,,,,boswellia_edema,,,
21,,,,,,,boswellia_intestinal worms,,,
22,,,,,,,boswellia_obesity,,,
23,,,,,,,boswellia_tumors,,,
24,,,,,,,boswellia_diabetes,,,
25,,,,,,,boswellia_liver dysfunction,,,
26,,,,,,,boswellia_cardiovascular diseases (cvds,,,
27,,,,,,,boswellia_malignantsores,,,
