,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ficus carica,ficus carica,,ficuscarica,,ficus carica_diabetes,,,ficus carica_antibiotic,
1,mangifera indica,mangifera indica,,anacardiumoccidentale,,mangifera indica_cancer,,,mangifera indica_anti-inflammatory,
2,carica papaya,carica papaya,,spondias cytherea,,carica papaya_high blood pressure,,,carica papaya_diuretic,
3,anacardium occidentale,anacardium occidentale,,rheedia brasiliensis,,anacardium occidentale_inflammation,,,anacardium occidentale_stimulant,
4,blighia sapida,blighia sapida,,platonia insignis,,blighia sapida_vomiting sickness,,,blighia sapida_poisonous,
5,durio zibethinus,durio zibethinus,,mangifera foetida,,durio zibethinus_allergic reactions,,,durio zibethinus_repulsive smell,
6,pouteria caimito,pouteria caimito,,oxalis,,pouteria caimito_digestive issues,,,pouteria caimito_nutritious,
7,malpighia glabra,malpighia glabra,,flacourtia,,malpighia glabra_fever,,,malpighia glabra_antipyretic,
8,malpighia,persea americana,,eugenia javanica,,persea americana_heart health,,,persea americana_healthy fats,
9,persea americana,euterpe oleracea,,phoenix dactylifera,,euterpe oleracea_antioxidant,,,euterpe oleracea_anti-aging,
10,euterpe oleracea,musa x paradisiaca,,poncirus trifoliata,,musa x paradisiaca_potassium deficiency,,,musa x paradisiaca_rich in potassium,
11,musa x paradisiaca,artocarpus altilis,,rhodomyrtus tomentosa,,artocarpus altilis_fiber deficiency,,,artocarpus altilis_high in fiber,
12,artocarpus altilis,annona reticulata,,durio zibenthinus,,annona reticulata_cough,,,annona reticulata_expectorant,
13,annona reticulata,citrus medica,,lucuma salicifolia,,citrus medica_scurvy,,,citrus medica_antiscorbutic,
14,annona,cocos nucifera,,phyllanthus emblica,,cocos nucifera_hydration,,,cocos nucifera_replenishes electrolytes,
15,citrus medica,theobroma grandiflora,,musa fehi,,theobroma grandiflora_mood booster,,,theobroma grandiflora_stimulates serotonin,
16,citrus,passiflora mollissima,,feijoa sellowiana,,passiflora mollissima_anxiety,,,passiflora mollissima_sedative,
17,cocos nucifera,physalis peruviana,,melicocca bijugatus,,physalis peruviana_antioxidant,,,physalis peruviana_anti-inflammatory,
18,theobroma grandiflora,antidesma bunius,,genipa americana,,antidesma bunius_fever,,,antidesma bunius_antipyretic,
19,passiflora mollissima,averrhoa bilimbi,,spondias dulcis,,averrhoa bilimbi_digestive issues,,,averrhoa bilimbi_relieves flatulence,
20,physalis peruviana,rollinia deliciosa,,flacourtia indica,,rollinia deliciosa_antioxidant,,,rollinia deliciosa_anti-aging,
21,antidesma bunius,borojoa patinoi,,,,borojoa patinoi_energy booster,,,borojoa patinoi_stimulates metabolism,
22,averrhoa bilimbi,eugenia tomentosa,,bouea macrophylla,,eugenia tomentosa_antibacterial,,,eugenia tomentosa_antiseptic,
23,rollinia deliciosa,spondias lutea,,passiflora quadangularis,,spondias lutea_antioxidant,,,spondias lutea_anti-inflammatory,
24,borojoa patinoi,lucuma nervosa,,passiflora ligularis,,lucuma nervosa_digestive issues,,,lucuma nervosa_soothes stomach,
25,eugenia tomentosa,muntingia calabura,,passiflora laurifolia,,muntingia calabura_antioxidant,,,muntingia calabura_anti-aging,
26,spondias lutea,averrhoa carambola,,citrus x paradisi,,averrhoa carambola_antioxidant,,,averrhoa carambola_anti-inflammatory,
27,lucuma nervosa,carissa grandiflora,,phyllanthus distichus,,carissa grandiflora_antibacterial,,,carissa grandiflora_antiseptic,
28,muntingia calabura,monstera deliciosa,,eugenia dombeyi,,monstera deliciosa_antioxidant,,,monstera deliciosa_anti-aging,
29,averrhoa carambola,dovyalis hebecarpa,,abbevillea fenzliana,,dovyalis hebecarpa_antioxidant,,,dovyalis hebecarpa_anti-inflammatory,
30,carissa grandiflora,artocarpus integer,,annona muricata,,artocarpus integer_fiber deficiency,,,artocarpus integer_high in fiber,
31,carissa,annona cherimola,,psidium guajava,,annona cherimola_cough,,,annona cherimola_expectorant,
32,monstera deliciosa,citrus reticulata,,psidium guineense,,citrus reticulata_scurvy,,,citrus reticulata_antiscorbutic,
33,dovyalis hebecarpa,passiflora edulis,,psidium friedrichstalianum,,passiflora edulis_anxiety,,,passiflora edulis_sedative,
34,artocarpus integer,physalis ixocarpa,,campomanesia acida,,physalis ixocarpa_antioxidant,,,physalis ixocarpa_anti-inflammatory,
35,annona cherimola,chrysobalanus icaco,,psidium molle,,chrysobalanus icaco_antioxidant,,,chrysobalanus icaco_anti-aging,
36,citrus reticulata,garcinia livingstonei,,spondias purpurea,,garcinia livingstonei_antioxidant,,,garcinia livingstonei_anti-inflammatory,
37,passiflora edulis,spondias tuberosa,,dillenia indica,,spondias tuberosa_antioxidant,,,spondias tuberosa_anti-inflammatory,
38,physalis ixocarpa,inga spp,,annona diversifolia,,inga spp_antioxidant,,,inga spp_anti-aging,
39,chrysobalanus icaco,myrciaria cauliflora,,carissa carandas,,myrciaria cauliflora_antioxidant,,,myrciaria cauliflora_anti-inflammatory,
40,garcinia,artocarpus heterophyllus,,doryalis caffra,,artocarpus heterophyllus_fiber deficiency,,,artocarpus heterophyllus_high in fiber,
41,garcinia livingstonei,syzygium cumini,,doryalis hebecarpa,,syzygium cumini_antibacterial,,,syzygium cumini_antiseptic,
42,spondias tuberosa,prunus salicifolia,,philodendron,,prunus salicifolia_antioxidant,,,prunus salicifolia_anti-aging,
43,inga spp,eriobotrya japonica,,dillenia,,eriobotrya japonica_antioxidant,,,eriobotrya japonica_anti-inflammatory,
44,myrciaria cauliflora,diospyros kaki,,,,diospyros kaki_antioxidant,,,diospyros kaki_anti-aging,
45,artocarpus heterophyllus,zizyphus jujuba,,,,zizyphus jujuba_antioxidant,,,zizyphus jujuba_anti-inflammatory,
46,syzygium cumini,actinidia chinensis,,,,actinidia chinensis_antioxidant,,,actinidia chinensis_anti-aging,
47,prunus salicifolia,fortunella spp,,,,fortunella spp_antioxidant,,,fortunella spp_anti-inflammatory,
48,eriobotrya japonica,,,,,,,,,
49,diospyros kaki,,,,,,,,,
50,zizyphus jujuba,,,,,,,,,
51,actinidia chinensis,,,,,,,,,
52,actinidia,,,,,,,,,
53,fortunella spp,,,,,,,,,
