,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,prunus spinosa l,prunus spinosa l,,prunusspinosa l,prunus spinosa l_myocarditis,prunus spinosa l_respiratory tract disorders,prunus spinosa l_oxidative stress-related pathologies,prunus spinosa l_detoxifying,,prunusspinosa l_pro-inflammatory
1,prunus spinosa,,,,prunus spinosa l_cardiac neurosis,prunus spinosa l_hypertension,prunus spinosa l_cardiac complaints,prunus spinosa l_diuretic,,prunus spinosa l_blood purifying
2,p. spinosa,,,,prunus spinosa l_atherosclerosis,prunus spinosa l_intestinal disorders,prunus spinosa l_intestinal andrespiratory tract disorders,prunus spinosa l_spasmolytic,,prunus spinosa l_antioxidant
3,,,,,prunus spinosa l_pharyngeal inflammation,,prunus spinosa_circulatory system disorders,prunus spinosa l_anti-hypertensive,,prunus spinosa l_cardiovascular protection
4,,,,,prunus spinosa l_cardiovascular diseases,,p. spinosa_lipid peroxidation,prunus spinosa l_anti-apoptotic,,p. spinosa_antioxidant
5,,,,,prunus spinosa l_urinary tract disorders,,p. spinosa_protein nitratio,prunus spinosa l_astringent,,p. spinosa_inhibitors of pro-inflammatory enzymes
6,,,,,prunus spinosa l_oral inflammation,,p. spinosa_oxidative damage to dna,prunus spinosa l_vasodilatory,,
7,,,,,prunus spinosa l_inflammation,,p. spinosa_oxidative/nitrative stress,prunus spinosa l_anti-atherogenic,,
8,,,,,,,p. spinosa_ischemic/reperfusioninjuries,prunus spinosa l_heart-strengthening,,
9,,,,,,,,prunus spinosa l_antithrombotic,,
10,,,,,,,,prunus spinosa l_anti-inflammatory,,
11,,,,,,,,prunus spinosa l_vasoprotective,,
