,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,triticum,triticum aestivum,,garcinia,,,,,,
1,triticum aestivum,zea mays,,convolvulus argentateus,,,,,,
2,zea mays l,lycopersicon esculentum,,solanumesculentum,,,,,,
3,lycopersicon,solanum tuberosum,,,,,,,,
4,lycopersicon esculentum (l.) miller,solanum melongena,,,,,,,,
5,solanum tuberosum,solanum nigrum,,,,,,,,
6,solanum,quercus,,,,,,,,
7,solanummelongena,cryptantha milobakeri,,,,,,,,
8,solanum nigrum,aster,,,,,,,,
9,quercus,rhododendron,,,,,,,,
10,cryptanthamilobakeri,magnolia,,,,,,,,
11,cryptantha,chrysanthemum,,,,,,,,
12,aster,petunia,,,,,,,,
13,rhododendron,begonia,,,,,,,,
14,magnolia,,,,,,,,,
15,chrysanthemum,,,,,,,,,
16,petunia,,,,,,,,,
17,begonia,,,,,,,,,
