,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,eucnide spp,eucnide spp,blighia sapida,strycnhos nux-vomica,,,,,begonia spp_diuretic,
1,gelsemium sempervirens,gelsemium sempervirens,sapindus spp,logania,,,,,,
2,spigelia spp,spigelia spp,atropa belladonna,fagopyrin,,,,,,
3,heimia salicifolia,heimia salicifolia,apium graveolens,protea,,,,,,
4,illicium anisatum,illicium anisatum,,coffee arabica,,,,,,
5,magnolia,magnolia grandiflora,,poincirus trifoliata,,,,,,
6,magnolia grandiflora,gossypium spp,,simarouba,,,,,,
7,gossypium spp,malva parviflora,,mezereum,,,,,,
8,malva parviflora,melia azedarach,,apium graveolen,,,,,,
9,melia azedarach,swietenia mahagoni,,symptomsamaryllis,,,,,,
10,swietenia mahagoni,melianthus spp,,,,,,,,
11,melianthus,cocculus indicus,,,,,,,,
12,melianthus spp,menispermum canadense,,,,,,,,
13,cocculus indicus,ficus spp,,,,,,,,
14,menispermum canadense,maclura pomifera,,,,,,,,
15,ficus spp,morus spp,,,,,,,,
16,maclura pomifera,myoporum laetum,,,,,,,,
17,morus spp,myristica fragrans,,,,,,,,
18,myoporum,eucalyptus spp,,,,,,,,
19,myoporum laetum,melaleuca quinquenervia,,,,,,,,
20,myristica fragrans,mirabilis jalapa,,,,,,,,
21,eucalyptus spp,ligustrum spp,,,,,,,,
22,melaleuca quinquenervia,cypripedium spp,,,,,,,,
23,mirabilis jalapa,oxalis pes-caprae,,,,,,,,
24,ligustrum spp,areca catechu,,,,,,,,
25,cypripedium spp,caryota spp,,,,,,,,
26,oxalis pes-caprae,argemone spp,,,,,,,,
27,oxalis,chelidonium majus,,,,,,,,
28,areca catechu,papaver sominferum,,,,,,,,
29,caryota spp,papaver spp,,,,,,,,
30,argemone spp,sanguinaria canadensis,,,,,,,,
31,chelidonium majus,phytolacca americana,,,,,,,,
32,papaver sominferum,rivina humilis,,,,,,,,
33,papaver spp,pittosporum spp,,,,,,,,
34,sanguinaria canadensis,plumbago spp,,,,,,,,
35,phytolacca americana,fagopyrum esculentum,,,,,,,,
36,rivina humilis,rheum rhabarbarum,,,,,,,,
37,pittosporum,rumex spp,,,,,,,,
38,pittosporum spp,anagallis arvensis,,,,,,,,
39,plumbago spp,cyclamen spp,,,,,,,,
40,fagopyrum esculentum,primula obconica,,,,,,,,
41,rheum rhabarbarum,grevillea spp,,,,,,,,
42,rumex spp,aconitum spp,,,,,,,,
43,anagallis arvensis,actaea spp,,,,,,,,
44,cyclamen spp,adonis spp,,,,,,,,
45,primula obconica,anemone spp,,,,,,,,
46,grevillea spp,caltha spp,,,,,,,,
47,aconitum spp,clematis spp,,,,,,,,
48,actaea spp,delphinium spp,,,,,,,,
49,adonis spp,helleborus niger,,,,,,,,
50,anemone spp,hydrastis canadensis,,,,,,,,
51,caltha spp,ranunculus spp,,,,,,,,
52,clematis spp,karwinskia humboldtiana,,,,,,,,
53,delphinium spp,rhamnus purshiana,,,,,,,,
54,helleborus niger,rhamnus spp,,,,,,,,
55,hydrastis canadensis,cercocarpus spp,,,,,,,,
56,ranunculus spp,eriobotrya japonica,,,,,,,,
57,karwinskia humboldtiana,malus sylvestris,,,,,,,,
58,rhamnus purshiana,prunus amygdalus,,,,,,,,
59,rhamnus spp,prunus armeniaca,,,,,,,,
60,cercocarpus spp,prunus domestica,,,,,,,,
61,eriobotrya japonica,prunus persica,,,,,,,,
