,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,arum maculatum l,arum maculatum l,,mar-rubium vulgare l,,,,,,
1,cerasus mahaleb (l.) miller var. alpina browicz,cerasus mahaleb (l.) miller var. alpina browicz,,punicagranatum,,,,,,
2,crataegus aronia (l.) bosc. ex dc. var. aronia,crataegus aronia (l.) bosc. ex dc. var. aronia,,fraxinus ornus l. subsp. cilicica(lingelsh.) yalt,,,,,,
3,myrtus communis l.subsp. communis,myrtus communis l.subsp. communis,,quercus cerris l. var.cerris,,,,,,
4,pistacia terebinthus l. subsp. palaestina (boiss. )engler,pistacia terebinthus l. subsp. palaestina (boiss. )engler,,geranium,,,,,,
5,punica granatum l,punica granatum l,,rumex,,,,,,
6,laser trilobum (l.) borkh,laser trilobum (l.) borkh,,thymuslongicaulis c. presl subsp. longicaulis var. subisophyllus (borbas) jalas,,,,,,
7,rhus coriaria l,rhus coriaria l,,prunusspinosa l. subsp. dasyhylla (schur) domin,,,,,,
8,ocimum basilicum l,ocimum basilicum l,,rubuscanescens dc. var. canescens,,,,,,
9,origanum syriacum l. var. be-vanii (holmes) letswaart,origanum syriacum l. var. be-vanii (holmes) letswaart,,ruscushypoglossum l,,,,,,
10,rosmarinus officinalis l,rosmarinus officinalis l,,rhodendronponticum l. subsp. ponticum,,,,,,
11,satureja hortensis l,satureja hortensis l,,,,,,,,
12,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,thymus sipyleus boiss. subsp. rosulans (bor-bas) j.jalas,,,,,,,,
13,crataegus aronia var. aronia,crataegus aronia var. aronia,,,,,,,,
14,myrtus communis subsp. communis,myrtus communis subsp. communis,,,,,,,,
15,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,fraxinus ornus l. subsp. cilicica (lingelsh.) yalt,,,,,,,,
16,juglans regia l,juglans regia l,,,,,,,,
17,quercus cerris l. var. cerris,quercus cerris l. var. cerris,,,,,,,,
18,quercus coccifera l,quercus coccifera l,,,,,,,,
19,juniperus drupacea ant. &kotschy,juniperus drupacea ant. &kotschy,,,,,,,,
20,artemisia absinthium l,artemisia absinthium l,,,,,,,,
21,buxus sempervirens l,buxus sempervirens l,,,,,,,,
22,clematis vi-talba l,clematis vi-talba l,,,,,,,,
23,cornus mas l,cornus mas l,,,,,,,,
24,eremurus spectabilis bieb,eremurus spectabilis bieb,,,,,,,,
25,fontanesia philli-raeoides labill. subsp philliraeoides,fontanesia philli-raeoides labill. subsp philliraeoides,,,,,,,,
26,morus nigra l,morus nigra l,,,,,,,,
27,pinus brutia ten,pinus brutia ten,,,,,,,,
28,sorghum halepense (l.) pers. var. hale-pense,sorghum halepense (l.) pers. var. hale-pense,,,,,,,,
29,spartium junceum l,spartium junceum l,,,,,,,,
30,styrax officinalis l,styrax officinalis l,,,,,,,,
31,arum italicum miller,arum italicum miller,,,,,,,,
32,malva,malva nicaeensis wallr,,,,,,,,
33,malva nicaeensis wallr,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,,,,,,,,
34,mentha longifolia (l.) hudson subsp.typhoides (briq.) harley var. typhoides,mentha spicata l. subsp.spicata,,,,,,,,
35,mentha,origanum vulgare l. subsp. hirtum (link) ietswaart,,,,,,,,
36,mentha spicata l. subsp.spicata,arbutus unedo l,,,,,,,,
37,origanum vulgare l. subsp. hirtum (link) ietswaart,laurocerasus officinalis roemer,,,,,,,,
38,arbutus unedo l,rosa canina l,,,,,,,,
39,laurocerasus officinalis roemer,rubus sanctus schreber,,,,,,,,
40,rosa canina l,solanum nigrum l. subsp. nigrum,,,,,,,,
41,rubus,chaerophyllum byzantinum boiss,,,,,,,,
42,rubus sanctus schreber,raphanus raphanis-trum l,,,,,,,,
43,solanum nigrum l. subsp. nigrum,heracleum platytaenium boiss,,,,,,,,
44,chaerophyllum byzantinum boiss,oenanthe pimpinelloides l,,,,,,,,
45,raphanus raphanis-trum l,ornithogalum sigmoideumfreyn&sint,,,,,,,,
46,heracleum platytaenium boiss,papaver rhoeas l,,,,,,,,
47,oenanthe pimpinelloides l,urtica dioica l,,,,,,,,
48,ornithogalum sigmoideumfreyn&sint,lamium purpureuml. var. purpureum,,,,,,,,
49,papaver rhoeas l,origanum vulgare l. subsp. hirtum (link)ietswaart,,,,,,,,
50,urtica dioica l,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,,,
51,lamium purpureuml. var. purpureum,,,,,,,,,
52,origanum vulgare l. subsp. hirtum (link)ietswaart,,,,,,,,,
53,thymus longicaulis c. presl subsp. longicaulis var. subis-ophyllus (borbas) jalas,,,,,,,,,
