,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,chelidoniummajus l,chelidoniummajus l,osobliwe procesy fonetyczne,matricaria recutita l,,,chelidonium majus_atopic dermatitis-like skin lesions,,,chamaemelum nobile (l.) all_diuretic
1,chelidoniummajus,chelidonium majusl,prirodzeny vyvin jazykaa jazykove kontakty,,,,chamaemelum nobile (l.) all_bacterial and fungal strains,,,chamaemelum nobile (l.) all_sedative
2,chelidonium majusl,chelidoniummajus,jazykovedne studie,,,,chamaemelum nobile (l.) all_nausea,,,chamaemelum nobile (l.) all_anti-emetic
3,chelidonium majus,chelidonium majus,leki roslinne,,,,chamaemelum nobile (l.) all_dysmenorrhoea,,,chamaemelum nobile (l.) all_improveappetite
4,chelidonium majus l,chelidonium majus l,wleczeniu bolakow,,,,chamaemelum nobile (l.) all_vomiting,,,chamaemelum nobile (l.) all_painkiller
5,chelidonium majus linn,chelidonium majus linn,oficynawydawniczaarboretum,,,,chamaemelum nobile (l.) all_anorexia,,,chamaemelum nobile (l.) all_anti-inflammatory
6,chamaemelum nobile (l.) all,chamaemelum nobile (l,chelidonii herba,,,,chamaemelum nobile (l.) all_bloating,,,chamaemelum nobile (l.) all_antimicrobial
7,chamaemelum nobile,chamaemelum nobile,berberine,,,,chamaemelum nobile (l.) all_spasm of the gastrointestinal system,,,chamaemelum nobile (l.) all_digestive aid
8,,,nc/nga mice,,,,chamaemelum nobile (l.) all_dyspepsia,,,chamaemelum nobile (l.) all_antifungal
9,,,trichodina sp,,,,chamaemelum nobile (l.) all_flatulent dyspepsia,,,chamaemelum nobile (l.) all_prevent indigestion
10,,,lymantria dispar,,,,chamaemelum nobile (l.) all_flatulence,,,chamaemelum nobile (l.) all_smoothmuscle-relaxant
11,,,antibacterila alkaloids,,,,chamaemelum nobile (l.) all_gastrointestinal disorders,,,chamaemelum nobile (l.) all_carminative
12,,,papaveraceae)against,,,,chamaemelum nobile (l.) all_vomiting of pregnancy,,,chamaemelum nobile (l.) all_smooth muscle-relaxanteffect
13,,,staphylococcus aureus,,,,chamaemelum nobile (l.) all_gastrointestinal problems,,,chamaemelum nobile (l.) all_antispasmodic
14,,,roman chamomile,,,,"chamaemelum nobile (l.) all_mild, spasmodic gastrointestinalcomplaints",,,
15,,,onsmooth muscles,,,,chamaemelum nobile (l.) all_gastrointestinal cramps,,,
16,,,romanchamomile,,,,,,,
17,,,smooth muscleszsolt,,,,,,,
18,,,apigenin,,,,,,,
19,,,luteolin,,,,,,,
20,,,ofthis,,,,,,,
21,,,asteraceae,,,,,,,
22,,,roman chamomileintroductionchamaemelum,,,,,,,
23,,,nobile (l.) all,,,,,,,
24,,,chamomile,,,,,,,
25,,,overmatricaria recutita l,,,,,,,
26,,,german chamomile,,,,,,,
27,,,quercetin,,,,,,,
28,,,ofa-bisabolol,,,,,,,
29,,,guajazulene,,,,,,,
