,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,phyllanthus emblica l,phyllanthus emblica l,,,phyllanthus emblica l_cardiovascular disease,,phyllanthus emblica l_digestive problems,nigella sativa l_analgesic,,nigella sativa l_nephroprotective effects
1,terminalia bellirica (gaertn.) roxb,terminalia bellirica (gaertn.) roxb,,,phyllanthus emblica l_constipation,,terminalia bellirica (gaertn.) roxb_digestive problems,nigella sativa l_anti-cancer,,nigella sativa l_hepatoprotective
2,terminalia chebula retx,terminalia chebula retx,,,phyllanthus emblica l_hypercholesterolemia,,terminalia chebula retx_digestive problems,nigella sativa l_antifungal,,nigella sativa l_healing
3,nigella sativa l,nigella sativa l,,,phyllanthus emblica l_diabetes,,,nigella sativa l_antibacterial,,
4,,,,,phyllanthus emblica l_hypertension,,,nigella sativa l_anti-inflammatory,,
5,,,,,terminalia bellirica (gaertn.) roxb_cardiovascular disease,,,,,
6,,,,,terminalia bellirica (gaertn.) roxb_constipation,,,,,
7,,,,,terminalia bellirica (gaertn.) roxb_hypercholesterolemia,,,,,
8,,,,,terminalia bellirica (gaertn.) roxb_diabetes,,,,,
9,,,,,terminalia bellirica (gaertn.) roxb_hypertension,,,,,
10,,,,,terminalia chebula retx_cardiovascular disease,,,,,
11,,,,,terminalia chebula retx_constipation,,,,,
12,,,,,terminalia chebula retx_hypercholesterolemia,,,,,
13,,,,,terminalia chebula retx_diabetes,,,,,
14,,,,,terminalia chebula retx_hypertension,,,,,
15,,,,,nigella sativa l_asthma,,,,,
16,,,,,nigella sativa l_headache,,,,,
17,,,,,nigella sativa l_pain,,,,,
18,,,,,nigella sativa l_diabetes,,,,,
19,,,,,nigella sativa l_cough,,,,,
20,,,,,nigella sativa l_rheumatism,,,,,
