,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,dioscorea communis (l.) caddick & wilkin,dioscorea communis,greeceoriganum vulgare,thymus,,,,,,
1,echium italicum l,echium italicum,,,,,,,,
2,erodium cicutarium,erodium cicutarium,,,,,,,,
3,erodium cicutarium (l.) l'her,glebionis segetum,,,,,,,,
4,glebionis segetum (l.) fourr,plantago lagopus,,,,,,,,
5,plantago lagopus l,verbena officinalis,,,,,,,,
6,verbena officinalis,scolymus hispanicus,,,,,,,,
7,verbena officinalis l,muscari spreitzenhoferi,,,,,,,,
8,scolymus hispanicus l,cynara cardunculus,,,,,,,,
9,muscari spreitzenhoferi (heldr.) h.r. wehrh,c. cardunculus,,,,,,,,
10,cynara cardunculus,cynara scolymus,,,,,,,,
11,cynara cardunculus l,origanum vulgare,,,,,,,,
12,cynara scolymus l,o. vulgare,,,,,,,,
13,origanum vulgare,matricaria,,,,,,,,
14,origanum,mentha,,,,,,,,
15,origanum vulgare l,origanum,,,,,,,,
16,o. vulgare,sideritis,,,,,,,,
17,matricaria,tilia,,,,,,,,
18,mentha,,,,,,,,,
19,sideritis,,,,,,,,,
20,tilia,,,,,,,,,
