,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,chelidonium,chelidonium majus l,,chelidonium l,chelidonium majus l_eye diseases,,chelidonium_anti-jaundice,chelidonium majus l_anticancer,chelidonium majus l_cholagogue,c. majus_diuretic
1,chelidonium majusl,,,c. majus l.sensu lato,chelidonium majus l_visual impairment,,chelidonium_cholagogue,chelidonium majus l_pain-relieving,chelidonium majus l_anti-jaundice,c. majus_anti-edema
2,c. majus,,,c. asiaticum (hara)krahulcova,chelidonium majus l_skin protuberances,,c. majus_pulmonary,chelidonium majus l_spasmolytic,,c. majus_enhance sight
3,chelidonium majus,,,c. asiaticum,chelidonium majus l_scabs on the head skin,,c. majus_dermatologic diseases,chelidonium majus l_antimicrobial,,c. majus_antitussive
4,c. majus l,,,c. majus l.subsp. majus,chelidonium majus l_gastrointestinal disorders,,c. majus_liver diseases,chelidonium majus l_anti-infectious,,c. majus_expectorant
5,,,,chelidonium majussubsp. grandiflorum (dc.) printz,chelidonium majus l_toothache,,c. majus_dermatologic disorders,chelidonium majus l_antiviral,,
6,,,,,chelidonium majus l_infections,,c. majus_pain,chelidonium majus l_gastric,,
7,,,,,chelidonium majus l_warts,,c. majus_wounds,chelidonium majus l_hepatic,,
8,,,,,chelidonium majus l_ophthalmological problems,,c. majus_hair overgrowth,,,
9,,,,,chelidonium majus l_jaundice,,c. majus_aching tooth,,,
10,,,,,chelidonium majus l_colic,,c. majus_skin eczema,,,
11,,,,,chelidonium majus l_stomach ache,,c. majus_herpes,,,
12,,,,,chelidonium majus l_body ulcers,,c. majus_liver conditions,,,
13,,,,,chelidonium majus l_cancer,,c. majus_throat cleansing,,,
14,,,,,,,c. majus_ophthalmologicaldiseases,,,
15,,,,,,,c. majus_aphrodisiacum,,,
16,,,,,,,c. majus_leprosy,,,
17,,,,,,,c. majus_eye and skin conditions,,,
18,,,,,,,c. majus_sightimpairment,,,
19,,,,,,,c. majus_cataract,,,
20,,,,,,,c. majus_skin ulcer,,,
