,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,bixa orellana,bixa orellana,,capsicum spp,,,,,chenopodium ambrosioides_medicinal uses,
1,pimenta dioica,pimenta dioica,,acer saccharinum,,,,,kaempferia galanga_medicinal uses,
2,angelica,angelica archangelica,,cassia,,,,,allium sativum_used in medicine,
3,angelica archangelica,galipea officinalis,,cinnamon,,,,,commiphora spp_used in incense and medicine,
4,galipea officinalis,pimpinella anisum,,magnolia,,,,,ruta graveolens_medicinal uses,
5,pimpinella anisum,ferula assafoetida,,,,,,,,
6,ferula assafoetida,melissa officinalis,,,,,,,,
7,melissa officinalis,myroxylon balsamum,,,,,,,,
8,myroxylon balsamum,ocimum basilicum,,,,,,,,
9,ocimum basilicum,laurus nobilis,,,,,,,,
10,laurus nobilis,prunus serotina,,,,,,,,
11,prunus serotina,agathosma spp,,,,,,,,
12,agathosma spp,umbellularia californica,,,,,,,,
13,umbellularia californica,capparis spinosa,,,,,,,,
14,capparis spinosa,carum carvi,,,,,,,,
15,carum carvi,elettaria cardamomum,,,,,,,,
16,elettaria cardamomum,cinnamomum aromaticum,,,,,,,,
17,cinnamomum aromaticum,apium graveolens,,,,,,,,
18,apium graveolens,anthriscus cerefolium,,,,,,,,
19,anthriscus cerefolium,coriandrum sativum,,,,,,,,
20,coriandrum sativum,cinnamomum verum,,,,,,,,
21,cinnamomum verum,syzygium aromaticum,,,,,,,,
22,syzygium aromaticum,piper cubeb,,,,,,,,
23,piper cubeb,cuminum cyminum,,,,,,,,
24,cuminum cyminum,anethum graveolens,,,,,,,,
25,anethum graveolens,chenopodium ambrosioides,,,,,,,,
26,chenopodium ambrosioides,eucalyptus spp,,,,,,,,
27,eucalyptus spp,foeniculum vulgare,,,,,,,,
28,foeniculum vulgare,trigonella foenum-graecum,,,,,,,,
29,trigonella foenum-graecum,boswellia carteri,,,,,,,,
30,boswellia carteri,kaempferia galanga,,,,,,,,
31,kaempferia galanga,alpinia officinarum,,,,,,,,
32,alpinia officinarum,allium sativum,,,,,,,,
33,allium sativum,zingiber officinalis,,,,,,,,
34,zingiber officinalis,aframomum sceptrum,,,,,,,,
35,aframomum sceptrum,armoracia lapathifolia,,,,,,,,
36,armoracia lapathifolia,hyssopus officinalis,,,,,,,,
37,hyssopus officinalis,glycyrrhiza glabra,,,,,,,,
38,glycyrrhiza glabra,myristica fragrans,,,,,,,,
39,myristica fragrans,origanum majorana,,,,,,,,
40,origanum majorana,brassica nigra,,,,,,,,
41,brassica nigra,brassica juncea,,,,,,,,
42,brassica juncea,sinapis alba,,,,,,,,
43,sinapis alba,commiphora spp,,,,,,,,
44,commiphora spp,allium cepa,,,,,,,,
45,allium cepa,origanum vulgare,,,,,,,,
46,origanum vulgare,capsicum annuum,,,,,,,,
47,capsicum annuum,petroselinum crispum,,,,,,,,
48,capsicum,mentha pulegium,,,,,,,,
49,petroselinum crispum,piper nigrum,,,,,,,,
50,mentha pulegium,zanthoxylum piperitum,,,,,,,,
51,piper nigrum,capsicum frutescens,,,,,,,,
52,zanthoxylum piperitum,mentha x piperita,,,,,,,,
53,capsicum frutescens,schinus molle,,,,,,,,
54,mentha x piperita,papaver somniferum,,,,,,,,
55,schinus molle,quassia amara,,,,,,,,
56,papaver somniferum,ruta graveolens,,,,,,,,
57,quassia amara,crocus sativus,,,,,,,,
58,quassia,salvia officinalis,,,,,,,,
59,ruta graveolens,smilax aristolochiifolia,,,,,,,,
60,crocus sativus,sassafras albidum,,,,,,,,
61,salvia officinalis,satureja hortensis,,,,,,,,
62,smilax aristolochiifolia,sesamum indicum,,,,,,,,
63,sassafras albidum,prunus spinosa,,,,,,,,
64,satureja hortensis,mentha spicata,,,,,,,,
65,sesamum indicum,illicium verum,,,,,,,,
66,prunus spinosa,artemisia dracunculus,,,,,,,,
67,mentha spicata,thymus vulgaris,,,,,,,,
68,illicium verum,dipteryx spp,,,,,,,,
69,artemisia dracunculus,curcuma domestica,,,,,,,,
70,thymus vulgaris,vanilla planifolia,,,,,,,,
71,dipteryx spp,wasabia japonica,,,,,,,,
72,curcuma domestica,gaultheria procumbens,,,,,,,,
73,vanilla planifolia,curcuma zedoaria,,,,,,,,
74,vanilla,hordeum vulgare,,,,,,,,
75,wasabia japonica,acer nigrum,,,,,,,,
76,gaultheria procumbens,cocos nucifera,,,,,,,,
77,curcuma zedoaria,jubaea chilensis,,,,,,,,
78,hordeum vulgare,caryota urens,,,,,,,,
79,acer nigrum,fraxinus ornus,,,,,,,,
80,cocos nucifera,nypa fruticans,,,,,,,,
81,jubaea chilensis,borassus flabellifer,,,,,,,,
82,caryota urens,beta vulgaris,,,,,,,,
83,fraxinus ornus,saccharum officinarum,,,,,,,,
84,nypa fruticans,acer saccharum,,,,,,,,
85,borassus flabellifer,arenga pinnata,,,,,,,,
86,beta vulgaris,sorghum bicolor,,,,,,,,
87,saccharum officinarum,phoenix sylvestris,,,,,,,,
88,acer saccharum,,,,,,,,,
89,arenga pinnata,,,,,,,,,
90,sorghum,,,,,,,,,
91,sorghum bicolor,,,,,,,,,
92,phoenix sylvestris,,,,,,,,,
