,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,spinacia oleracea,spinacia oleracea,,brassica pekinensis,,,,asparagus officinalis_diuretic,,
1,tetragonia tetragonioides,tetragonia tetragonioides,,tetragonia tetra-gonioides,,,,,,
2,asparagus officinalis,asparagus officinalis,,aegilops speltoides,,,,,,
3,asparagus,cynara scolymus,,aegilops squarrosa,,,,,,
4,cynara scolymus,cynara cardunculus,,,,,,,,
5,cynara cardunculus,brassica oleracea var. botrytis,,,,,,,,
6,brassica oleracea,eruca vesicaria,,,,,,,,
7,brassica oleracea var. botrytis,bambusa,,,,,,,,
8,eruca vesicaria,brassica oleracea,,,,,,,,
9,bambusa,apium graveolens,,,,,,,,
10,apium graveolens,beta vulgaris var. cicla,,,,,,,,
11,beta vulgaris var. cicla,anthriscus cerefolium,,,,,,,,
12,anthriscus cerefolium,amaranthus tricolor,,,,,,,,
13,amaranthus tricolor,allium schoenoprasum,,,,,,,,
14,allium schoenoprasum,lepidium sativum,,,,,,,,
15,lepidium sativum,barbarea verna,,,,,,,,
16,barbarea verna,nasturtium officinale,,,,,,,,
17,nasturtium officinale,taraxacum officinale,,,,,,,,
18,taraxacum officinale,cichorium endivia,,,,,,,,
19,cichorium endivia,lactuca sativa,,,,,,,,
20,lactuca sativa,brassica juncea,,,,,,,,
21,brassica juncea,petroselinum crispum,,,,,,,,
22,petroselinum crispum,brassica rapa,,,,,,,,
23,brassica rapa,phytolacca americana,,,,,,,,
24,phytolacca americana,cichorium intybus,,,,,,,,
25,cichorium intybus,rheum rhabarbarum,,,,,,,,
26,rheum rhabarbarum,salicornia,,,,,,,,
27,salicornia spp,crambe maritima,,,,,,,,
28,crambe maritima,chrysanthemum coronarium,,,,,,,,
29,chrysanthemum coronarium,ipomoea aquatica,,,,,,,,
30,ipomoea aquatica,aralia cordata,,,,,,,,
31,aralia cordata,triticum aestivum,,,,,,,,
32,triticum aestivum,triticum boeoticum,,,,,,,,
33,triticum,triticum monococcum,,,,,,,,
34,t. aestivum,triticum dicoccoides,,,,,,,,
35,t. boeoticum,triticum dicoccon,,,,,,,,
36,triticum boeoticum,triticum durum,,,,,,,,
37,t. monococcum,triticum turgidum,,,,,,,,
38,triticum dicoccoides,triticum polonicum,,,,,,,,
39,t. dicoccoides,triticum carthlicum,,,,,,,,
40,t. dicoccon,triticum timopheevii,,,,,,,,
41,t. durum,triticum araraticum,,,,,,,,
42,t. turgidum,triticum spelta,,,,,,,,
43,t. polonicum,triticum macha,,,,,,,,
44,t. carthlicum,triticum vavilovii,,,,,,,,
45,t. timopheevii,triticum compactum,,,,,,,,
46,t. araraticum,triticum sphaerococcum,,,,,,,,
47,t. spelta,,,,,,,,,
48,t. macha,,,,,,,,,
49,t. vavilovii,,,,,,,,,
50,t. compactum,,,,,,,,,
51,t. sphaerococcum,,,,,,,,,
