,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,dioscorea communis (l.) caddick & wilkin,dioscorea communis (l.) caddick & wilkin,,cynara scolymus l,,,,,cynara cardunculus l_therapeutic,
1,echium italicum l,echium italicum l,,,,,,,origanum vulgare l_therapeutic,
2,erodium cicutarium,erodium cicutarium (l.) l'her,,,,,,,,
3,erodium cicutarium (l.) l'her,glebionis segetum (l.) fourr,,,,,,,,
4,glebionis segetum (l.) fourr,plantago lagopus l,,,,,,,,
5,plantago lagopus l,verbena officinalis l,,,,,,,,
6,verbena officinalis,scolymus hispanicus l,,,,,,,,
7,verbena officinalis l,muscari spreitzenhoferi (heldr.) h.r. wehrh,,,,,,,,
8,scolymus hispanicus l,cynara cardunculus l,,,,,,,,
9,muscari spreitzenhoferi (heldr.) h.r. wehrh,origanum vulgare l,,,,,,,,
10,cynara cardunculus,matricaria,,,,,,,,
11,cynara cardunculus l,mentha,,,,,,,,
12,origanum vulgare,origanum,,,,,,,,
13,origanum,thymus,,,,,,,,
14,origanum vulgare l,sideritis,,,,,,,,
15,o. vulgare,tilia,,,,,,,,
16,matricaria,,,,,,,,,
17,mentha,,,,,,,,,
18,thymus,,,,,,,,,
19,sideritis,,,,,,,,,
20,tilia,,,,,,,,,
