,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,podophyllum peltatum,podophyllum peltatum,stradivarius,betula allaghaniensis,solidago spp_hepatitis,tanacetum parthenium_migraine,chenopodium quinoa_intestinal worms,carthamus tinctorius_diuretic,artemisia dracunculus_diuretic,lobelia tupa_emetic
1,alnus glutinosa,alnus glutinosa,woodbetula allaghaniensis,bombax ceiba,,camptotheca acuminata_leukemia,tanacetum vulgare_migraine,,convolvulus scammonia_ive,carthamus tinctorius_vermifuge
2,alnus oregana,alnus oregana,,,,camptotheca acuminata_throat cancer,tanacetum vulgare_fever,,dichondra spp_ive,dichondra spp_purgative
3,alnus rubra,alnus rubra,,,,citrullus lanatus_ive,nyssa aquatica_leukemia,,ipomoea aquatica_ive,dichondra_purgative
4,betula lenta,betula lenta,,,,,nyssa aquatica_throat cancer,,ipomoea orizabensis_ive,ipomoea pandurata_purgative
5,betula papyrifera,betula papyrifera,,,,,,,ipomoea purga_ive,ipomoea purga_cathartic
6,betula pendula,betula pendula,,,,,,,,ipomoea tricolor_purgative
7,carpinus caroliniana,carpinus caroliniana,,,,,,,,citrullus lanatus_purgative
8,corylus americana,corylus americana,,,,,,,,casuarina equisetifolia_laxative
9,corylus avellana,corylus avellana,,,,,,,,
10,corylus chinensis,corylus chinensis,,,,,,,,
11,corylus cornuta,corylus cornuta,,,,,,,,
12,ostrya spp,ostrya spp,,,,,,,,
13,catalpa bignonioides,catalpa bignonioides,,,,,,,,
14,catalpa,catalpa speciosa,,,,,,,,
15,catalpa speciosa,crescentia cujete,,,,,,,,
16,crescentia cujete,kigelia pinnata,,,,,,,,
17,kigelia pinnata,tabebuia donnell-smithii,,,,,,,,
18,tabebuia donnell-smithii,tabebuia serratifolia,,,,,,,,
19,tabebuia serratifolia,bixa orellana,,,,,,,,
20,bixa orellana,adansonia digitata,,,,,,,,
21,adansonia digitata,ceiba,,,,,,,,
22,ceiba pentandra,ceiba pentandra,,,,,,,,
23,chorisia speciosa,chorisia speciosa,,,,,,,,
24,durio zibethinus,durio zibethinus,,,,,,,,
25,ochroma pyramindale,ochroma pyramindale,,,,,,,,
26,pachira aquatica,pachira aquatica,,,,,,,,
27,alkanna lehmannii,alkanna lehmannii,,,,,,,,
28,alkanna,cordia sebestena,,,,,,,,
29,cordia sebestena,cordia subcordata,,,,,,,,
30,cordia subcordata,pulmonaria officinalis,,,,,,,,
31,pulmonaria officinalis,symphytum officinale,,,,,,,,
