,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,helminthosporium maydis,helminthosporium maydis,,neurospora,,,,,,
1,claviceps purpurea,claviceps purpurea,,,,,,,,
2,tripsacum spp,tripsacum spp,,,,,,,,
3,tripsacum,euchlaena,,,,,,,,
4,euchlaena,zea,,,,,,,,
5,zea,hordeum vulgare,,,,,,,,
6,hordeum vulgare,secale cereale,,,,,,,,
7,secale cereale,sorghum bicolor,,,,,,,,
8,sorghum,avena sativa,,,,,,,,
9,sorghum bicolor,a. brevis,,,,,,,,
10,avena sativa,a. strigosa,,,,,,,,
11,a. brevis,a. nuda,,,,,,,,
12,a. strigosa,a. barbata,,,,,,,,
13,a. nuda,a. abyssinica,,,,,,,,
14,a. barbata,,,,,,,,,
15,a. abyssinica,,,,,,,,,
